((((3*7)+8)+(2+(3*1)))/(4*(4*4)))	37*8+231*++444**/
(((0+((4-(6*0))+4))+4)/(3+(8+8)))	0460*-4++4+388++/
((9*((2/(1*(2/9)))*(2-(4/6))))*2)	92129/*/246/-**2*
(((3/(2*8))/9)*(7/((9/7)/(2-4))))	328*/9/797/24-//*
(((5/(1+1))/(2/(0+(4-(8-3)))))*2)	511+/20483--+//2*
(((5-(7/(8-(7*(5+8)))))-(8+1))/6)	578758+*-/-81+-6/
((9*((5+5)-(5-(1+9))))+(3*(5-7)))	955+519+--*357-*+
(((6/(5-6))-(3/(7+(6/(0*4)))))+4)	656-/37604*/+/-4+
(((7-(5*(6+2)))+((8-2)-(1+6)))-0)	7562+*-82-16+-+0-
(((((0+5)-1)-(8+2))+(4+0))*(7+6))	05+1-82+-40++76+*
((((3*(7/5))/(4/(8-6)))-8)/(6/7))	375/*486-//8-67//
((4-9)-((2*(6+(5-(5*5))))*(9*6)))	49-26555*-+*96**-
((((2*5)+(3-(2/8)))+(5/(9/1)))-0)	25*328/-+591//+0-
((0*((1+(8-(9+4)))+(8-6)))-(6-4))	01894+-+86-+*64--
((((2+5)/3)+(2+(6*7)))+(2/(8/9)))	25+3/267*++289//+
((((5/9)/5)*(4*(2-3)))+(1*(5*4)))	59/5/423-**154**+
(((2+6)+(9-(2*8)))-(1+(7/(9*8))))	26+928*-+1798*/+-
(3/(((8*1)-6)-(5+(2+(4*(6-8))))))	381*6-52468-*++-/
(5+((4/(((3-4)*(3/2))+0))-(5+4)))	5434-32/*0+/54+-+
((6+(3-5))*(7*((6*(7+1))-(7-9))))	635-+7671+*79--**
(((3-(6*(9-(0*8))))-3)+(7*(3-2)))	36908*-*-3-732-*+
((3*6)-(3-(((1/6)+5)*(0*(0*6)))))	36*316/5+006***--
(((6+5)-(8/(0-(1-(5+9)))))-(2-4))	65+80159+--/-24--
((((9*8)-(8*7))*(7/4))*(5+(9/5)))	98*87*-74/*595/+*
((((9*3)-(9/9))-(2+9))*(4-(1/9)))	93*99/-29+-419/-*
((2/(8*2))+(9-((9+(7/1))/(4-8))))	282*/9971/+48-/-+
((2*(9*((7*7)/7)))*(2/(2*(2/1))))	2977*7/**2221/*/*
((((1+(0/9))/9)+(4+5))*(5-(0-4)))	109/+9/45++504--*
(((3+(8/7))/(3+(4+(0*3))))/(9-8))	387/+3403*++/98-/
((6*2)*((5+(1+8))-(9-(3/(2-2)))))	62*518++9322-/--*
(5*((7+(5/(4+(1+4))))/(9*(7-6))))	575414++/+976-*/*
((((8-(5+7))/1)-(8/5))/(0/(0-4)))	857+-1/85/-004-//
((2/(8/((6+(5*(2+6)))-(6+7))))/5)	286526+*+67+-//5/
((1*(5/(7+(6+7))))-(0+(7-(2*2))))	15767++/*0722*-+-
((1-(4-(8-(4-3))))-(8-(6-(5/2))))	14843----8652/---
(((3+(1/(1-8)))*(5-(5-(7+3))))+5)	3118-/+5573+--*5+
((4-(5/(9/7)))/(6/(2+(8-(8+5)))))	4597//-62885+-+//
(((4*(1/1))+((4/(4/4))*(6/4)))+7)	411/*444//64/*+7+
((4/3)/(2*((5+((9-8)*(4*7)))/9)))	43/2598-47**+9/*/
((2/1)/(0-((3+(6/(5+(0+1))))+8)))	21/036501++/+8+-/
(6/((8-8)-((9-(1*(2*(2-8))))/3)))	688-91228-**-3/-/
((((2-6)-(0+2))*0)+(6*(8*(6-3))))	26-02+-0*6863-**+
(((0-(0*0))*(2/(8-(8-8))))/(0-7))	000*-2888--/*07-/
(9*((1/(1*(0/4)))-(3/(2/(6-4)))))	91104/*/3264-//-*
(1*(0/((4-(8*((6-7)+(2+1))))*6)))	104867-21++*-6*/*
((2+((8*3)/(6/(7-(8*6)))))+(9-8))	283*6786*-//+98-+
(((7/8)+(6/(9+(5*7))))+(3/(4-1)))	78/6957*+/+341-/+
((((4-(9/3))/(6+7))+9)/(8-(2+4)))	493/-67+/9+824+-/
((6+((4*(4/6))+(8+(7-7))))*(2*5))	6446/*877-+++25**
(((6+3)-((2-9)-(2+(7*1))))+(3/2))	63+29-271*+--32/+
((((7+(9-4))/(8/(2/8)))*(4+8))/1)	794-+828///48+*1/
((((8*(9+3))-(7-0))-(3+(7-6)))*2)	893+*70--376-+-2*
(((7*(0+(0/4)))*(7*(4*(0+2))))*5)	7004/+*7402+***5*
((((4+9)*((6/0)/(6+3)))/(6*6))*5)	49+60/63+/*66*/5*
((3+((6+1)*(2+(7*2))))*(9/(6/9)))	361+272*+*+969//*
((((((7-0)*5)*(7+4))*7)*(4+6))/4)	70-5*74+*7*46+*4/
(1-(8*(3-((9+(3-8))/(1*(1/0))))))	183938-+110/*/-*-
(((((3*6)+6)+(6+0))-(7/5))+(0+3))	36*6+60++75/-03++
((3-(3/(4*(1*0))))/(7-(0*(6/2))))	33410**/-7062/*-/
(8/(8-(9-(1/((7/(0+0))+(8-4))))))	8891700+/84-+/--/
(((1+(8+1))+(8*(1+0)))+(0*(1/7)))	181++810+*+017/*+
((((6-8)*(1*8))-(2/((5/2)-4)))*8)	68-18**252/4-/-8*
(9+((1+(2*(6/(7/2))))+(1/(0*8))))	912672//*+108*/++
((0+((6-8)-(3+6)))*(5*(5*(6/0))))	068-36+-+5560/***
((1*8)+(1/((5-(4+(1+(5+0))))-8)))	18*154150+++-8-/+
(((3-6)*(6*0))/(1*((4+(3+6))*3)))	36-60**1436++3**/
(((5*8)/(7/(9/5)))*(5-(8/(6*8))))	58*795///5868*/-*
((9*(8/(3/2)))*(1*((3/2)+(3+1))))	9832//*132/31++**
(((7+1)/(7*(0/1)))/(2*(6-(6-7))))	71+701/*/2667--*/
(9+((8*4)*(4/(0-(4/(3*(5*1)))))))	984*404351**/-/*+
(((8/(0/(0*3)))-(1*2))*(8+(5+9)))	8003*//12*-859++*
((9-((5-(0/(4*2)))-(9-(7-8))))-2)	95042*/-978----2-
((((1+7)/(1*(2/3)))-(3+2))*(8/2))	17+123/*/32+-82/*
(((9+(7+(6+(6*9))))*6)*(6-(3-5)))	97669*+++6*635--*
(((0*(8*1))*(1*(2*3)))*(2-(3-9)))	081**123***239--*
((6-1)*((5-(6/(4/7)))-(9-(4+7))))	61-5647//-947+--*
((((1/9)*0)-(5-(9+7)))-(7*(6*2)))	19/0*597+--762**-
(((1*(7/6))/(8-8))/(5-(7+(8/4))))	176/*88-/5784/+-/
(((6*((2*9)+(3+9)))/1)*(6*(2-8)))	629*39++*1/628-**
((7-1)+((9/((6/3)/(3-(8*8))))/6))	71-963/388*-//6/+
((3/(8-3))*((3*(3/0))+(3+(4*6))))	383-/330/*346*++*
(1*((9/(0-3))+((1+(8/1))*(6*0))))	1903-/181/+60**+*
((((9-(1-(1-4)))+0)/(1/8))/(0*2))	9114---0+18//02*/
((((4/4)*(7+6))+(9/(2+8)))/(2*4))	44/76+*928+/+24*/
((9-(9*(7-4)))*((8/(2-2))*(1/9)))	9974-*-822-/19/**
((0*((7+(1/8))*(7-(2/9))))-(5+0))	0718/+729/-**50+-
((((4-2)+(5*2))+(7-7))/(3+(4+8)))	42-52*+77-+348++/
(((((5*5)/(7/5))-(1*7))+(4+0))/7)	55*75//17*-40++7/
((((7-(3*(2+2)))*1)*(3/(4*2)))/4)	7322+*-1*342*/*4/
((((9*(6/(5*4)))+(2/(8+4)))-3)/6)	9654*/*284+/+3-6/
(((5-(8-(9*(5-4))))/(7-6))+(6*5))	58954-*--76-/65*+
(((9/6)-(5-((9/(0+4))/8)))+(2/6))	96/5904+/8/--26/+
(((0/((6+0)*(4*3)))*(6*9))-(3/1))	060+43**/69**31/-
(3-(((4/0)+(4*(9/4)))+(5*(5/8))))	340/494/*+558/*+-
((((0-1)-0)*9)*(5+(9+(4+(6*8)))))	01-0-9*59468*+++*
(((7-(9-2))+(0+((9+4)*(4*0))))+9)	792--094+40**++9+
((8-(7*(2*((6-2)+(3-(3-4))))))-5)	87262-334--+**-5-
((((8-4)/(4-(9*3)))/(8/4))-(9+0))	84-493*-/84//90+-
((0*(7+(2*(4-7))))/(5-(2-(4+8))))	07247-*+*5248+--/
(((5*(2/(7*(6+1))))*(4-0))-(4+3))	52761+*/*40-*43+-
(6/((7-(4+(6/(4/0))))/(4+(6+4))))	674640//+-464++//
(((5+(5+(2+5)))+8)*(1+(0/(6/6))))	5525+++8+1066//+*
((((2-5)/(5-7))-(6+6))+(6/(3/1)))	25-57-/66+-631//+
((((7*2)/((7+1)/(3/8)))-(5+4))-5)	72*71+38///54+-5-
((((5-(7*4))+8)/(9-5))/(0/(5*2)))	574*-8+95-/052*//
(((5/(6-(5-5)))*(6-9))*(1-(6/7)))	5655--/69-*167/-*
(((0*(0*(5/1)))+(7/(3*5)))+(4+3))	0051/**735*/+43++
((2*((3-8)/6))/(4-(3*(2/(0+6)))))	238-6/*43206+/*-/
(((1+(2-(0-(4*0))))*(7*(1*7)))/8)	12040*--+717***8/
((2/7)*(3+(3+((6*9)*(1+(4-7))))))	27/3369*147-+*++*
((((3-0)/1)+9)*(1-(5-(1/(0*0)))))	30-1/9+15100*/--*
((5/9)-((8-6)*(8*(3-((8+5)*4)))))	59/86-8385+4*-**-
(((5*(0+(8*2)))-6)*(8-(5-(8-1))))	5082*+*6-8581---*
(((6+1)/(3-((4/9)-(3/4))))*(6*6))	61+349/34/--/66**
(5-((2/(2-((0/5)-(1+4))))/(8/7)))	52205/14+--/87//-
(((0/7)*(4/3))+((0*(5+(2-5)))*5))	07/43/*0525-+*5*+
((6/(8*1))-(7-(2/(3*(5+(3-0))))))	681*/723530-+*/--
(((4+(2*7))/(7/(6-0)))+(0/(4*8)))	427*+760-//048*/+
((((6-2)+(2*6))*(8/(1-9)))/(1/5))	62-26*+819-/*15//
((((2/9)/(2-3))-(7-(4/6)))+(7-9))	29/23-/746/--79-+
((2+(6+(4/2)))+(0*(1/(9/(2*2)))))	2642/++01922*//*+
(((8*(6-3))/(0*(1+(4*8))))*(1*3))	863-*0148*+*/13**
((((9/4)*(5+8))*7)/(8-(4-(1/3))))	94/58+*7*8413/--/
(((7*1)+(5/(0-9)))+(5*(9*(3/0))))	71*509-/+5930/**+
(((1/(7-9))-(9+(6/3)))*(3/(8/8)))	179-/963/+-388//*
(5-(((3*4)-(6*8))*(0/(8+(7/6)))))	534*68*-0876/+/*-
((((6*7)/(6/6))/(0/(4*7)))+(8-5))	67*66//047*//85-+
(((3-(6/6))/(5-(4*8)))*(7/(3/0)))	366/-548*-/730//*
((((3/5)-(3/3))/(3+(8/5)))*(7-1))	35/33/-385/+/71-*
(((0*7)/(2+(3*9)))+(6/(2*(4/9))))	07*239*+/6249/*/+
((9-(1+6))/(0-(3*(((2/8)-8)-2))))	916+-0328/8-2-*-/
(((3*(0-(6/(3/7))))*(8*(6+5)))+3)	30637//-*865+**3+
(((8-(5+4))-(0+3))/(0/(1-(2/7))))	854+-03+-0127/-//
((9+(2-3))/((7/(1/3))+(0+(0*0))))	923-+713//000*++/
((5*5)/((2+(2-(4*(5+6))))+(0/8)))	55*22456+*-+08/+/
(3+((((2-2)+5)-(3+1))+(1-(3-4))))	322-5+31+-134--++
(((4+8)+(4+((8-(5-4))/(4*5))))/3)	48+4854--45*/++3/
(((((1*(7*0))/1)*(7-0))*4)+(5/6))	170**1/70-*4*56/+
(((0/(7*0))+(1+(4/5)))-(8+(1*5)))	070*/145/++815*+-
(((8+(7+(4/(1+5))))-(6+1))/(7+1))	87415+/++61+-71+/
(((0/(4*3))+(0*(0*7)))-(9-(3+6)))	043*/007**+936+--
(7-((9*((4/4)/(3+(8/8))))*(8*0)))	7944/388/+/*80**-
(((0-(7*9))+(0*(9/3)))/(7/(8+9)))	079*-093/*+789+//
((2/((1-8)-(6/4)))-(8-(4/(1+3))))	218-64/-/8413+/--
((0/(7+9))-(0-(0*(1+(1-(1-8))))))	079+/001118--+*--
(((7+(3/7))*(3+7))-(9-(8-(2*0))))	737/+37+*9820*---
(((9+9)*(9*(8/2)))/(4+(2*(6+7))))	99+982/**4267+*+/
(((6+5)*(3*(9*3)))-(8/(8/(6+0))))	65+393***8860+//-
((5-9)-((1*(6/9))/(9*(0*(8+1)))))	59-169/*9081+**/-
(5-(5+(2-(1*(2+(2+(7+(3/5))))))))	552122735/+++*-+-
((8/(((2/7)/(3+4))+8))*(3/(2-1)))	827/34+/8+/321-/*
(((0+(0-4))*(1+(6*2)))*(6/(0-3)))	004-+162*+*603-/*
(((9-(7-(5/0)))/4)/(8-(4+(3+4))))	9750/--4/8434++-/
(((1-(8+9))/(9/(1*(1/5))))+(4-6))	189+-9115/*//46-+
((((5+(6*0))*(3/(0-7)))/4)+(1-0))	560*+307-/*4/10-+
((1*((2*(6*1))-(0-2)))*(1+(0*1)))	1261**02--*101*+*
(9*((3*(2/(4/8)))/(3*(9-(6/1)))))	93248//*3961/-*/*
(((((1/0)-(8+6))/(8/6))-3)+(7*1))	10/86+-86//3-71*+
((3/((7/(5-(0*1)))*4))/(8/(3*8)))	37501*-/4*/838*//
((((8-8)+7)+((1+4)-9))*(1*(7/3)))	88-7+14+9-+173/**
(((4/(8/1))/4)*(4-(7/(0-(8-8)))))	481//4/47088--/-*
((1-(4-4))/(6*(7*((9*1)/(8-5)))))	144--6791*85-/**/
((1-(3/((8/4)-(6*0))))-(8*(3*2)))	1384/60*-/-832**-
((((4/4)/(3/(7+(5-5))))-(2+5))+4)	44/3755-+//25+-4+
(9-((((4/(5+9))/8)-2)+(9*(8+3))))	9459+/8/2-983+*+-
((((8/0)+(8-(9/3)))+((8+3)+0))*8)	80/893/-+83+0++8*
(((2+(8-8))/6)+(2*(8/(9*(4+9)))))	288-+6/28949+*/*+
(((((0*(7*3))/2)-(3/1))+3)*(4-1))	073**2/31/-3+41-*
(((5+(6*9))*(9*(7-6)))+((6-7)/7))	569*+976-**67-7/+
(((3/(4/(8+8)))-4)/(0+(5-(7+6))))	3488+//4-0576+-+/
(((7/(0+7))*((5-7)-(7-(0*5))))-2)	707+/57-705*--*2-
((0/1)*(2+(2-(6*(8-(4-(3/1)))))))	01/2268431/--*-+*
((5+((1-(0-2))/(5+(4-3))))-(4+4))	5102--543-+/+44+-
((4+(4+3))*((8/0)*(7/(1/(6-8)))))	443++80/7168-//**
((2+(5+(0*(5-(9*2)))))/(4/(0*5)))	250592*-*++405*//
(((8+0)*((2+1)*(3*(7+1))))+(9*1))	80+21+371+***91*+
(((9*2)/(4-7))+(4+(9*(5/(6*6)))))	92*47-/49566*/*++
(((7-(1-(1/(3+5))))/(1-3))/(6+1))	71135+/--13-/61+/
(3+((4+(9+0))*(7*(5/(6/(6+2))))))	3490++75662+//**+
((1+2)/(((3-0)-(7/(7/(0*4))))-9))	12+30-7704*//-9-/
((((7+4)-(5/8))-3)/(4/(9*(5*0))))	74+58/-3-4950**//
(((3*0)/(8/(1*(5-(3/7)))))/(5+0))	30*81537/-*//50+/
((((0-2)+(7-(6+7)))*(0+(0-3)))+8)	02-767+-+003-+*8+
(((5*4)-(6*(8-(4+0))))-(2-(5-4)))	54*6840+-*-254---
((4/(1/(4-(4-3))))-(7-(3/(2+7))))	41443--//7327+/--
(((8+(8*9))+(6*6))+(6/(0*(5/0))))	889*+66*+6050/*/+
((((8+(6+5))/4)-(4+1))+(2+(2*8)))	865++4/41+-228*++
((((0-8)/(7+(4-6)))*(8*5))/(1/5))	08-746-+/85**15//
((9-(2/(9*9)))/(3/(4/((3-2)*9))))	9299*/-3432-9*///
(9*(2/(2-(1/((0*(4/1))+(1/1))))))	9221041/*11/+/-/*
(3-((1-((7-(3-6))*(4/1)))*(7*3)))	31736--41/*-73**-
(((4-1)+(6+(7/2)))*(7-(4*(6*8))))	41-672/++7468**-*
(((9/5)*(9*3))*(9/(7/(7-(6/7)))))	95/93**97767/-//*
(((7+7)+(4+7))+((0*5)-(5-(5+5))))	77+47++05*555+--+
(((6-4)-(7+3))+(0/(5+(8/(9-2)))))	64-73+-05892-/+/+
(((6*7)-((2-4)/(0+(6-(5*8)))))*8)	67*24-0658*-+/-8*
(((1-((1-7)-(7/0)))/(2+(1-9)))+9)	117-70/--219-+/9+
((2-(8/9))-((6-(0-9))-(5+(8+6))))	289/-609--586++--
((0-(2*(4*(0-(0*8)))))+(2+(2-4)))	024008*-**-224-++
((((9-(9/5))*(1-8))+1)/(6-(3/8)))	995/-18-*1+638/-/
(((6/1)/(7+(7/(1/(7*6)))))/(8+2))	61/77176*//+/82+/
((1-((1/2)*(0*6)))+(2-(5*(3*8))))	112/06**-2538**-+
((((7/7)-(1-6))/(0*(1/8)))-(4/9))	77/16--018/*/49/-
((((3*2)-(9*2))/(3/(8*3)))*(2/9))	32*92*-383*//29/*
((((8+(5/1))+1)/6)/(2-(0-(5*1))))	851/+1+6/2051*--/
(4+(((9*(9*5))-8)+(2/(3+(7/5)))))	4995**8-2375/+/++
(((0/(8*(6+8)))-(5+(7-(5+1))))/5)	0868+*/5751+-+-5/
(9/(((2-(5+2))+8)*(2*((5*1)/1))))	9252+-8+251*1/**/
(9+(((3+4)-(3*(5+4)))-(2-(0+0))))	934+354+*-200+--+
(((2+(1*(9*9)))*5)+(7/(0*(6-4))))	2199**+5*7064-*/+
(((1+8)+(4+(9*5)))+(9/(3*(4*2))))	18+495*++9342**/+
(((0+7)-(0+5))/(7*(3+(8*(0/2)))))	07+05+-73802/*+*/
(9-(((2/(7*0))*(0-6))/(5+(1/2))))	9270*/06-*512/+/-
(((9-6)/(9/(4*2)))*(0*(4/(7/8))))	96-942*//0478//**
((0+((0*1)/(4-7)))/(0+(5+(8*3))))	001*47-/+0583*++/
((((6*2)-8)/((3-7)*2))+(0/(7*0)))	62*8-37-2*/070*/+
((((7*5)-(6+8))+(3-(4*(4-6))))+9)	75*68+-3446-*-+9+
(((2*(2-((0+4)/(0+(8-2)))))-0)*5)	2204+082-+/-*0-5*
(((4+3)-(8/(4+(0-9))))-(8*(9+9)))	43+8409-+/-899+*-
(8*((5*(2+5))*(7+(1*((8*4)-6)))))	8525+*7184*6-*+**
((5*3)+((4*((3-8)+3))*(9/(8*5))))	53*438-3+*985*/*+
(((9*(3/1))+0)/(0-(8+(4/(7+9)))))	931/*0+08479+/+-/
(((5/(9/(7*4)))/(7/(1*9)))/(0/8))	5974*//719*//08//
(((5*4)/(0+(8-9)))-(5-(6/(8-2))))	54*089-+/5682-/--
((2+(4+(5+(8/6))))-(0*(6+(5*5))))	24586/+++0655*+*-
((((3+6)*(2/3))/(4+(8+(9*6))))*5)	36+23/*4896*++/5*
(((3/5)/0)+((4+(2-9))/(1/(2-8))))	35/0/429-+128-//+
((((9-(1-(2-4)))+2)+(2-4))*(1+5))	9124---2+24-+15+*
((4+(((1/1)+(1*4))/6))*(6+(1*2)))	411/14*+6/+612*+*
((2+((1+7)/8))+(4-(6*(7/(7*5)))))	217+8/+46775*/*-+
((((2+6)/(1-(8+3)))*(0+(0*0)))*0)	26+183+-/000*+*0*
((((6+(0/1))-(5-1))-(4+(2+2)))/5)	601/+51--422++-5/
(9*((5/((9-(6*1))/0))-(8*(3/2))))	95961*-0//832/*-*
(((7-(5+(2*(8/(8*(2*9))))))-8)*5)	7528829**/*+-8-5*
((5-8)+((6*(1/1))+(9*(1+(1*4)))))	58-611/*9114*+*++
((((7*(8/(1*4)))/3)-(8/(3-0)))/6)	7814*/*3/830-/-6/
(((4*(0-(2*0)))+(1+(4+(2*2))))*7)	4020*-*1422*+++7*
(((2-0)*((2*(1-(1+2)))-1))+(0+5))	20-2112+-*1-*05++
(((2/7)/(7/2))+(8/(7+(2+(4*6)))))	27/72//87246*++/+
(8*(((2-5)+(9/(2-4)))+(1+(0/6))))	825-924-/+106/++*
(8*(((8/(0*3))-(0-0))/(2+(3*4))))	8803*/00--234*+/*
((2+(0+2))+(8*((9+(3*9))/(7*0))))	202++8939*+70*/*+
(((2-(7*7))-(9*(5*(7-6))))*(0+2))	277*-9576-**-02+*
((1*(0-0))+(2*(3-(0*(4/(0+8))))))	100-*230408+/*-*+
(((9+6)*7)-(9*(6/(9+(7*(5-2))))))	96+7*969752-*+/*-
(((8/1)+((1*(1-(9*0)))+1))*(9/4))	81/1190*-*1++94/*
((((3/3)-(9/(8/7)))/(3/7))/(1+5))	33/987//-37//15+/
((8+(6-4))*(8+(0/(3+(3-(8-2))))))	864-+803382--+/+*
(((8*3)/((8+(7*0))*9))/(9*(8/2)))	83*870*+9*/982/*/
((3/(3/(3/(5/(6/1)))))*(6-(2+6)))	333561/////626+-*
(((4+(9/0))*6)-(9/(2+(1+(0-7)))))	490/+6*92107-++/-
(((8-5)-6)-((2*4)*(7/(7*(0+0)))))	85-6-24*7700+*/*-
((((9*4)-9)+(7/(3/(9-7))))*(9*5))	94*9-7397-//+95**
((2+((1*(5*5))+(1*(4-3))))-(7*5))	2155**143-*++75*-
(((9*((4-3)/(8+(8-4))))-7)*(1*6))	943-884-+/*7-16**
((3*(6/0))-(3+((6+6)+(9*(6-8)))))	360/*366+968-*++-
((5*(1-(6-(5-0))))*(1-((1-3)-6)))	51650---*113-6--*
(7+(7+((6+(2/(5-3)))*(4-(8/3)))))	776253-/+483/-*++
((((6*0)/7)/(8*1))+(1/(8/(0+3))))	60*7/81*/1803+//+
(((6/((8*7)/(7-2)))-9)-(4+(3+9)))	687*72-//9-439++-
(((8+(4/(5+7)))-(9-8))-(8+(3+1)))	8457+/+98--831++-
(0-((4-((2*4)+(2*(1/3))))*(7-9)))	0424*213/*+-79-*-
((1-(3+(6*2)))/((3+(6/(2-9)))-2))	1362*+-3629-/+2-/
((4+(((3*(4+2))*(0+(4-9)))*0))-6)	4342+*049-+*0*+6-
(9-(4/(((3/(6/9))+(3/(1*0)))/1)))	94369//310*/+1//-
((((8-5)-8)/(9*0))+(1+(3+(1/0))))	85-8-90*/1310/+++
(((8+(4/7))+4)+((7/(2*6))/(3+3)))	847/+4+726*/33+/+
(((3+(3*1))+(6+(9*0)))*(1-(7*4)))	331*+690*++174*-*
((7*6)+(7-(6-((5-(8/7))-(8*0)))))	76*76587/-80*---+
(((1*((6+7)-(2-3)))*(4-(7*6)))+3)	167+23--*476*-*3+
((((5/4)*4)+9)/(2*(4/(5-(0/8)))))	54/4*9+24508/-/*/
(((3*7)*(3+(6+(6+(7*9)))))+(4+3))	37*36679*+++*43++
((3/(8+(2+8)))+(3-(5-(8+(9-4)))))	3828++/35894-+--+
((((4+4)/7)+(8-(1/5)))/(1*(2/5)))	44+7/815/-+125/*/
(7/(7-((0/((2*9)+(3/0)))+(4-2))))	77029*30/+/42-+-/
(((9+(2+1))*(7-1))+(8+(3-(3-5))))	921++71-*8335--++
((8*(9*1))-(3+(9-(8+(2/(2-3))))))	891**398223-/+-+-
(((1/(2/(0+(2+9))))/(2/(3-3)))/7)	12029++//233-//7/
(5-(((2*9)*(1+(5+9)))/(2*(1+6))))	529*159++*216+*/-
(((6+0)-(2+((9-5)/5)))/(5*(1*4)))	60+295-5/+-514**/
((9+(0+(((1/4)*(8/(7*7)))/2)))/4)	9014/877*/*2/++4/
(4-(8*((8*(5-5))*(2+(9-(8/2))))))	48855-*2982/-+**-
((2*((4-0)*(6+6)))*(8*((5+1)-8)))	240-66+**851+8-**
(((8-(3*8))/(4-7))-(9+(6+(0+6))))	838*-47-/9606+++-
(3/((2*7)*((3+(5/(8-0)))*(9*6))))	327*3580-/+96***/
((((9-2)+(5/1))*((3+0)-7))-(2+2))	92-51/+30+7-*22+-
((7+4)*((3/2)+(7/(7-(5/(2*5))))))	74+32/77525*/-/+*
(((((0/9)/5)+9)/(4-6))*(3-(8-9)))	09/5/9+46-/389--*
(((((3/7)+(9/(1/5)))*1)*5)/(2*6))	37/915//+1*5*26*/
(2+(((5/7)+(6-(3/4)))+(1*(3*3))))	257/634/-+133**++
(((3/(6/4))-(4/((1-9)+6)))/(2/1))	364//419-6+/-21//
((((6+9)+(3-(1+0)))*(6+(7+0)))+9)	69+310+-+670++*9+
(5-((7*((4+5)*(8*4)))+(5*(3-2))))	5745+84***532-*+-
((((9-8)+7)+((9-(2+6))+(6*7)))/0)	98-7+926+-67*++0/
((((3/2)+(3+5))-(8-4))+(1+(8-6)))	32/35++84--186-++
(((6*4)-(2/(0*(9/1))))+(1/(1*8)))	64*2091/*/-118*/+
(((7+(8-((0+(7-9))+8)))+7)*(8+1))	78079-+8+-+7+81+*
((((4+6)/(3/(5*(3*4))))*(1*2))/1)	46+3534**//12**1/
(((4/7)*(7*(4*2)))-((8-(9/0))*8))	47/742***890/-8*-
(((4+(4*0))+(6-(5*9)))/(3*(0+8)))	440*+659*-+308+*/
((2/2)+((7/(9+6))+(2+(1-(4*7)))))	22/796+/2147*-+++
(((7/((1/5)/(3-8)))+(2-(0/1)))*1)	715/38-//201/-+1*
(((8/8)/(9+6))/((3/9)-(1*(5*8))))	88/96+/39/158**-/
(1-(((9-(5+(5-0)))-6)-(9*(6-1))))	19550-+-6-961-*--
(8*((4-9)+(2/(((3+5)+9)-(5-8)))))	849-235+9+58--/+*
((1-((9*1)*9))*(3+(1+(3/(4-9)))))	191*9*-31349-/++*
((7/(8*2))/(6-((5+(5-9))-(5/5))))	782*/6559-+55/--/
((7-(3/9))+(3+(4+(0+(9/(9+1))))))	739/-340991+/++++
((4*6)+(8-((2+(5-6))*(4/(2+2)))))	46*8256-+422+/*-+
(1*((7+(1-7))-(8+(5/(7*(4-6))))))	1717-+85746-*/+-*
(((2*(2/2))+(4/6))+(4-(1-(7+8))))	222/*46/+4178+--+
(((2*(7/2))/(7-((0/(9*0))/1)))-6)	272/*7090*/1/-/6-
((6/(5*(8/(6+6))))-(7-(4-(5*0))))	65866+/*/7450*---
(((2*6)+(6-7))/(7+(0-(6*(9+3)))))	26*67-+70693+*-+/
((1-(9-9))+(8*(2/(4/(3-(7+7))))))	199--824377+-//*+
((2*6)/(6-(((6*7)/9)/(2/(5-8)))))	26*667*9/258-//-/
((2/(3-0))/(6+(4+(7*(0/(4/2))))))	230-/647042//*++/
((1/(1+5))+((2/(4*8))+(7/(4+5))))	115+/248*/745+/++
((((9/7)*(4/3))-(6+2))-(0/(7*7)))	97/43/*62+-077*/-
(((1+((7-0)*8))/(8*(3*(1/2))))+6)	170-8*+8312/**/6+
((4/(9/9))+((9*(0-1))*(3*(9-1))))	499//901-*391-**+
((((6-4)-7)*((8*6)+(1*8)))-(4-8))	64-7-86*18*+*48--
(7+((((3+(4-2))-0)*(1-(3*2)))/6))	7342-+0-132*-*6/+
(((9+1)+(9-(1/(1/9))))/(3/(8*5)))	91+9119//-+385*//
(((6*(5*(6/(9-4))))-2)*(2-(0-3)))	65694-/**2-203--*
((((0+0)+2)*((7-3)/(0+1)))/(7+5))	00+2+73-01+/*75+/
((((5+1)+(7*2))/(3-8))/(4*(5*0)))	51+72*+38-/450**/
((0/(2*(0*2)))*(9+((9-(0-5))/0)))	0202**/9905--0/+*
(((4+2)*(6/2))*(5*(4+(8*(0+0)))))	42+62/*54800+*+**
((1-4)+(4/(7*(8-(4+(6+(3/8)))))))	14-4784638/++-*/+
(((3/3)+7)/(4-((0-4)*(3/(0*3)))))	33/7+404-303*/*-/
((((5-(7*6))+7)*(8/(4/8)))+(6+7))	576*-7+848//*67++
(((6/3)+((9+(3/(1/6)))/(3/4)))+6)	63/9316//+34//+6+
(((((2*0)*6)-5)/(5*(3-(4*2))))/8)	20*6*5-5342*-*/8/
((7*(2/(0+8)))/(0*(9*(3*(2+9)))))	7208+/*09329+***/
((9-(4+(3/6)))*(9+(4+(7+(3+2)))))	9436/+-94732++++*
(((8/(3/8))*6)+(8+(8-(5*(5+2)))))	838//6*88552+*-++
((5+(((1+(3-1))*1)-9))-(9-(2*2)))	5131-+1*9-+922*--
((((5+5)-(3-0))-(9/6))/(1*(7/4)))	55+30--96/-174/*/
