(((8+0)-(6-(5*(5+6))))+8)	80+6556+*--8+
(((1/4)/2)/(5-((5+7)+2)))	14/2/557+2+-/
(((1-4)+(5/(6/(4+6))))*4)	14-5646+//+4*
((6+((4*(0+(7+6)))/0))+4)	64076++*0/+4+
((1*8)*((0/0)-(9/(2+(4/3)))))	18*00/9243/+/-*
((8/(1*6))-(8-(8*(6/9))))	816*/8869/*--
(9/((4/(8*(8-3)))+(7/(4+1))))	94883-*/741+/+/
(((8+9)-(3*(6*0)))-(2*(2/2)))	89+360**-222/*-
((6+3)/(1+(0+(9*(1/2)))))	63+10912/*++/
((4/(2/2))-(6*((7-4)*(0-1))))	422//674-01-**-
((3*(1-2))/(3-(6*(9/3))))	312-*3693/*-/
(((1-(2-3))-(4-3))-(1-9))	123--43--19--
(((9/(5*2))*3)+(0/(3-(3-4))))	952*/3*0334--/+
(9/(3+(3+(6/(8*(6/2))))))	9336862/*/++/
(((7/8)-3)*((2-(8+1))-(0-6)))	78/3-281+-06--*
(((6+9)-6)+(7-(1-(6*0))))	69+6-7160*--+
(((4/8)-0)*(8-(6-(9*6))))	48/0-8696*--*
((3/(1+2))+(8+(7/(9-(1-7)))))	312+/87917--/++
(6-((8-(6/3))-(8/(0-(3+1)))))	6863/-8031+-/--
(((5-5)-1)*(7/(1*(5/(5-4)))))	55-1-71554-/*/*
((((6+9)/7)+(0*2))-(7*(6+8)))	69+7/02*+768+*-
(((6*(1+5))+(0*4))-((5*6)*8))	615+*04*+56*8*-
((0+2)+(0*(0/((0/0)+1))))	02+0000/1+/*+
((7+(9-(9/(1+6))))/(6*5))	79916+/-+65*/
(8/((6-(6/0))/(0+(9*5))))	8660/-095*+//
((((7/3)-1)+4)-(8*(6/(9+2))))	73/1-4+8692+/*-
(4/(((3+8)*(0/7))/(4+(3-2))))	438+07/*432-+//
((3+6)+(0/((7/7)-(1*4))))	36+077/14*-/+
(((6/6)-(3/(9-5)))+(4-9))	66/395-/-49-+
(((6/8)-(7*3))*(1/(4-(9+3))))	68/73*-1493+-/*
(((0-(5/8))/(4+5))*(0-(2-1)))	058/-45+/021--*
(0-((3-(9-3))-((9/4)+(8+1))))	0393--94/81++--
(0/(2*((3-(4/2))*(2+8))))	02342/-28+**/
(((3/1)+(5+(1-7)))+(2-5))	31/517-++25-+
((8/(1+8))+(2+((2/6)+(7-3))))	818+/226/73-+++
((8-6)/((5+(2*2))-(0*9)))	86-522*+09*-/
((2+(6-9))-(2*(2+(5-(3+7)))))	269-+22537+-+*-
(((4+5)/(9-(0/6)))/(0/(9/3)))	45+906/-/093///
(6-((4*6)*(5+(9/(4+2)))))	646*5942+/+*-
((0-(3+3))+((1-(6-8))+(2/5)))	033+-168--25/++
((4*(3+((0-5)+8)))-(7-(7*8)))	4305-8++*778*--
((9-5)-(8-(3*((5-9)*5))))	95-8359-5**--
(((((2+4)-7)*6)-(8*(6-8)))-2)	24+7-6*868-*-2-
(((2+(4*6))-(9-(8/(4/0))))/7)	246*+9840//--7/
(((3/0)*4)/(3*(5+(1-(5+7)))))	30/4*35157+-+*/
((1/(1+(5*1)))+(5*(8+9)))	1151*+/589+*+
(((7*(8+7))/(2+(4/5)))+(0/9))	787+*245/+/09/+
(9-(1+(3-(9+(7*(9/3))))))	9139793/*+-+-
((1+(9+1))/((1-3)/(1/1)))	191++13-11///
(((8+7)+2)-(1*((3/6)+(2*4))))	87+2+136/24*+*-
((((3/5)/7)/(6-6))-(1*1))	35/7/66-/11*-
((2-(5-8))+(6+(6+(9-2))))	258--6692-+++
(((0+(0*(6-5)))-5)*(7/(7-5)))	0065-*+5-775-/*
(((0-7)/((9/5)/9))+(0-0))	07-95/9//00-+
((((8*9)*(7-2))-(3-4))*(4/0))	89*72-*34--40/*
((7+(2+1))+(8/(7*(7/(2-2)))))	721++87722-/*/+
(((0-(3-0))*(4/6))/(8*(4-1)))	030--46/*841-*/
(((8+2)+(9+9))*(8+(2*5)))	82+99++825*+*
(((4-(6-9))/1)+(7+(9/4)))	469--1/794/++
((1-(3-(6+(9/1))))*(8/5))	13691/+--85/*
((3*(0+(4+7)))-((0-5)/(9+1)))	3047++*05-91+/-
(((5/0)-4)/(3-(4*(6-3))))	50/4-3463-*-/
((((1+1)/3)*(6/8))+(5*0))	11+3/68/*50*+
((7+1)/((4*(4-3))/(8-(6+7))))	71+443-*867+-//
(((2/(1/5))/4)/(4+(9/(3+5))))	215//4/4935+/+/
(((3+3)/((6*(8/3))*1))+(8/0))	33+683/*1*/80/+
((8/(3*(5*0)))-(0+(5/6)))	8350**/056/+-
(((7/(7*(3+4)))/((7+4)*1))-5)	7734+*/74+1*/5-
((4+(7+9))/(1-(3+(7/5))))	479++1375/+-/
(((6/(3+7))-9)+(7-(3+(2+1))))	637+/9-7321++-+
((7-(3-(7/5)))/(7+(0*3)))	7375/--703*+/
(0*((5+(9/6))+(1-(6+4))))	0596/+164+-+*
((9*(9+(8*4)))-(0*(7*2)))	9984*+*072**-
((3+((7+(3*2))+(2/(2+2))))/5)	3732*+222+/++5/
((((1*5)/8)/2)*(2/(8+4)))	15*8/2/284+/*
(7/((2+(2-(7-6)))/(6/(9*2))))	72276--+692*///
((5/(6+(3*(4/3))))/(3+(0*8)))	56343/*+/308*+/
((9*1)+((2+(8-4))+(8-(8+7))))	91*284-+887+-++
((((5/1)/9)*(6/6))*(5-4))	51/9/66/*54-*
(((2-3)/(0*4))+(1+(1-(6+1))))	23-04*/1161+-++
((5/(4-(5/(7-(1-3)))))/5)	545713--/-/5/
((3/(0/(0/0)))/((6-(5*1))+2))	3000///651*-2+/
((9-6)+((0+(1-7))*(6*(7*0))))	96-017-+670***+
((0/((8+7)*4))*(2+(4/5)))	087+4*/245/+*
(((7-5)+(9-3))/(8*(7/1)))	75-93-+871/*/
((8-(4/(7+7)))-((3+4)/6))	8477+/-34+6/-
(((7-6)/1)/(8/(5-(8+(1*8)))))	76-1/85818*+-//
((6+((3/(6-(0-8)))+5))+(9*4))	63608--/5++94*+
(0+((8+7)/((1+6)-(0/(4-2)))))	087+16+042-/-/+
((6/((9/4)/(3+(1*8))))*(5*8))	694/318*+//58**
(((6-(2*6))-(9+2))*(9-1))	626*-92+-91-*
((2*((2*3)*1))*(6+(9+9)))	223*1**699++*
((3*(6+(7-(8/(2*(2-6))))))+9)	3678226-*/-+*9+
(9*((6+(1+0))*(0*(0/(6-5)))))	9610++0065-/***
(((8-2)*(2/2))/(1-(8*7)))	82-22/*187*-/
((7*(0+2))-((0-(1*1))/(0*8)))	702+*011*-08*/-
((9/(1+(7/(8/0))))/(9+8))	91780//+/98+/
((6+1)+(4*(5+(9*(2/6)))))	61+45926/*+*+
(((5*(8-0))-(0+(8*3)))-(6*3))	580-*083*+-63*-
((3+(8-2))+(7/(3*(4-0))))	382-+7340-*/+
(((9-(1/0))-6)+(1/(2*(8-9))))	910/-6-1289-*/+
((1+((5/3)*(2*9)))-(3+0))	153/29**+30+-
(3+((8-((9*2)*(3+1)))-3))	3892*31+*-3-+
((8+(9*5))*((2*7)*(0+(1/7))))	895*+27*017/+**
((((0*(7/1))*8)/(0+(4/6)))*3)	071/*8*046/+/3*
((2-((3-9)*(5/5)))+(3/(9*2)))	239-55/*-392*/+
(((9/6)-(4-3))/(8+(1+(3*8))))	96/43--8138*++/
(((9*(7/(3*0)))-(9+0))*8)	9730*/*90+-8*
((6+((1/0)*(4+(2+2))))+(0+3))	610/422++*+03++
((((4+(2-5))-2)-1)+(4/(4+8)))	425-+2-1-448+/+
((5/8)/(((7-(4/5))-7)*(4-5)))	58/745/-7-45-*/
((5/(((1+4)-(5/0))/8))*(1/3))	514+50/-8//13/*
(8/((5*0)-(2+((8*5)-(3-0)))))	850*285*30--+-/
((2*(9*(5*(4+(4*8)))))*0)	295448*+***0*
((((8-4)+(0/(9*7)))-(5+1))+5)	84-097*/+51+-5+
(((4+6)*(8/(6/((0*0)-5))))/8)	46+8600*5-//*8/
(5-((9-(7-(7-(3-0))))+(0*0)))	597730----00*+-
((6/(3+3))*(9*(7-(1-(2+2)))))	633+/97122+--**
(((7+8)-2)-((1+7)+(5*4)))	78+2-17+54*+-
(7+(((4-(7+1))-(7-(9+3)))+8))	7471+-793+--8++
((5+(5/0))*(2+(1/(2+2))))	550/+2122+/+*
(9-((3-(9/(7*6)))*(5*0)))	93976*/-50**-
(((8+(1-3))/(9+0))/(4-(8+8)))	813-+90+/488+-/
((2-(5+(3+(9-8))))/(3+(8/0)))	25398-++-380/+/
(((8-(5*8))*(6/1))*(2*7))	858*-61/*27**
(((7-(8+(9-3)))/(3*3))+(0*6))	7893-+-33*/06*+
((7*(5/(4*1)))-(8/(6+6)))	7541*/*866+/-
((1+4)*((1*(1-(4-3)))*6))	14+1143--*6**
(((1+4)/((4-1)*(7/7)))-(9-4))	14+41-77/*/94--
((0-(8*((6*5)-(3*(5-8)))))/3)	0865*358-*-*-3/
((4+7)-(4*(3/(2*(0+8)))))	47+43208+*/*-
((5/(9-(7*8)))+(1/(3/(9+8))))	5978*-/1398+//+
(0*((6+(3-(2-3)))/(4*4)))	06323--+44*/*
((3/((8*9)+6))*((2*9)-(4+1)))	389*6+/29*41+-*
(((0/8)-(0-7))/(4/(3/5)))	08/07--435///
(((8-(5-0))*(8-(8+9)))+(2+1))	850--889+-*21++
(8+((2/(6*7))+(8-(4-5))))	8267*/845--++
(8+((8-(6-(8+5)))-(0+(1*1))))	88685+--011*+-+
((6-(8*5))/((9*4)-(0*2)))	685*-94*02*-/
((0-(9/(8-(8*8))))/(7*(3*3)))	09888*-/-733**/
((5+(0+1))*(7/(2-(3-0))))	501++7230--/*
(((7*(0-2))-(0/(8/7)))-(6*4))	702-*087//-64*-
((2+(2*6))/(0-(3-(8*7))))	226*+0387*--/
(((3*(8+6))-(0-(3*(7+8))))/8)	386+*0378+*--8/
((2+(6+(3*6)))*(4+(3*0)))	2636*++430*+*
(4-((2/(6+(8*(5*1))))/(9*1)))	426851**+/91*/-
((((5-3)-(1-5))/(7-0))/(4*5))	53-15--70-/45*/
(((((7*0)-2)/(9-7))+2)/(2/5))	70*2-97-/2+25//
((((0-5)+2)*(2-2))/(4*4))	05-2+22-*44*/
((9/(1-(6*(4*(8-7)))))+5)	916487-**-/5+
(((((2+2)-4)*(3+7))*4)/(8/3))	22+4-37+*4*83//
((3*(7-7))-(4*(7-(7-0))))	377-*4770--*-
((3*2)-(((0*8)/(8-4))+(9+7)))	32*08*84-/97++-
((7-2)-(0/((9-2)*(6/8))))	72-092-68/*/-
((0*(9+1))*(8*(5*(5+3))))	091+*8553+***
(((5-3)/(0-(2+3)))+(7/(9*9)))	53-023+-/799*/+
(((7-1)/(0-1))/(5*(4+(2*5))))	71-01-/5425*+*/
((8-(3+6))/(9*(6*(7*1))))	836+-9671***/
((4+2)*((1/(7+6))+(9-2)))	42+176+/92-+*
(((7+(3/2))+3)-(5-(4+(4+3))))	732/+3+5443++--
((8*1)-(7*((0-1)*(1*2))))	81*701-12***-
((6/(1*0))/((5/2)*(9/(7*8))))	610*/52/978*/*/
(7*((4*(4-7))+(0-(6-(9/7)))))	7447-*0697/--+*
((3+((7-7)*(1-3)))-(0-(3-5)))	377-13-*+035---
(((8-(3+3))*9)+(6*(3/8)))	833+-9*638/*+
((0*(6*(8*(6/4))))/(4+7))	06864/***47+/
((7/(7-(7*0)))/(3+(9+0)))	7770*-/390++/
(3*((4*(5-9))*(1*(5-1))))	3459-*151-***
(8+(3*((8+3)-(6-(7+3)))))	8383+673+--*+
((0-(4-(2-(4-7))))*(1*(5+8)))	04247----158+**
((1+(7+(2*(0-(3/1)))))-5)	172031/-*++5-
((6+(6+1))-(((3+7)-9)+(6*8)))	661++37+9-68*+-
((6+((8-(8+2))+7))/(8*(7+6)))	6882+-7++876+*/
(((8*5)*(6+2))/(6/(0+2)))	85*62+*602+//
(9*(7-((0+(8*7))-(8+7))))	97087*+87+--*
((5/(7-8))-(3-(2+(8/8))))	578-/3288/+--
((4-(0+5))/((1+(3+0))*1))	405+-130++1*/
((9*(2*(7/(0+1))))*(0-(5/0)))	92701+/**050/-*
((1*(0-4))-((4/6)-(6*(9*2))))	104-*46/692**--
(((8*7)+(7*8))/(4*(3-3)))	87*78*+433-*/
(((5/2)-2)+((9+6)*(2/5)))	52/2-96+25/*+
((0-(0/7))/(4-(3+(7-1))))	007/-4371-+-/
(((6/0)*(8+7))*(7+(0+7)))	60/87+*707++*
(((6/(8+6))*(6+5))*(3+6))	686+/65+*36+*
((5-(4/(6*(0*(5+8)))))/(2*8))	546058+**/-28*/
(((9*7)-(3+(4/3)))*(5/(7/0)))	97*343/+-570//*
(5/((2-3)-(9+(0+(8*9)))))	523-9089*++-/
(((1*(4-4))-(7+5))+(3/(0*4)))	144-*75+-304*/+
((0-(((1*(4-1))/8)+3))*(2+4))	0141-*8/3+-24+*
(((1+(9+(6-3)))-7)/(1+(8/1)))	1963-++7-181/+/
(4*((5*(6*0))/(8+((5/6)*4))))	4560**856/4*+/*
(4-((1*0)/((1/7)-(8+4))))	410*17/84+-/-
(((8+7)/(6/(5-(0-(7+9)))))-5)	87+65079+--//5-
((5-(((3*7)-6)/2))*(2-3))	537*6-2/-23-*
((3*9)/(8*(3*(8-(9/4)))))	39*83894/-**/
((6-(1/5))*(8+(4/(3*1))))	615/-8431*/+*
(((4*1)+(3+9))-((7+0)*(5*4)))	41*39++70+54**-
((1/(3+3))/((4-(3+6))-(6+4)))	133+/436+-64+-/
(((0*2)-(5-(8*3)))/(5/(0/4)))	02*583*--504///
(9/(7+((5/2)-(2/(2*(2+3))))))	9752/2223+*/-+/
(((5-(2*(5/6)))-(7+9))/(7-3))	5256/*-79+-73-/
(((0/3)/0)+((0*1)/(9-(7/7))))	03/0/01*977/-/+
((1-(0-2))+(5-(3+(3+4))))	102--5334++-+
(((3*(2+3))+9)+(2*(9*3)))	323+*9+293**+
((0/(4+0))*(4/(4+(3*(3+1)))))	040+/44331+*+/*
(((6*(2*1))*2)*(5/(7-(1+9))))	621**2*5719+-/*
((0/((5-(7/(8+2)))+7))+(0*7))	05782+/-7+/07*+
((((4-3)-(4+(0-7)))/(0+6))-8)	43-407-+-06+/8-
(2-(0-(1-(6-(5-(3*1))))))	2016531*-----
(((1/7)-(0+4))*(0+(7-4)))	17/04+-074-+*
(((4+(8+8))-9)+(9+(9+1)))	488++9-991+++
(((0/9)*(5+7))*(5/(3-(2*4))))	09/57+*5324*-/*
((1-(8+(5*8)))-(3-(8-2)))	1858*+-382---
((4-(1/(4/9)))*(4-(1*(4*7))))	4149//-4147**-*
(((1+(2*7))+(7/(7*(6*2))))+4)	127*+7762**/+4+
(((6+(4+(2/7)))/3)+(4/(7+0)))	6427/++3/470+/+
((8*5)/((9+(1/(0+8)))-8))	85*9108+/+8-/
(((0-7)*(8*8))/(3-(6+(3-0))))	07-88**3630-+-/
(((8-0)+(9+0))/(7/((2+2)/3)))	80-90++722+3///
((2/(0/7))-((3-(7/(9-4)))*5))	207//3794-/-5*-
((5/7)-((5*1)*(1/(5/3))))	57/51*153//*-
((5-0)*((5*(2-(1/6)))/(0/7)))	50-5216/-*07//*
(((4*(7*6))-(7/6))+(7/2))	476**76/-72/+
((((6+(9-7))*9)+(0-5))*(7*6))	697-+9*05-+76**
((2+(4-(0+5)))+(3-(6+(0+7))))	2405+-+3607++-+
((3/(9+0))/((5/5)+(2+(9/5))))	390+/55/295/++/
((((2-5)+(6+9))*((2+7)/6))/6)	25-69++27+6/*6/
(((4-(4*1))-(7+9))+(7-(4+7)))	441*-79+-747+-+
(((7/7)*(3*(6*(4/(3*5)))))/8)	77/36435*/***8/
(8-((1+(0*6))-(0*(7*4))))	8106*+074**--
(((4-0)+(4/(6/5)))/(3/1))	40-465//+31//
((9/(8*(6*(8*3))))-(1*5))	98683***/15*-
(3-((4*(4+(6-(9-5))))-(4/8)))	344695--+*48/--
((((7+3)*8)*(6+9))+(4/(6/0)))	73+8*69+*460//+
(((3/(8*4))-(5*5))+(0-1))	384*/55*-01-+
((2-(8*9))+(0/((5-8)+(1-2))))	289*-058-12-+/+
(4/((0*(5-(0/(8+5))))+0))	405085+/-*0+/
(((4-(1/4))*(3+8))/(7-(8+0)))	414/-38+*780+-/
(((9+0)*(2-(4+6)))-(2/1))	90+246+-*21/-
(((4*(0-4))*(1/4))/(0+4))	404-*14/*04+/
(((3+(4*(9*9)))-((3/2)-2))/6)	3499**+32/2--6/
(((3-(3-3))/4)+(3-(3+2)))	333--4/332+-+
((7+(9*5))*((0/5)+(4+(7/0))))	795*+05/470/++*
(((2/(2/3))-(4*5))+(2/0))	223//45*-20/+
(((3-(9-7))+(1-0))+(2-(2/3)))	397--10-+223/-+
((5*(6-4))-(6+(6/(8/(4/0)))))	564-*66840///+-
((3/(3-(7/0)))*(2*(9*9)))	3370/-/299***
(((7-(0+(0-(3*3))))-(8/3))-7)	70033*-+-83/-7-
(6+((0*5)-(7-(0/(8+1)))))	605*7081+/--+
((0-(1*(3/0)))*(3*(1/0)))	0130/*-310/**
(((2*9)*(9/(4-(4*5))))/3)	29*9445*-/*3/
(((7-2)/(6*(1-(5*5))))/(6/9))	72-6155*-*/69//
((7*(9-3))/(0+((2/6)*4)))	793-*026/4*+/
(((9/4)/(2/(3+8)))*(8+(2/6)))	94/238+//826/+*
(9/((((8*2)*(0*(0*6)))-7)-7))	982*006***7-7-/
(4*(((8+(4/(4/8)))*4)+(8/7)))	48448//+4*87/+*
((3*(7*(6-9)))*(5-(1-8)))	3769-**518--*
(((((5+5)-2)*3)/8)/(3+(0-1)))	55+2-3*8/301-+/
(((1+3)+(3/5))-(2-(8/7)))	13+35/+287/--
(8/(5-(((2+3)/(9*(2-9)))+7)))	8523+929-*/7+-/
(((8/8)*7)-(1*(2/(0/(8+1)))))	88/7*12081+//*-
(((8+(0/0))-(3-9))-(8*(8-3)))	800/+39--883-*-
((2/(2+(2+6)))*(5-((0/2)+2)))	2226++/502/2+-*
(9+(0*(1-((2+4)+(7-6)))))	90124+76-+-*+
(((9*(3+7))+7)*(5*(6/1)))	937+*7+561/**
(((3-(2*3))/(2/(2+7)))*(2+3))	323*-227+//23+*
((3+(3*(3+4)))+(3*(6-6)))	3334+*+366-*+
(4-((0*(2/(9+(1-9))))*(6*7)))	402919-+/*67**-
(6*((0-(0-((7+3)*8)))/(8-9)))	60073+8*--89-/*
((6/9)-(0+(0*(7/(7+(7+9))))))	69/007779++/*+-
(((7+(1*(2/9)))+(3/6))*(3-1))	7129/*+36/+31-*
(((2/(6*1))*8)*(2-(9-7)))	261*/8*297--*
(4-((0-(5*(4*(1-9))))/(6/1)))	405419-**-61//-
((1+(1/8))/(5-(7*(2+(6/3)))))	118/+57263/+*-/
(((7/(0/2))-9)-(2*(1+4)))	702//9-214+*-
(((2/1)/(7/5))-(9+(0*4)))	21/75//904*+-
((5+(6/(3*1)))/(9-(2/(9*0))))	5631*/+9290*/-/
((((1/5)*9)/(0+(3+2)))-(5+8))	15/9*032++/58+-
(0/((3/(6+3))+(9/(8+1))))	0363+/981+/+/
(((9/(9/4))+(4-9))+(3+(9+9)))	994//49-+399+++
((3+1)*((7*(1*(5*4)))+6))	31+7154***6+*
((9*(1*(9*9)))*(2+(6/6)))	9199***266/+*
((4-(8+7))*((9*(1-6))*(1/2)))	487+-916-*12/**
((1+(5/(5+(6-5))))-(6+(8*7)))	15565-+/+687*+-
((9+(5*(7-2)))/(1/(9+(5*5))))	9572-*+1955*+//
(((2/(5/6))*(3/9))/(9-7))	256//39/*97-/
(((6*(3/(9*1)))+5)+(8-5))	6391*/*5+85-+
((9/(1/(9+(7-7))))/(0-8))	91977-+//08-/
(((4*3)+(7/(4/5)))*(2*(6/1)))	43*745//+261/**
((3-(3/(1-9)))*(8-(5/6)))	3319-/-856/-*
(((2/4)*(2-4))/(2-(9-5)))	24/24-*295--/
(((7+1)+3)-(9*((3-7)-8)))	71+3+937-8-*-
((9+(3+(4+5)))+(2-(1*4)))	9345+++214*-+
((((1/(6*(4-6)))/6)*2)-0)	1646-*/6/2*0-
((8+(8-(3*9)))*(0*(2-3)))	8839*-+023-**
(4+(((8-0)/2)*(6/(2+(0+1)))))	480-2/6201++/*+
((((9+2)/4)-(6/9))+(3*4))	92+4/69/-34*+
((1*(5/(8*(1-(2/9)))))+3)	158129/-*/*3+
(3+((5+(9+(5-7)))*(0/9)))	35957-++09/*+
(3/((2+(8+(3+(1-4))))*(6*1)))	328314-+++61**/
((((2-2)-2)-(5+(2+7)))+(6*2))	22-2-527++-62*+
((2*(3+6))/(2-(4*(7/(4*3)))))	236+*24743*/*-/
(((7+1)*(1+(0-3)))-(3+(0/4)))	71+103-+*304/+-
((((6/4)+5)-(1*5))*(8/(3/2)))	64/5+15*-832//*
((4-(8*(9/(1/5))))/(3*(3-2)))	48915//*-332-*/
(((0+((3+9)*(0/2)))-(9+8))/2)	039+02/*+98+-2/
(3+(((8/6)*2)+(6-(3*9))))	386/2*639*-++
((0/((5*2)+0))-((7+4)+4))	052*0+/74+4+-
(((3-1)/(9/(6-5)))-(7+6))	31-965-//76+-
((8-(3/(3-2)))-(6-(2/(7+5))))	8332-/-6275+/--
((((2-7)/(1-7))*(2-4))*(2*4))	27-17-/24-*24**
((2+4)*(8/(2/(6+(1*2)))))	24+82612*+//*
(7-((1/(1+(4-8)))*(7+2)))	71148-+/72+*-
(7+(((8-5)*7)*(3*(2*7))))	785-7*327***+
((3+((4/0)*1))*((0+(4+3))-3))	340/1*+043++3-*
((0*(9/4))+((9*(9-4))+(6+5)))	094/*994-*65+++
((4*(1*(0*(0-4))))+(9*(6*3)))	41004-***963**+
((3/4)-(0/((7-(6/3))/8)))	34/0763/-8//-
((6/(5*7))+(1/(6+(6*5))))	657*/1665*+/+
((0/1)*((5+(8-2))+(9+(6-1))))	01/582-+961-++*
((2+(9+(6+8)))/(6/(2/4)))	2968+++624///
(((2/7)*(6+3))+(0/(5+1)))	27/63+*051+/+
((7*(((4-(2+8))-1)+(9+3)))-7)	7428+-1-93++*7-
(((2+(1/(3+7)))-4)*(6*4))	2137+/+4-64**
(8+((7*(8/(1*8)))/(2/(3*2))))	87818*/*232*//+
((6+(9+9))*(0*(8/(1/0))))	699++0810//**
((6*((5/4)/6))-(8/(5-7)))	654/6/*857-/-
(7*(1-(3-(7-(8+(9*9))))))	7137899*+---*
(((5*(9+(4+0)))-(8/4))/(6+9))	5940++*84/-69+/
(((8/(1-9))+9)*(4-(3+(0+4))))	819-/9+4304++-*
(((4*9)*(5+2))-(2*(5+0)))	49*52+*250+*-
(((7-(8/(5+8)))/(7/(3*9)))-4)	7858+/-739*//4-
(((5+0)*(1-(0-2)))/(3-9))	50+102--*39-/
((9*(7-2))/((0+(0-7))/(8*8)))	972-*007-+88*//
((6+(7/(4/(4/8))))-(4*(2-8)))	67448///+428-*-
(((0+(7*7))*((0/5)/9))-9)	077*+05/9/*9-
(((5+(0/6))-(4*(9*(7*3))))+2)	506/+4973***-2+
((4/(5+9))/(9-(2/(8/0))))	459+/9280//-/
((8/(8*2))/((2-6)*(2-3)))	882*/26-23-*/
(((9+2)/(8+7))-(1+(4+(4-0))))	92+87+/1440-++-
(((5*5)-(1-7))-(2*(6/(1-5))))	55*17--2615-/*-
((6/(9*7))-(7+((4*5)*4)))	697*/745*4*+-
((7-3)/((7-5)-(0+(0/(3/8)))))	73-75-0038//+-/
(((4*4)+(6/(5/9)))-(4-(1*3)))	44*659//+413*--
(((0*(1+6))/(3*0))/(8-(7+5)))	016+*30*/875+-/
(((1+5)/(9/2))/(8+(7/4)))	15+92//874/+/
((1/(6-2))*(3/(6-(0-5))))	162-/3605--/*
(((7*3)*(9+9))-(7*(8/7)))	73*99+*787/*-
((9-(8*6))+(4*((7/0)-(1+2))))	986*-470/12+-*+
((5*(2-(3*(3+(9/0)))))/(9+6))	523390/+*-*96+/
(((9-7)/(5+(0*2)))*(3/1))	97-502*+/31/*
((2*(9/(7+2)))/(3/(2/6)))	2972+/*326///
((3/(7+(0/7)))+(8/(0/9)))	3707/+/809//+
((3-6)*((4/(1+(0/8)))-2))	36-4108/+/2-*
(((2/(3*9))-(0+(3+8)))*(3*6))	239*/038++-36**
(((7-3)+(5-8))*(0+(8/2)))	73-58-+082/+*
(5*(((6+(3-5))-(3+6))+(4+3)))	5635-+36+-43++*
(1-(9/(8/(9+(4-(3+1))))))	1989431+-+//-
((5-(4+(5*8)))+(4/(7/(5-1))))	5458*+-4751-//+
((0/2)+(((2-7)-(8+5))/(9/4)))	02/27-85+-94//+
(3*(((4/7)-(1/(7+3)))*(2-6)))	347/173+/-26-**
((((6-9)/2)+8)-(3*(7*2)))	69-2/8+372**-
(((1+(7+1))*(3*(4/9)))/(4*3))	171++349/**43*/
(((3-(8/3))/3)-(0-(6/8)))	383/-3/068/--
(8/((5*(2+1))-(6-(6+1))))	8521+*661+--/
((3+(9*(7-(4*2))))/(9/(1-4)))	39742*-*+914-//
(((2*(5/2))+(3*6))*(6-5))	252/*36*+65-*
(8-((1+(9-8))/(5/(5+8))))	8198-+558+//-
((0+(1/7))+(6*((9+5)*(3+0))))	017/+695+30+**+
((1+(0+1))-(1-(4-(4+3))))	101++1443+---
(((1-(3*6))-(3-3))+(0*5))	136*-33--05*+
((((4-6)/(5*1))+(1/6))/(5-7))	46-51*/16/+57-/
(2*(((6/(0*1))*6)/(2-(8+9))))	2601*/6*289+-/*
((3*(8/(1/2)))/(4/(9*8)))	3812//*498*//
(2/((8+8)/(2+(4/(9-(2/0))))))	288+24920/-/+//
((1+(7*(3/(1*4))))+(9-(9*5)))	17314*/*+995*-+
(((3-8)-(2*0))+(1-(7-(8/8))))	38-20*-1788/--+
(((5-6)-(8-0))*(1*(2/(4/4))))	56-80--1244//**
(9/(((1+(1*(5/7)))-4)-1))	91157/*+4-1-/
(((3-8)+((8*5)/(9/(2+5))))-0)	38-85*925+//+0-
((1*(7+((2*2)-7)))*(1+(7/3)))	1722*7-+*173/+*
((2-(6*2))/((7-(3-2))-6))	262*-732--6-/
((1/(1/(9-(1/7))))*(8-(7*7)))	11917/-//877*-*
((((2+(4*8))/0)-7)/(1*4))	248*+0/7-14*/
((9-9)-((7/(2+(0+2)))*4))	99-7202++/4*-
(8+(8/((8/(4-(2+0)))*(8-8))))	888420+-/88-*/+
(((1-0)*(6+8))/(7*(6-(3-6))))	10-68+*7636--*/
(((4*(2/(3-1)))/7)*(0/(5-7)))	4231-/*7/057-/*
(((7*(4*9))/(9+7))*(4*(8-3)))	749**97+/483-**
(((4/2)*(1-(3+(6/(4/7)))))+6)	42/13647//+-*6+
((9*3)+((8*(7/5))/(5+(3+6))))	93*875/*536++/+
((8+((3+3)+(2/(8/(4-3)))))+2)	833+2843-//++2+
(((4-(1/(8-4)))-6)/(6-(6+4)))	4184-/-6-664+-/
((5+(8+(4+8)))+(0+(2+7)))	5848+++027+++
(2*(8+(6+(2*(4-(3-7))))))	2862437--*++*
(((9+(9-(7*(9-5))))*8)+(6-4))	99795-*-+8*64-+
((5*((4*0)-(4*5)))+(1*6))	540*45*-*16*+
(((3/(5+(4-2)))/(8-0))*(2*6))	3542-+/80-/26**
((5*((3/7)/7))*(1-(7/(4+3))))	537/7/*1743+/-*
((3*(9*(5+(7*5))))/(6-(9*9)))	39575*+**699*-/
(((((7+2)/3)-2)*(6*6))+(6*3))	72+3/2-66**63*+
((4+(8+5))/((5/1)/(6*(4*3))))	485++51/643**//
(((6-(0*6))-(3/(2-(5-2))))+9)	606*-3252--/-9+
((2*((2-(7+5))-8))+(6/(4/9)))	2275+-8-*649//+
((7+7)/(9*(6+(0/(1*(8*3))))))	77+960183**/+*/
(2-((8+(9+4))*(4/(6-8))))	2894++468-/*-
