(((6+4)+6)/(2*2))	64+6+22*/
((9+8)+(8+(9-7)))	98+897-++
((7+(6+2))*(3+2))	762++32+*
((5-9)-(3+(7-9)))	59-379-+-
(8/(5-(2*(2-7))))	85227-*-/
(((9+(8*2))+6)-5)	982*+6+5-
(0/(2-(8/(4-5))))	02845-/-/
(4-(2-(8*(0/0))))	42800/*--
((9+(7-2))-(6*9))	972-+69*-
(((5-6)-(2+4))/9)	56-24+-9/
((7-5)/(7-(7/7)))	75-777/-/
((7+(6/(7*1)))-2)	7671*/+2-
((5/6)*(0+(2*0)))	56/020*+*
(7+((5/1)*(0+4)))	751/04+*+
(((4*1)*(6*2))+4)	41*62**4+
((3/(0+3))/(6-2))	303+/62-/
((5+2)+((0+1)+9))	52+01+9++
(((6+9)/1)-(6+7))	69+1/67+-
(4*(7*(9/(5*7))))	47957*/**
((3+1)+(0/(8*6)))	31+086*/+
((9/5)+(1-(1*2)))	95/112*-+
((6*8)/(7-(0*8)))	68*708*-/
((4-(0-4))-(7/8))	404--78/-
(0/(2*(8-(3-5))))	02835--*/
(9/((9/8)-(3*4)))	998/34*-/
(((0/1)*(3-8))+1)	01/38-*1+
((6+7)*(7+(2*6)))	67+726*+*
((9+4)/(7+(1/7)))	94+717/+/
((8-(6-2))*(8/1))	862--81/*
((1/1)-(7-(5/0)))	11/750/--
((1*(2+9))*(4+2))	129+*42+*
((9-(9*2))/(5*2))	992*-52*/
((6/(5-3))/(1+6))	653-/16+/
((3-4)+(8-(1*8)))	34-818*-+
(9-((7/1)/(4*7)))	971/47*/-
(((3-7)*8)+(9*2))	37-8*92*+
((4*(3*9))-(2*0))	439**20*-
((2/3)/(8*(8*2)))	23/882**/
(((2/1)*3)*(5+7))	21/3*57+*
((9+(4/8))/(3-4))	948/+34-/
(1/((6-8)+(9+6)))	168-96++/
((0+2)/(9/(8+4)))	02+984+//
((7-(8-1))-(9+8))	781--98+-
(((6/4)*8)+(0-4))	64/8*04-+
(4*(0/(2*(3*2))))	40232**/*
((1/4)-(1/(6*7)))	14/167*/-
((((7-6)-0)/0)-8)	76-0-0/8-
((5+(0+7))+(7-4))	507++74-+
((((5+6)-3)-0)-2)	56+3-0-2-
((9+((0-4)+2))+4)	904-2++4+
(((0-7)+(4+6))*8)	07-46++8*
(4*(3*(1-(0/6))))	43106/-**
(((1/(1+9))*3)-3)	119+/3*3-
((0-(4*5))-(6*5))	045*-65*-
(0*((6*5)/(0*3)))	065*03*/*
((9+((4-7)+1))*2)	947-1++2*
(0*((8+7)/(0-4)))	087+04-/*
(((5*7)-0)/(8+2))	57*0-82+/
((6-(8-6))+(6*7))	686--67*+
((4-(3/(9*4)))+1)	4394*/-1+
((9*(2*4))*(9*8))	924**98**
((8+(5*(5+9)))/2)	8559+*+2/
(8-(7*(2+(0/8))))	87208/+*-
((0*(1/(5*4)))*7)	0154*/*7*
(((8/9)/(3*3))*9)	89/33*/9*
(2-(5-(8-(1+7))))	25817+---
(9+(7-(0*(4-0))))	97040-*-+
(((3+4)/4)-(4-8))	34+4/48--
(((2+5)+6)*(4+3))	25+6+43+*
((8+6)+(1-(7/4)))	86+174/-+
(((6+3)/0)+(8*3))	63+0/83*+
(((4*0)*8)/(0*5))	40*8*05*/
((5+4)*(6/(8/4)))	54+684//*
((4/0)/(5-(8/9)))	40/589/-/
(2/(2/((4+3)/5)))	2243+5///
((0-0)/(2/(7*2)))	00-272*//
((3-((0+4)*0))+2)	304+0*-2+
(3-(7-(6+(4-3))))	37643-+--
(((2-2)-0)*(7-8))	22-0-78-*
((2*3)-(9*(9/2)))	23*992/*-
((1/3)/(8*(9-9)))	13/899-*/
(2-((0-4)+(2*5)))	204-25*+-
((7+(1-1))*(5/0))	711-+50/*
(((4*(5/2))/3)+4)	452/*3/4+
((2/(9*8))-(2-2))	298*/22--
((2*3)-(3-(3-9)))	23*339---
(7+(2*(5+(3*9))))	72539*+*+
((5*(8/(9-6)))-5)	5896-/*5-
(3/(2-((1*6)+2)))	3216*2+-/
((((1/7)*5)+1)/5)	17/5*1+5/
((8/4)+(5-(0*6)))	84/506*-+
(1/(6+(8-(4*8))))	16848*-+/
((1-9)+(1/(9*7)))	19-197*/+
((3*5)-(5/(3*4)))	35*534*/-
(6+(6-(2-(3+8))))	66238+--+
(((7*3)+(8+1))+2)	73*81++2+
(3/(1-(4+(6-8))))	31468-+-/
(1/((5/(0-4))*7))	1504-/7*/
(((7/5)-1)-(9-8))	75/1-98--
((9-3)+(4+(4-2)))	93-442-++
((8/(1+5))/(7+7))	815+/77+/
((8*(3+(4+8)))*0)	8348++*0*
((2*2)*(1-(5*9)))	22*159*-*
(2+((2-(3*3))*2))	2233*-2*+
((7+(9+6))+(2*5))	796++25*+
(0*((9*2)/(8-9)))	092*89-/*
(1*((2+(4/5))*0))	1245/+0**
(1-((7*7)+(1*6)))	177*16*+-
((5+9)+(2/(2+1)))	59+221+/+
((3-(5+9))+(6*4))	359+-64*+
((2+1)/(9-(5/5)))	21+955/-/
((7/4)/(6+(8/8)))	74/688/+/
((2*(0-8))*(3/9))	208-*39/*
(((8/8)/(8/8))+5)	88/88//5+
((0/4)-(6/(9/8)))	04/698//-
((0-(0*8))*(5+8))	008*-58+*
(3+(6-(0-(5/7))))	36057/--+
((0/(5+(2+7)))-7)	0527++/7-
(((1+7)-1)-(2*4))	17+1-24*-
(9+((5+6)/(4+5)))	956+45+/+
((6*(0/(2-8)))+5)	6028-/*5+
((4/5)/(9*(9-8)))	45/998-*/
(2-((8-3)+(0*6)))	283-06*+-
(3+(1+(2-(5*6))))	31256*-++
((9-(9-0))-(9/2))	990--92/-
(9/(8*(1*(3/0))))	98130/**/
(((2+8)*(0+4))*3)	28+04+*3*
((8-(9*8))-(0-0))	898*-00--
((4*(9+1))/(2-1))	491+*21-/
((1-6)/(8/(8+1)))	16-881+//
(3/((6/1)/(9/0)))	361/90///
((4/(0-1))-(2*7))	401-/27*-
((3*(4-3))+(9+5))	343-*95++
((7+5)/(2*(5+8)))	75+258+*/
((6*0)*(7-(8*7)))	60*787*-*
(2*(0+((7/4)-0)))	2074/0-+*
(8-(2/(5*(6/2))))	82562/*/-
((9*(6/(1*0)))*8)	9610*/*8*
((3/3)*(5-(1-2)))	33/512--*
(((2-1)+4)*(7-8))	21-4+78-*
((3+(7-6))/(4-9))	376-+49-/
((2-(7/3))-(9-4))	273/-94--
(((3+2)/5)+(4/3))	32+5/43/+
(((4*9)-9)+(5+8))	49*9-58++
((2*(8-8))+(2+7))	288-*27++
(((0+1)/9)*(9+5))	01+9/95+*
(0+(4/(3/(4*2))))	04342*//+
(((5*0)-(5*5))*6)	50*55*-6*
((5/5)-((2/0)*8))	55/20/8*-
((3-(3/4))*(0-7))	334/-07-*
((0*(4+3))/(3/8))	043+*38//
((3+(8*3))/(5*4))	383*+54*/
(1/((5/(2+7))*8))	1527+/8*/
((2+2)+(5*(2+7)))	22+527+*+
((5/(0-4))-(9/6))	504-/96/-
(8-(9-(7+(9+9))))	89799++--
((5/8)/(3+(7/2)))	58/372/+/
(5*(6/(2/(3-1))))	56231-//*
((4*1)/((2*6)-7))	41*26*7-/
((7*6)+((6+9)*2))	76*69+2*+
(((8-8)/(2+9))/3)	88-29+/3/
((9/(5+2))/(8/1))	952+/81//
(((6/(9*1))*7)*7)	691*/7*7*
((2/6)*(0*(4-7)))	26/047-**
((5*(0/0))+(7/1))	500/*71/+
(((7+(3*5))*5)*6)	735*+5*6*
(((0+4)*9)*(0*1))	04+9*01**
((1-2)+(6-(3*3)))	12-633*-+
((3+((1+7)+9))/6)	317+9++6/
(0-(2-(0+(5-3))))	02053-+--
((2-(2*2))*(2+3))	222*-23+*
((5*2)-(2-(2-5)))	52*225---
((2*(9+6))/(3*9))	296+*39*/
(9/(8-(0/(1+4))))	98014+/-/
(((3*6)*4)*(2/2))	36*4*22/*
((4/2)+(4-(8*8)))	42/488*-+
(((6-7)+0)/(2+5))	67-0+25+/
((7/(8-4))+(4-9))	784-/49-+
((4+3)-(8/(6*1)))	43+861*/-
((7/5)*(9+(8/6)))	75/986/+*
(((6-1)/1)/(5+0))	61-1/50+/
(4+(8+((5/5)/6)))	4855/6/++
(7+((2+8)+(5/9)))	728+59/++
(1/((5/0)*(2*1)))	150/21**/
(((7/8)-6)+(8/2))	78/6-82/+
(2*(1-(4/(1-0))))	21410-/-*
(((6-1)/7)*(6+9))	61-7/69+*
((5/5)*(8-(5-4)))	55/854--*
((5/(5*0))-(5-3))	550*/53--
(2/(8/(2/(5*6))))	28256*///
(0*(7/(5+(7+9))))	07579++/*
((0+(8*7))-(0+3))	087*+03+-
(((3/1)*1)*(6*7))	31/1*67**
((3/(3-1))+(0*7))	331-/07*+
((3/(5*(9-4)))-8)	3594-*/8-
((5*6)-(1/(7-4)))	56*174-/-
(6*(9+((5*0)-3)))	6950*3-+*
((4-(6-6))-(9-0))	466--90--
((2-(7+5))+(0/1))	275+-01/+
(((5/5)*(2-3))/9)	55/23-*9/
((3*9)+(5*(2+4)))	39*524+*+
(2+(5+(6-(5+9))))	25659+-++
(((4*4)+4)*(2-7))	44*4+27-*
((0+(5+0))*(6+1))	050++61+*
(((8*(0-4))+2)+6)	804-*2+6+
(0/((9+4)/(1-9)))	094+19-//
(((8+0)*6)*(7+9))	80+6*79+*
(3/(9/(1/(4-3))))	39143-///
((9-(5/6))*(9/3))	956/-93/*
(1-(5/(4+(5-5))))	15455-+/-
((8-3)/(6-(4/8)))	83-648/-/
(1+((2-(1-2))+8))	1212--8++
(9/(9-(5/(2+6))))	99526+/-/
(2-(2-((8-6)-9)))	2286-9---
(((4+7)+5)+(1-7))	47+5+17-+
(9-((8-4)*(6*1)))	984-61**-
(((4-2)*4)/(9-8))	42-4*98-/
((1-6)+(5*(6+0)))	16-560+*+
(((3*8)-9)/(2-7))	38*9-27-/
(4-(8*(3/(3/7))))	48337//*-
((6*(1+2))*(3+6))	612+*36+*
((1*(7+3))/(9+0))	173+*90+/
((3/(2*5))+(2*2))	325*/22*+
((9+(2+(8/5)))*4)	9285/++4*
((1-(1/3))+(2+0))	113/-20++
(((9+9)-(7/6))/4)	99+76/-4/
(((4+0)*4)+(6/4))	40+4*64/+
((6-3)/(7+(9*3)))	63-793*+/
((3/7)+((1/1)*9))	37/11/9*+
((9*1)-(1-(1/2)))	91*112/--
(0+(4*(1+(6+3))))	04163++*+
(8/(3-(7+(5+7))))	83757++-/
(((4*8)+5)*(8-4))	48*5+84-*
((9+9)/(9/(7+5)))	99+975+//
((8*2)/((7*9)+0))	82*79*0+/
(((8-6)*1)*(0*2))	86-1*02**
((((2+3)+4)*8)+5)	23+4+8*5+
((2-7)+(4-(4*0)))	27-440*-+
(((3-5)-(0*4))+1)	35-04*-1+
(((0/5)-9)+(3/9))	05/9-39/+
(7-(3/(7+(2-4))))	73724-+/-
((3*3)*(9/(4*6)))	33*946*/*
(2*((9+(6+9))+7))	2969++7+*
(((7-4)/4)*(6+3))	74-4/63+*
((5*(8-5))*(2-4))	585-*24-*
((7-7)-(8/(1+6)))	77-816+/-
((8+(4-0))/(4-0))	840-+40-/
(((0*3)-0)/(6*1))	03*0-61*/
((5-4)+(9-(2/8)))	54-928/-+
((8/(7-9))-(2-6))	879-/26--
(((4*0)+9)*(5-4))	40*9+54-*
(((9-7)*(1-5))-1)	97-15-*1-
((7-2)-(9-(8*5)))	72-985*--
((1/8)*(9-(9*6)))	18/996*-*
(1-(4*(2*(6-3))))	14263-**-
(((1-3)/(1*3))/8)	13-13*/8/
((1/(1/7))-(5/3))	117//53/-
(4/((2-7)*(6-0)))	427-60-*/
(5-(0*(9*(8*4))))	50984***-
((0+((2+0)-3))*7)	020+3-+7*
((4*(9+(5-2)))/8)	4952-+*8/
(5/(2-(5+(0+1))))	52501++-/
((1*(1*3))+(2+9))	113**29++
((0/(8-4))*(5+0))	084-/50+*
((0/(9-4))*(4-4))	094-/44-*
((0+6)*(0*(4*8)))	06+048***
((7/(2-6))-(8/0))	726-/80/-
((5/5)-(0-(7-3)))	55/073---
((2+7)-(1*(8+0)))	27+180+*-
((1+2)+(1/(6*2)))	12+162*/+
((2*(7*(1/4)))*7)	2714/**7*
(((7/6)-0)*(7+0))	76/0-70+*
((6+0)/(9*(4/1)))	60+941/*/
((7*(6*(7-5)))+7)	7675-**7+
((3-(1/8))-(6*9))	318/-69*-
((2-5)-(6*(3-2)))	25-632-*-
(((2-4)-9)/(1+5))	24-9-15+/
(((7-(1*7))*2)*3)	717*-2*3*
(9*(5*(8-(6*1))))	95861*-**
((3-(9-7))+(1-4))	397--14-+
(6-(6/(4*(7*8))))	66478**/-
(8-(6-(7-(1*1))))	86711*---
((3-8)-(7/(9+3)))	38-793+/-
((4*2)+(1*(5/5)))	42*155/*+
(2+(7+(4-(2+3))))	27423+-++
((4*(5*2))-(0*0))	452**00*-
((2-(2-1))+(8+9))	221--89++
((4*1)*((0-9)/1))	41*09-1/*
((0/9)*(8*(8+7)))	09/887+**
((8/((0+6)*4))-5)	806+4*/5-
((1/4)*(4-(2+3)))	14/423+-*
((8*9)*(6-(3-5)))	89*635--*
(9/(0-(9*(2+4))))	90924+*-/
((3+3)+(1-(6/7)))	33+167/-+
(((3+9)*9)*(8/4))	39+9*84/*
(((4/5)+(9/6))*7)	45/96/+7*
(((4/0)-7)/(3*7))	40/7-37*/
(((3/5)*2)/(5/5))	35/2*55//
((4/5)-(8/(6*8)))	45/868*/-
((5*(0+0))*(1+0))	500+*10+*
(4+(1+(4-(3/2))))	41432/-++
((3+(8/8))/(0*1))	388/+01*/
(((9*8)-(1*2))/4)	98*12*-4/
((4/(0*8))+(9/0))	408*/90/+
(((8+5)*(7*3))+2)	85+73**2+
((1+3)+(3/(7+7)))	13+377+/+
((9/(6-4))*(0/7))	964-/07/*
((8/7)+(3*(1/0)))	87/310/*+
((1*(7-3))*(5-7))	173-*57-*
(((3-4)+(3*8))-9)	34-38*+9-
((6/(6/7))-(4*9))	667//49*-
((2*(3/(7-1)))-6)	2371-/*6-
(((7/4)+3)+(9+0))	74/3+90++
(2/(0-(0/(3-5))))	20035-/-/
((8/(5-2))-(8/4))	852-/84/-
((3+(8/2))-(6+2))	382/+62+-
(((3/(9*5))*0)/8)	395*/0*8/
((6*(2+(1*4)))/1)	6214*+*1/
(4-((9/2)-(3*1)))	492/31*--
((3-(0-(7-4)))*7)	3074---7*
((5/2)-(4-(3+4)))	52/434+--
(((2-(0/0))-3)+9)	200/-3-9+
((((0-8)+0)+3)*9)	08-0+3+9*
(2+(8/(8+(2/2))))	28822/+/+
((8*4)*(1*(2*4)))	84*124***
((5-(5+1))/(7/2))	551+-72//
((9+(2-2))-(7-8))	922-+78--
((3/(5/6))*(0-7))	356//07-*
((1-9)-(1*(9*3)))	19-193**-
(0-(6*(6*(8/5))))	06685/**-
((2-(8-9))-(8+1))	289--81+-
((9+((1-3)+6))+3)	913-6++3+
((5/6)-(1*(8+7)))	56/187+*-
((((0/8)/4)*8)*6)	08/4/8*6*
((3+9)-(5+(4/8)))	39+548/+-
((5/0)/(4/(0-9)))	50/409-//
((0-(0-(6-6)))*8)	0066---8*
((3+(7/9))-(5+8))	379/+58+-
(((3-(0/7))/6)+1)	307/-6/1+
(1-(6-(0*(4/5))))	16045/*--
((9*5)-(6-(0+0)))	95*600+--
((7+(2+9))/(8/5))	729++85//
(5/((8*0)*(7+1)))	580*71+*/
(((2-9)-9)*(6+1))	29-9-61+*
((0-(5-3))/(8/9))	053--89//
((0/((2+0)+9))-8)	020+9+/8-
((2/(7*4))-(9-5))	274*/95--
(9+(2-(4-(0*8))))	92408*--+
(((5-0)/7)/(8+4))	50-7/84+/
((1/(6/1))/(3+8))	161//38+/
((6*(4/2))*(9*8))	642/*98**
((7+(6/7))-(6/1))	767/+61/-
((8/9)*(5+(6+5)))	89/565++*
((4*6)-(7*(2+2)))	46*722+*-
(9*(7-(9-(4/9))))	97949/--*
(5+(5*(3+(9-8))))	55398-+*+
((5-(0+3))*(3+3))	503+-33+*
((0-(7/6))/(2-1))	076/-21-/
(3+(9-(8+(2-7))))	39827-+-+
((7/(4-2))*(6-5))	742-/65-*
(((6/4)*6)-(0+2))	64/6*02+-
((5*(9-6))+(3/8))	596-*38/+
((((6/1)*2)*1)+7)	61/2*1*7+
(2-(0+(8-(3+9))))	20839+-+-
(0+(2*(2*(7/0))))	02270/**+
((8-1)-(7/(7/0)))	81-770//-
((8+2)+(5/(3-3)))	82+533-/+
((5*(9+9))*(4+1))	599+*41+*
((((7/3)/6)/9)-4)	73/6/9/4-
((6+(1/1))*(5+1))	611/+51+*
((9/(6*(9/5)))+7)	9695/*/7+
(((0*2)-(6/7))-9)	02*67/-9-
(9-((1-7)*(6/6)))	917-66/*-
(3/((5-8)*(4-8)))	358-48-*/
((2*(5*1))-(4/3))	251**43/-
((5*4)-(9*(9+8)))	54*998+*-
(9+(0*(8+(5*9))))	90859*+*+
((2*6)-(3-(0+4)))	26*304+--
((5/(1/4))+(2/1))	514//21/+
((3+(5+5))*(4/7))	355++47/*
((1-5)*(6+(9*8)))	15-698*+*
(((7/(0/0))*9)*0)	700//9*0*
((3/(7+4))*(7+9))	374+/79+*
(4-((0+4)/(5-5)))	404+55-/-
((3-9)/(2/(1/5)))	39-215///
((((1*3)/0)/5)/7)	13*0/5/7/
((9*(4+(5-2)))/4)	9452-+*4/
((1-1)+(4+(1*2)))	11-412*++
((0*(6/3))*(4/0))	063/*40/*
((2*5)+(1*(3+3)))	25*133+*+
(((1*3)*4)/(6-7))	13*4*67-/
((4/(3+(8-1)))/3)	4381-+/3/
(7*(7/(9/(0/8))))	77908///*
(4*(5*((4+9)/6)))	4549+6/**
(((0-7)+0)/(2*9))	07-0+29*/
(2+(7/((5*6)/9)))	2756*9//+
((2+1)-(6*(4/7)))	21+647/*-
(((1/8)*3)-(7+5))	18/3*75+-
(((2/3)/9)+(2/9))	23/9/29/+
((9-(7-(6/0)))/6)	9760/--6/
((8*5)+(1+(9+3)))	85*193+++
((7/4)+(0+(1/5)))	74/015/++
(((0/4)+4)*(1+3))	04/4+13+*
(6-(3-(9*(5+7))))	63957+*--
(((6*(1/1))/1)/7)	611/*1/7/
((9-(5+0))+(4+0))	950+-40++
(9-((2-6)+(3/3)))	926-33/+-
(6/(9/(5*(5-7))))	69557-*//
((1-(0+9))*(5+6))	109+-56+*
(((2/6)+6)+(6*3))	26/6+63*+
(5/((2/0)+(9-7)))	520/97-+/
(((6+1)*3)-(1-6))	61+3*16--
((2*(7-5))*(7*0))	275-*70**
((2+5)/(9*(5/0)))	25+950/*/
((1/9)/((9+0)/6))	19/90+6//
(3-(8*(8+(9-4))))	38894-+*-
((1*(0/4))*(9+1))	104/*91+*
((3-(1+6))-(8+6))	316+-86+-
(5*(5+(4+(9+9))))	55499+++*
((3+(7*6))/(4-8))	376*+48-/
(4+(1/(3*(5-3))))	41353-*/+
((5-9)*(5+(5-4)))	59-554-+*
((3-4)+(0-(7/8)))	34-078/-+
((5*2)-(5*(2/7)))	52*527/*-
((0*4)/(0-(2+3)))	04*023+-/
((((9-7)/7)/8)/2)	97-7/8/2/
((4+2)-(9/(4-3)))	42+943-/-
(7-((4+6)-(5-7)))	746+57---
(((6/8)-(0*1))*5)	68/01*-5*
(1*(3*((7-8)/7)))	1378-7/**
((4+(5*3))+(5-9))	453*+59-+
((7+(2+(0+6)))+1)	7206+++1+
(((1/3)/7)/(1/7))	13/7/17//
(0/((1/(0*1))/9))	0101*/9//
((6*4)+(9*(0*0)))	64*900**+
(((4-8)*6)+(2/8))	48-6*28/+
((8-7)-(2*(4+6)))	87-246+*-
(5*(0+((8/7)/1)))	5087/1/+*
(3+((7/(5-9))-5))	3759-/5-+
((1/7)/(4+(6*3)))	17/463*+/
((0+0)+(1-(6*8)))	00+168*-+
((4*(8/8))*(9*7))	488/*97**
((((1*2)*5)*7)/9)	12*5*7*9/
((2/3)+(2/(8-9)))	23/289-/+
((6/9)+(5*(4+4)))	69/544+*+
((3/(6-3))/(6*8))	363-/68*/
((7-2)-((9/7)-8))	72-97/8--
((9/(8/9))*(5+6))	989//56+*
(5*(4*(8+(5/4))))	54854/+**
((6/1)/(2-(6-5)))	61/265--/
((9+(9/5))/(4*5))	995/+45*/
((1*(8+0))/(1-0))	180+*10-/
(((9/2)*4)-(1-2))	92/4*12--
(((3-7)+0)*(8-0))	37-0+80-*
(7/(6-(7+(8+5))))	76785++-/
(7+((7*(3+4))+0))	7734+*0++
((2/(1-(7-4)))/7)	2174--/7/
((1+(6/6))+(5+4))	166/+54++
(7+((1-(3/8))*2))	7138/-2*+
((2-(7+3))-(8-6))	273+-86--
((9/(6-4))-(5-8))	964-/58--
((((9-0)+8)+0)/3)	90-8+0+3/
((8/2)/(4*(9-9)))	82/499-*/
(0+(1/(2*(3+6))))	01236+*/+
((3/2)*(9*(0+0)))	32/900+**
((4-(8/8))*(7-7))	488/-77-*
(((4*(2-9))+0)-5)	429-*0+5-
(((3/7)*(9/0))/0)	37/90/*0/
(7/(0*(8*(3-5))))	70835-**/
((5-8)+(5/(7/5)))	58-575//+
(((9+7)*7)/(8+6))	97+7*86+/
((2+1)*(3+(5+5)))	21+355++*
(5/((3/(4*9))*6))	5349*/6*/
((8/(2+0))+(5*4))	820+/54*+
((2-1)*(9/(5-8)))	21-958-/*
((5+(0-(8/6)))/3)	5086/-+3/
((8+7)*(5/(3+6)))	87+536+/*
((1*(9-7))-(7/5))	197-*75/-
(1-((7/(5-9))/3))	1759-/3/-
(((6*8)+(6*6))*9)	68*66*+9*
((((0+0)+5)*4)-9)	00+5+4*9-
(2/(6*(1/(2+2))))	26122+/*/
(5+((6+8)/(1/3)))	568+13//+
(((3*3)/1)+(8+4))	33*1/84++
((9/0)-(6+(1*2)))	90/612*+-
((5*(6/5))*(3+0))	565/*30+*
((5/3)/(3+(2/5)))	53/325/+/
((9*1)/(0*(1+9)))	91*019+*/
(((4/8)+0)-(4*3))	48/0+43*-
((0/(6-7))-(5+4))	067-/54+-
(0/(8+((0/8)/9)))	0808/9/+/
(((6*2)/6)-(2-4))	62*6/24--
(((5-0)+(1+6))*1)	50-16++1*
(6/((5*(7/8))+5))	6578/*5+/
((5*3)-(1/(9*5)))	53*195*/-
((5/(2-1))/(2+2))	521-/22+/
((2-(1/4))-(4/7))	214/-47/-
(2-(7+(5/(0*8))))	27508*/+-
((6*((9*1)-9))-6)	691*9-*6-
((3-(9+9))+(7/2))	399+-72/+
((4/5)/(8+(0+7)))	45/807++/
(0/(3-(1/(0/4))))	03104//-/
((8*(1-8))+(8/2))	818-*82/+
((3+(7-9))*(9/3))	379-+93/*
((4-1)*((7+3)*4))	41-73+4**
((7+3)*((8-7)*3))	73+87-3**
((4+(5/(9/9)))*3)	4599//+3*
(0*(4/((6*5)/4)))	0465*4//*
(6-(8+(9+(3-5))))	68935-++-
(5*(2-(8-(9/9))))	52899/--*
((2-(3-0))*(1-9))	230--19-*
((1+1)+(4-(4+2)))	11+442+-+
((2/0)+(3/(7+5)))	20/375+/+
(((3*7)/5)/(9+2))	37*5/92+/
((5/(1+8))/(4*6))	518+/46*/
(2*((2*1)+(8*0)))	221*80*+*
(((6*5)/9)-(8+8))	65*9/88+-
((8-(1-(0-8)))/0)	8108---0/
(((9*9)*1)+(6/9))	99*1*69/+
((1/3)/(2*(2*2)))	13/222**/
(((7/5)-(0-6))*0)	75/06--0*
((1+(6+(1*5)))*7)	1615*++7*
(2*((5*6)+(4+6)))	256*46++*
(6+(8*(3/(3*3))))	68333*/*+
(((6*9)-(9+2))*2)	69*92+-2*
((6/(9/7))/(3-0))	697//30-/
((((2*5)/9)/8)*3)	25*9/8/3*
((0+(6*7))+(5/7))	067*+57/+
((4/8)/(6-(6*6)))	48/666*-/
(((8/8)+(0*0))+3)	88/00*+3+
((6+(6-6))*(1-8))	666-+18-*
((8*7)*(8+(2/5)))	87*825/+*
((5+7)*(2-(1+3)))	57+213+-*
((0/1)*(5-(6+7)))	01/567+-*
((8*0)-(4*(9-7)))	80*497-*-
((0-4)+(9+(6*5)))	04-965*++
(2/((8+(2-7))+4))	2827-+4+/
((0-(1/9))/(5/5))	019/-55//
(6+((0-8)*(9+9)))	608-99+*+
((4-((1/2)+8))+4)	412/8+-4+
((1*(1+2))+(0+1))	112+*01++
(5-(3*(8*(2+5))))	53825+**-
(3*((6*4)-(6+5)))	364*65+-*
(4+(5*(7+(4/3))))	45743/+*+
((6-(5/8))/(1/9))	658/-19//
(((1/8)+(0+1))/9)	18/01++9/
(5+(8-(4-(9-9))))	58499---+
((1/(8*9))/(1-2))	189*/12-/
((6-5)/(0+(6/9)))	65-069/+/
((9*(6/6))+(3+0))	966/*30++
((6-3)-(1+(8/6)))	63-186/+-
(((7/(6/1))*5)*2)	761//5*2*
((5+4)/(0*(6*6)))	54+066**/
((7-1)/(1+(2+8)))	71-128++/
((8/(4/0))-(9+9))	840//99+-
((9/(4*(6-9)))/8)	9469-*/8/
((5+(6*(7*6)))+4)	5676**+4+
((1+5)-((6+7)-4))	15+67+4--
((3-(5/8))+(7*1))	358/-71*+
(8-(2-(6-(3*5))))	82635*---
((1-5)/(3+(1-3)))	15-313-+/
((1-7)-(5+(9+1)))	17-591++-
(((8+1)*9)+(1/4))	81+9*14/+
((7+(2/4))+(8+6))	724/+86++
((9*((7+8)/0))/2)	978+0/*2/
(7-(8-((8/1)*0)))	7881/0*--
(((1+4)+2)*(7-6))	14+2+76-*
((5/0)-((5*4)-6))	50/54*6--
(((6+(4/5))/3)/4)	645/+3/4/
(4+((3+0)/(9-4)))	430+94-/+
(((5*7)/2)*(7/5))	57*2/75/*
((1/9)/(7/(3+3)))	19/733+//
((1+(2/7))-(0/9))	127/+09/-
(5-(7+(6-(3+6))))	57636+-+-
((2+3)+((0+6)/6))	23+06+6/+
((3+3)*(9*(2/2)))	33+922/**
(1*(8+(2-(5*9))))	18259*-+*
(7-((9/(4-9))*2))	7949-/2*-
(8/((2/(9*6))/7))	8296*/7//
((3+(0/(6+3)))*5)	3063+/+5*
((1/(3-2))-(5*7))	132-/57*-
(5-((7+2)*(2*7)))	572+27**-
(4*(8+(9+(1*0))))	48910*++*
(9-((9+5)+(5*7)))	995+57*+-
((8/(1/3))/(5-2))	813//52-/
((4-(7+3))+(9+3))	473+-93++
(5*(8+(6-(9+7))))	58697+-+*
(((1+5)/2)-(3+1))	15+2/31+-
(0*(3*((4+9)/4)))	0349+4/**
((7/(0+1))*(7+0))	701+/70+*
((1-(4/5))+(2-4))	145/-24-+
((7*(6-6))*(8+1))	766-*81+*
((1+(8/6))/(1*0))	186/+10*/
(5/(4-(4+(4+6))))	54446++-/
(((7/8)+9)/(0/3))	78/9+03//
((4/(2*7))*(1-6))	427*/16-*
((3*(8*3))/(1+9))	383**19+/
((4/(1+8))+(7-6))	418+/76-+
((6-1)+(3+(4*2)))	61-342*++
(0/(2-(1+(4*7))))	02147*+-/
(6+(9-(3/(9-5))))	69395-/-+
((7/(9+3))+(0*0))	793+/00*+
(((1/(3/0))-8)*8)	130//8-8*
((8+6)*(0-(8/2)))	86+082/-*
((6-1)*(5-(4-2)))	61-542--*
(9-((4+9)*(4-7)))	949+47-*-
((3+4)-(1/(0*8)))	34+108*/-
(((8*7)*(6-0))+4)	87*60-*4+
((6+(8*7))*(0*0))	687*+00**
((((6+3)+3)-5)+3)	63+3+5-3+
(((4-6)+6)/(0+9))	46-6+09+/
((1*3)-(8*(1/9)))	13*819/*-
(0*(3+(6+(3+5))))	03635+++*
(((2-7)*4)/(7+0))	27-4*70+/
(((6/9)+(4-3))*4)	69/43-+4*
((1/(0+9))*(2*1))	109+/21**
(0/((1+3)+(4+8)))	013+48++/
((5*(1+5))/(8*8))	515+*88*/
