((((5*1)*(1/3))+6)/(0-(3/(3/(9/2)))))	51*13/*6+03392///-/
((0*(((2*6)*(6/0))*(4-1)))+(3+(5*4)))	026*60/*41-**354*++
((((2-9)*3)+(8+((7+7)+0)))-(7+(6+2)))	29-3*877+0+++762++-
((6+6)-((8*5)+(7+(((1*1)/3)*(2/7)))))	66+85*711*3/27/*++-
(((8/9)/(6+((6-(4+4))-(8-0))))-(6-7))	89/6644+-80--+/67--
(((4/5)-(3/0))/((6/(9*6))-(9*(9+1))))	45/30/-696*/991+*-/
(5+(7+(8+((1-(4-(7-3)))+(4-(3*9))))))	5781473---439*-++++
(((9-((7+(9/5))*(3-(2-0))))-5)-(6*7))	9795/+320--*-5-67*-
(((7+((2/(1*9))+(4+(5*2))))/(3-3))-6)	7219*/452*+++33-/6-
((((9+(5*0))/1)*(6*(4/(3*(6+3)))))*0)	950*+1/64363+*/**0*
(0*(((((8-(2*3))*0)*(8-(3/3)))+0)-4))	0823*-0*833/-*0+4-*
((((0*8)-(8-(7*(1/5))))+(2-7))-(7-4))	08*8715/*--27-+74--
((((3+(1*9))/((2+0)+(2-5)))*(3+9))*5)	319*+20+25-+/39+*5*
((((1+5)/(0+1))-(9-(3/7)))-(7+(5+8)))	15+01+/937/--758++-
((6*2)-(1/(7/((4-5)*(4+(6+(5-9)))))))	62*1745-4659-++*//-
((((2/(5-3))+((6-5)-(5+3)))+8)-(8/6))	253-/65-53+-+8+86/-
(((((0-9)*(6*0))+0)*(7-1))*(2-(3-2)))	09-60**0+71-*232--*
((7-((0+((2+5)-(2+(6-1))))*(1-1)))-7)	7025+261-+-+11-*-7-
(((5/6)+(4+0))/(1*(5/((2-2)+(1/0)))))	56/40++1522-10/+/*/
(((7/(8/(6/(0-0))))*8)*(0-(7-(9*1))))	78600-///8*0791*--*
((((4+2)*(8-(0-3)))/5)/(4*((2-8)*2)))	42+803--*5/428-2**/
((((8/1)-(6+7))-(3-(6/6)))+(3+(2-9)))	81/67+-366/--329-++
((8-9)*((5+(0/0))-(5-(2-(6+(5/0))))))	89-500/+52650/+---*
(((0+5)*((2-(1/(4+0)))*3))/(3+(2-3)))	05+2140+/-3**323-+/
(((8/(5/(0*1)))/(1*(4-((5*0)/7))))-4)	8501*//1450*7/-*/4-
(((8-(6-4))/(6/(5-8)))/(5+(7-(5/7))))	864--658-//5757/-+/
((((9-(0-0))+(9/1))/(8+(3-3)))-(2+1))	900--91/+833-+/21+-
(((6-(6/7))/(5/(8/(5-5))))*(0/(7*1)))	667/-5855-///071*/*
(5/((6+(9-(2+(1/6))))*(6-(2/(0/9)))))	569216/+-+6209//-*/
((((0-(3-(9+3)))-(9-(2*4)))+(3+3))-3)	0393+--924*--33++3-
(((1-8)/(6*(0*(8*7))))+(8*(0-(9*4))))	18-6087***/8094*-*+
((((5+2)+(1+(7/5)))-(6+(0*(8+2))))/5)	52+175/++6082+*+-5/
(((2/(0/(0*3)))+0)*(1-((3+2)/(6+4))))	2003*//0+132+64+/-*
(((3/(5/5))-(0-0))*(1-(4-(9*(5*2)))))	355//00--14952**--*
(((0*3)*(0*(6-(0/(0-0)))))/(1*(4-7)))	03*06000-/-**147-*/
(((3/5)*1)+((2/(6+4))-(6-(8-(8+4)))))	35/1*264+/6884+---+
(((3*(7-(1/(0/(2-7)))))*(6+(9-0)))*2)	371027-//-*690-+*2*
((((9/3)+(3/(3/4)))/9)-(3-(4+(5-4))))	93/334//+9/3454-+--
(((9/((6-0)*7))/(4/2))-(5+(8*(5*9))))	960-7*/42//5859**+-
((((0+2)/(1*5))/(0-(7*4)))-(3/(6-7)))	02+15*/074*-/367-/-
(((4/(7/(1*5)))/(8/(9-(2*(8-7)))))/4)	4715*//89287-*-//4/
(0-((8/(4/(8*(9+(8-3)))))+(2*(1/2))))	0848983-+*//212/*+-
((((0+4)/(0/(3-9)))+9)-(6-(9/(0*4))))	04+039-//9+6904*/--
(((4-(1-2))/(8/(5+2)))/(2-(8-(9/0))))	412--852+//2890/--/
((0-((9-(5-(8/5)))-(5+6)))/(7*(6/5)))	09585/--56+--765/*/
((7*(0*1))+((9-((3/(5+0))-(9*4)))*3))	701**9350+/94*--3*+
(9*((4+3)-(4*(5-(2/(1+(0-(5-6))))))))	943+4521056--+/-*-*
((((1/(7+1))*(1-(0-0)))*(0*(9*2)))*5)	171+/100--*092***5*
(((6/9)/(8+(7/0)))/(0+(3/(9/(9*0)))))	69/870/+/03990*//+/
((((5-3)-(1/2))+(4-(3/(4/0))))+(6/7))	53-12/-4340//-+67/+
(((((9+4)-1)/(3+1))*(5*(1*1)))+(4-1))	94+1-31+/511***41-+
((0-4)+(4/((3/(6+(3/(6-5))))+(8*6))))	04-436365-/+/86*+/+
((((4/0)+(5*(2+2)))*(6*(8*(5-9))))*6)	40/522+*+6859-***6*
(((0*6)-(1/6))*(2+((4*2)*(0*(9+0)))))	06*16/-242*090+**+*
((((1+1)-(5*2))-(7-7))+(5+(8/(9*4))))	11+52*-77--5894*/++
(((4*2)/(((1/(5+7))+(1/0))-(7/7)))/9)	42*157+/10/+77/-/9/
((((5*6)+(3*(2/9)))/(0/8))-(2/(3*0)))	56*329/*+08//230*/-
((((1/(5/8))+(8/0))-(4+(1+(8+0))))/7)	158//80/+4180+++-7/
((((4+(8+3))/(6+(0-(6+2))))*(9+8))/1)	483++6062+-+/98+*1/
((6/6)+((0/(3-(7*3)))-(6-(4+(8*4)))))	66/0373*-/6484*+--+
(((1/7)-(5*4))/((9-(0/(4/(8-7))))/5))	17/54*-90487-//-5//
(((7/(9+(1+5)))*((0/(9/2))/2))/(5/7))	7915++/092//2/*57//
((1+(0/(3+(8-(9*3)))))*(2+(4*(8+4))))	103893*-+/+2484+*+*
((2*((4+1)-(2+9)))*(8+(2*(7/(7-3)))))	241+29+-*82773-/*+*
((1*((4+(1+((1+6)+(5+(3+1)))))+3))+5)	14116+531+++++3+*5+
(((8/(4*4))/(3-0))-(1+((0*1)+(0/3))))	844*/30-/101*03/++-
(((((8-9)-2)/7)-(1+(2+(0*(6*5)))))-6)	89-2-7/12065**++-6-
((((8-(8/2))+(5/9))/(7+(4+3)))/(0+6))	882/-59/+743++/06+/
(((2*(4*7))/(0+2))/(7+(8/(2*(8*0)))))	247**02+/78280**/+/
((6/((4/(0+9))/(2*(4*6))))-(2*(1-0)))	6409+/246**//210-*-
(((4-(1/(7/3)))+(6-7))+(7-(7+(8*0))))	4173//-67-+7780*+-+
((((3/7)*6)*(2-(9+0)))*(4/(1-(3/8))))	37/6*290+-*4138/-/*
((((0/2)/(9-9))/(3+(9/5)))/(4-(8*5)))	02/99-/395/+/485*-/
((((5/0)*(7*4))*(9+(5/9)))-(0*(0/0)))	50/74**959/+*000/*-
(((5/8)*(1-(5+(0+(9/(9-3))))))+(8-7))	58/150993-/++-*87-+
(((0-7)*(1/4))/(0-(1+(6-(8/(1-4))))))	07-14/*016814-/-+-/
(((5+((1/(7/4))+(2+3)))*5)/(1/(7-9)))	5174//23+++5*179-//
((((4+8)-((5+(9+4))+9))*(0/6))/(0*9))	48+594++9+-06/*09*/
((7*(2-(5+7)))+((8+6)*(0-(4+(3+8)))))	7257+-*86+0438++-*+
(((7*9)-((5*6)-7))*(0-((6+(7*2))*6)))	79*56*7--0672*+6*-*
((((1+(4*3))/((4+4)-(6*0)))-4)-(7*2))	143*+44+60*-/4-72*-
(((2+0)+(1*1))/(5-(5*(7/(5-(7*1))))))	20+11*+557571*-/*-/
(((5+3)*((9/4)/(8/(1*(6*(4-3))))))/9)	53+94/81643-**//*9/
((((4*4)/3)-(7*1))+(0-(2-(4-(0*4)))))	44*3/71*-02404*---+
(((6+((0-7)/(5*7)))-(1-(3/(7*4))))-5)	607-57*/+1374*/--5-
(((2/(9-4))-((5-2)/(4-(8*(5/4)))))+9)	294-/52-4854/*-/-9+
((8-(1/(5-(0-2))))-(7/(3/(8+(4+9)))))	81502--/-73849++//-
((1/(7+(2/7)))+(2*((4+6)*(3-(2+2)))))	1727/+/246+322+-**+
((5-((1/(3*4))/6))/(5/((7/(4/8))-6)))	5134*/6/-5748//6-//
((8*(3*8))*((7/(4/0))-(3*(6/(7-4)))))	838**740//3674-/*-*
((4+((5+(4*8))/(4+(8*1))))-(5+(5*1)))	4548*+481*+/+551*+-
((((3*6)*6)+(3-(9+(9-1))))/(3/(9-0)))	36*6*3991-+-+390-//
(4+(((6*(8+(8+3)))-(1*5))-(2*(9-8))))	46883++*15*-298-*-+
(((4*(6+(3+7)))-((3/7)/(0-(2-6))))*5)	4637++*37/026--/-5*
((((7*(2-(8+9)))-(5/(8*6)))+(1*0))+4)	7289+-*586*/-10*+4+
((2/(((6*(4*5))*0)+(5+(8-7))))+(0+0))	2645**0*587-++/00++
(8-((6/(8+0))+((7*4)+(2-(5/(0+9))))))	8680+/74*2509+/-++-
((4-((4/(7/8))-(0/6)))+(0+(2+(8-1))))	4478//06/--0281-+++
((((7-5)-(5/9))+(9+(2-3)))/(3/(6*7)))	75-59/-923-++367*//
(8*(8/(((5+(7*1))+(9/(1/8)))*(2+0))))	88571*+918//+20+*/*
((3/5)*(0-(((6+(4*(5-5)))-5)-(3*7))))	35/06455-*+5-37*--*
((8/(7/3))/(1*((4/(7-(2+(9/1))))-4)))	873//147291/+-/4-*/
((3*(1+((1-(3/4))+(7-((5+6)-9)))))*9)	31134/-756+9--++*9*
((2/(1*(3-(3+1))))-(9+((1+5)*(6*8))))	21331+-*/915+68**+-
(((6/((9*6)*(7-8)))-(9+(9-(2+2))))/4)	696*78-*/9922+-+-4/
((((2+(5/6))*(3-(3/6)))+(0*1))+(9*6))	256/+336/-*01*+96*+
((2+(3-(8/0)))*(8-((3-(2*9))*(3-1))))	2380/-+8329*-31-*-*
(((9*(4+(5/9)))*8)+(2+((5/8)-(2+2))))	9459/+*8*258/22+-++
((((9*9)+((7/(3*4))+(0+8)))*1)+(2-2))	99*734*/08+++1*22-+
((9+(0/(1-2)))/((4*8)+(5-(3/(1/9)))))	9012-/+48*5319//-+/
(((0/(6*(8/5)))*0)*(5-(3/(9/(4-3)))))	0685/*/0*53943-//-*
(((((0-8)/1)-(2*4))+(5-(7-2)))/(8+9))	08-1/24*-572--+89+/
(((9+(0+0))*(3+(3/8)))+(4/(7+(4-4))))	900++338/+*4744-+/+
(((5+(4+5))/(3-6))-(8-(2-((3/5)/4))))	545++36-/8235/4/---
((((8/(2*(9*6)))/(8*6))+8)+(1-(8+8)))	8296**/86*/8+188+-+
(((2*(0/(8-8)))-(2*4))*(1*(7-(0+0))))	2088-/*24*-1700+-**
((((4-(3*(2/7)))-4)-7)*(8-(2/(1-8))))	4327/*-4-7-8218-/-*
(((4*(0+0))+(5-(5-1)))+(7-(7/(8-5))))	400+*551--+7785-/-+
((2+(9*2))+(4/(4-(3+(7-(3/(0/3)))))))	292*+4437303//-+-/+
(((9-(0*3))*(9-(5*5)))-(8+(5*(9/5))))	903*-955*-*8595/*+-
((((3+1)+(1-(8+(4+0))))*2)-(4+(0*1)))	31+1840++-+2*401*+-
((1-((1/(2+(4+9)))+4))+(8+(1*(0+8))))	11249++/4+-8108+*++
(((7-(7-(5-9)))*(1*(6+(2*4))))*(3-2))	7759---1624*+**32-*
(((8*(8-(9-8)))+((9*3)-4))+(8/(7*1)))	8898--*93*4-+871*/+
(((((7+8)+(7-8))+0)-(9*4))/(7/(7/5)))	78+78-+0+94*-775///
(((((3-1)/1)*(5*(4+0)))+6)/(6+(8/6)))	31-1/540+**6+686/+/
(((3-3)/(7/(8+8)))/(8-(0/(5+(6-7)))))	33-788+//80567-+/-/
(((8-(2/3))-3)-(9-(4+(1-(9+(6+7))))))	823/-3-941967++-+--
(((4-(3+(9/(4-(5*8)))))*(6-4))*(9*4))	439458*-/+-64-*94**
((((9*5)-(3+8))-(9*(0+6)))*(7+(4*0)))	95*38+-906+*-740*+*
((((6/(1*(8*3)))-8)-(4+4))+(0*(3/7)))	6183**/8-44+-037/*+
((9*(6+(7+(6+5))))*(8/(5+(2+(3*8)))))	96765+++*85238*++/*
((((0+(2-8))*7)+((5*(2/8))+(5-3)))/0)	028-+7*528/*53-++0/
(((1-(2+(2+(7*1))))/(0/2))+(5*(3-7)))	12271*++-02//537-*+
((((6*8)/6)+(4-(1/(7+(2-(1-4))))))/7)	68*6/417214--+/-+7/
(((3+7)+(4+8))-(0-(8*(3*(8/(2-5))))))	37+48++083825-/**--
((((9/((8*8)-1))*(7/4))-(5-1))-(2+5))	988*1-/74/*51--25+-
(((((7/9)/4)-4)/(9-(2/2)))-(2-(9-2)))	79/4/4-922/-/292---
((9*(7*(9+3)))-(3*(6*(0-(1/(3/8))))))	9793+**360138//-**-
((3+(8/(7+(4*(6+0)))))*(8/(3/(2+1))))	387460+*+/+8321+//*
((8*(7*8))/((8*(0+(3+1)))-(8+(6*5))))	878**8031++*865*+-/
((((9-(5+(7/2)))/(1/7))/(4*7))-(2-5))	9572/+-17//47*/25--
((((1/(7-8))*4)/((6/(1/7))/(2+7)))+8)	178-/4*617//27+//8+
((2+8)/((3+((1/(4/6))/3))-(9/(0+6))))	28+3146//3/+906+/-/
((3-3)/(7*(3*(0-(8-(5/(4/(8-0))))))))	33-73085480-//--**/
((1*(4+(8*0)))-(5+(8/(9+(4-(8*5))))))	1480*+*589485*-+/+-
((5*(9*(7/(4/(9/2)))))+(0*(6*(8+6))))	597492///**0686+**+
((1*(6/(3+2)))+(6*(3+(7/(6*(0*6))))))	1632+/*637606**/+*+
((((2*1)+8)*(9/(9/(3+(2+0)))))*(1*6))	21*8+99320++//*16**
((0/((0+(5/0))+(0/(3*8))))*(6/(8+5)))	0050/+038*/+/685+/*
(((2/(7*((9+1)-9)))/9)/(9-(7*(9-9))))	2791+9-*/9/9799-*-/
(((4+(3/4))-(1-((7-9)/(2-8))))/(6-7))	434/+179-28-/--67-/
(9-(((9/(3+((0*1)-7)))-1)*(5*(7-7))))	99301*7-+/1-577-**-
(((3*(8+5))/(0*(3/(5+6))))/(8/(3-3)))	385+*0356+/*/833-//
(((9/3)+(5+(0/7)))-(2*(7/(2-(1/4)))))	93/507/++27214/-/*-
(((8/(1*(5*9)))+(6-(8+2)))-(3-(3*2)))	8159**/682+-+332*--
(((5*2)+5)/(1+((7+7)*(4-((5/6)+1)))))	52*5+177+456/1+-*+/
(((4-7)-((9+(3*7))-(9-(6/0))))+(0/9))	47-937*+960/---09/+
((4-4)-((2-5)-(4*(2-(7*(5-(4-4)))))))	44-25-427544--*-*--
((5-(4/(8/(1*9))))*(9*(3+(1*(7/9)))))	54819*//-93179/*+**
((1*(0*(7+(2+2))))-(9-(3/(0*(8*3)))))	10722++**93083**/--
(((9/1)/8)+(7*(0+((4+(5/2))-(0-5)))))	91/8/70452/+05--+*+
(((3+(0-(1-4)))-(2/(3/9)))*(3*(5-2)))	3014--+239//-352-**
((((9+8)-((6/2)/(7/7)))+(3*6))*(3+3))	98+62/77//-36*+33+*
(((4+(5-6))-((1*5)/(0/4)))/(3-(9-2)))	456-+15*04//-392--/
((3-(4/3))/(5/((6-9)+(9+(4-(1/5))))))	343/-569-9415/-++//
(((2*(8*(7*0)))*(6*(9+(5-7))))*(6+8))	2870***6957-+**68+*
(1/((3/(6*(1*5)))+(5+(3+(2/(8+1))))))	13615**/53281+/+++/
((((7+1)+2)-(5+(3+(0+5))))+(4/(3*6)))	71+2+5305+++-436*/+
(((9*(5+7))*(0-(9-4)))-(0*(9/(4+5))))	957+*094--*0945+/*-
((((1+(9/(3/3)))-(6/0))+(7-(3*9)))+4)	1933//+60/-739*-+4+
((7-(6+(8+9)))-((8-(0+(7-4)))/(4/6)))	7689++-8074-+-46//-
(((3+5)-(4-(2+7)))-(9/(9+(8*(6*5)))))	35+427+--99865**+/-
((0/((0+(1/(3*7)))/(6+(0/(2/8)))))-9)	00137*/+6028//+//9-
((5+(2*6))-((5-(8/3))-(0+(9/(8+9)))))	526*+583/-0989+/+--
(((5/((6/(9*6))-(5+6)))-(6-(5*9)))*7)	5696*/56+-/659*--7*
((((6+(8/7))+(2-5))-(3+(9*(1/4))))*8)	687/+25-+3914/*+-8*
((1/(8/(5/(2*6))))-(5-(7*(0-(7-8)))))	18526*///57078--*--
(((5-(3+6))*(1+(5/(4+(1+2)))))*(8*3))	536+-15412++/+*83**
((((1+(1+0))+(9*(1-5)))*9)+(3/(5-2)))	110++915-*+9*352-/+
((6*((5*6)*(9*(4*2))))/(7*(8+(7*5))))	656*942****7875*+*/
(((5/4)*((8/(9-1))-(3-(1-(3*1)))))+5)	54/891-/3131*---*5+
((((6/0)+(1*(9+9)))-(5*6))-(3+(4+7)))	60/199+*+56*-347++-
((((8*(4+(0+0)))/3)/(4*4))*(1/(4/7)))	8400++*3/44*/147//*
((3*(6+(0-(5+9))))*(6-((8*4)+(8+9))))	36059+-+*684*89++-*
((2-(2-2))/((6-(6/(2-(9+(8-9)))))+2))	222--662989-+-/-2+/
((3-(9-6))*(1-(9/(2-(7/((4-2)+5))))))	396--192742-5+/-/-*
(((5*0)*(((5/(1/4))-5)+(3*(1+1))))*0)	50*514//5-311+*+*0*
(8/(((0/(1+6))*(7+(5/(4/5))))/(4-6)))	8016+/7545//+*46-//
(((8/(0-((2/(9*2))/5)))*(1+3))*(3-6))	80292*/5/-/13+*36-*
((4*(5+0))/(2-(1-(1+(9/(0-(8+5)))))))	450+*2119085+-/+--/
(((0/2)+(0/(2+(8-(7/(2+5))))))*(8-1))	02/028725+/-+/+81-*
(((1/(1/(6/(5-5))))+(6+(0+(1+6))))*1)	11655-///6016++++1*
((1*(8/(1+7)))+(2*((1+6)+(4-(6*9)))))	1817+/*216+469*-+*+
(((0*(2+(0*(6-2))))-1)-(6+(0/(5+4))))	02062-*+*1-6054+/+-
(((1/(9+4))*(4/7))+(1+(0*(7+(2+4)))))	194+/47/*10724++*++
((1*(3+0))-(0/(8*((1+5)*(5/(0/5))))))	130+*0815+505//**/-
(((2*(4-(2-8)))+((0-1)+(9/(4+0))))/4)	2428--*01-940+/++4/
(((1*4)*((3/(1-6))-(7+5)))-(3*(5+6)))	14*316-/75+-*356+*-
((((5*(2*(4+9)))/(3-(9-6)))/8)+(8*1))	5249+**396--/8/81*+
((((6-3)+(0/1))*(7*7))+(3*(7/(5+8))))	63-01/+77**3758+/*+
(((9+(6*(6/(1-1))))+(0/(4*(2+3))))+0)	96611-/*+0423+*/+0+
(((7+(((4/9)-(1+1))/(4*6)))/(4*6))*8)	749/11+-46*/+46*/8*
(((((0-0)/(6-(2/2)))+8)*(7*7))/(1*2))	00-622/-/8+77**12*/
(6/(2*((9+(5-5))/(5/((0*4)*(4/8))))))	62955-+504*48/*//*/
(((8/(5/0))+(6*(6+(5/2))))/(8+(1-5)))	850//6652/+*+815-+/
(((0/3)-(2*(0/5)))+(0*(8-(0-(1+8)))))	03/205/*-08018+--*+
((((3*(9-6))*(5-(3+9)))*(0-(9/3)))*7)	396-*539+-*093/-*7*
((4-((((5-0)*(8*4))-5)/(2+1)))*(0+6))	450-84**5-21+/-06+*
((((1/6)-3)+(5/(7/(7/4))))*(5*(3+8)))	16/3-5774///+538+**
((9*(0-3))*((3-6)/(3+((1*4)+(8+7)))))	903-*36-314*87+++/*
(((0-((4-0)*((6+3)-(7-5))))*(1-6))/0)	040-63+75--*-16-*0/
(((0-(2*5))*(8+(7-(6+7))))*(7+(0/8)))	025*-8767+-+*708/+*
(((4+(7-4))/(5*(1+(8+(3+(6+2))))))*0)	474-+518362++++*/0*
(((4*(2/(9*5)))-(4-(9*(6*6))))/(9/8))	4295*/*4966**--98//
((7+(7/(9/2)))+(9+(5*((6-(3*3))+2))))	7792//+95633*-2+*++
(((4*((2/(2/0))/(6+(6/(9-7)))))/9)*5)	4220//6697-/+/*9/5*
((2*(5*(5+7)))+(7-(8*((7*(9+5))+7))))	2557+**78795+*7+*-+
(2-((7*(6/0))+((7-(4*2))+(8/(0+5)))))	2760/*742*-805+/++-
((2/((6-6)-(8/((2*(8+2))/2))))/(8+2))	266-8282+*2//-/82+/
(8*((9-(8/(2-(8-5))))-(1-(9*(8-1)))))	898285--/-1981-*--*
(((7+(1-2))-(9*(2+(2+(0+1)))))*(1-6))	712-+92201+++*-16-*
(3+(((7+1)*5)+(3*(7*(5/(7+(6-6)))))))	371+5*375766-+/**++
(((6+(((4+7)/7)-(6-9)))*(2/(5-1)))*6)	647+7/69--+251-/*6*
(((4*(4+6))+(6*2))*(9-((5-0)*(9*2))))	446+*62*+950-92**-*
((((7*(8*8))+(7/2))/(8+(3+8)))+(5+1))	788**72/+838++/51++
(((0+((2+(6-4))+9))/(4-4))*(0-(3+0)))	0264-+9++44-/030+-*
(4*((3/(4-(6/(0+8))))*(8+(1/(2+6)))))	434608+/-/8126+/+**
(((3*((3*0)-(9*8)))/(3*((8+2)+7)))+6)	330*98*-*382+7+*/6+
((((6/8)/(2-(5*5)))+(6*1))-(6*(4*7)))	68/255*-/61*+647**-
(((6+5)+(0-(6-2)))/(8*(8*(2/(2/2)))))	65+062--+88222//**/
(6-((1-(9/((1+2)*(2+9))))-(1*(7/5))))	61912+29+*/-175/*--
(((7-6)+(1*(2-(8+(7-9)))))+(6+(1*8)))	76-12879-+-*+618*++
(((5*5)/((7+4)*(7-(1*(1/2)))))+(6+7))	55*74+7112/*-*/67++
((9*(9*((5+(0/4))/(1-(4*(0-3))))))-2)	99504/+1403-*-/**2-
(((5+(3-0))/(3/(1/(3+(3/6)))))+(5+2))	530-+31336/+///52++
(((0/((4/(4+3))+9))/0)/(7-(0*(2+4))))	0443+/9+/0/7024+*-/
((((7/9)*(2/(7/(3-(6/8)))))*(2-0))-2)	79/27368/-//*20-*2-
(((1/((8-(7-(7*2)))-7))-(8-9))+(5+0))	18772*--7-/89--50++
(((5/9)*(7-(3+(4*1))))*(7*(1/(4/6))))	59/7341*+-*7146//**
(((9*8)/(4-(7*(0+(3/3)))))/(9/(6-2)))	98*47033/+*-/962-//
(((((8-6)*(8-0))-(9+(9/2)))-0)+(8/9))	86-80-*992/+-0-89/+
((7-(5/(9/1)))*(4+(3/(6-(4/(0*1))))))	7591//-436401*/-/+*
(7+(((0-(0+7))+(6+(1-(8-6))))-(6+3)))	7007+-6186--++63+-+
((((6+(4*3))/(7/7))-(3+2))*(8+(2*3)))	643*+77//32+-823*+*
((((2-3)-(4/8))/(1/(4-1)))/(1*(4-5)))	23-48/-141-//145-*/
((4*((8*7)+(0/(7-(7*(6-1))))))-(1/8))	487*07761-*-/+*18/-
(((2-(4/8))-(3*0))*(8/(7/(2+(2*8)))))	248/-30*-87228*+//*
((((5*(2+0))-3)-(3-(3+(0-(2+9)))))/7)	520+*3-33029+-+--7/
(((3/(7/4))-(6*(0+(1-(6/(8+4))))))+8)	374//601684+/-+*-8+
(((4-3)*(7-(6/((1-(8-9))+(9+9)))))-8)	43-76189--99++/-*8-
((((2/(1*((7+4)-8)))+(3+7))/(6/4))-0)	2174+8-*/37++64//0-
((3+(8*(6*5)))/((8+(1*(5*6)))+(0*5)))	3865**+8156**+05*+/
(((2*(2+2))-0)+(4+(1-((6+1)-(4/3)))))	222+*0-4161+43/--++
(((2+(3+5))-(5*(1/(0/(4/9)))))+(3/0))	235++51049///*-30/+
((8*(9*(5+(9+(5/5)))))-(8*(8-(2*1))))	895955/++**8821*-*-
((5-(0+8))-(5/((5-(4*5))*(2*(2-6)))))	508+-5545*-226-**/-
(((9+5)-(6*(8*(8/((9/1)*(5-8))))))*9)	95+68891/58-*/**-9*
(((5*(8+6))+2)*(2+((9+1)*(0*(2*9)))))	586+*2+291+029***+*
(((8+7)*(7-9))/(4*(0-((3/6)-(4-1)))))	87+79-*4036/41---*/
(((7/3)/(0+(2*2)))+(0/(8+(3+(5+5)))))	73/022*+/08355+++/+
((((4*(9+8))-(0+(3-5)))-8)+(3*(6*5)))	498+*035-+-8-365**+
((3-(((3/(6+7))+8)/(2/(7+(4-8)))))-1)	3367+/8+2748-+//-1-
((0-(2-0))/(4*(0*(1+(3/(6+(9+2)))))))	020--4013692++/+**/
((((9-(7*(3-6)))+8)-4)+(4+(8/(7*9))))	9736-*-8+4-4879*/++
(((4-7)-((1+(1+(3/7)))*(0*2)))+(0*6))	47-1137/++02**-06*+
((9-(5-(1+3)))/(2/(((7*6)*(7*5))-9)))	9513+--276*75**9-//
((((((8/0)*2)*4)*(1+5))+5)-(1*(1*6)))	80/2*4*15+*5+116**-
((1/((6*8)/((0-5)+(6+(4-(5+4))))))*8)	168*05-6454+-++//8*
(((0*(2*(1-6)))/3)*(6-(8-(7+(8*6)))))	0216-**3/68786*+--*
((((2+4)*(1-6))*(6-(5-(7/3))))/(2-3))	24+16-*6573/--*23-/
(((8+(1-7))-(9/(4/1)))-(0-(1/(5/1))))	817-+941//-0151//--
(4/((9/9)*((2+(3/5))/(7*(7+(7*3))))))	499/235/+7773*+*/*/
((((2-(8-0))+(5+6))/(4*6))-(3/(3/6)))	280--56++46*/336//-
((((7*8)-(4+(9/1)))+7)*(1/(6+(8*8))))	78*491/+-7+1688*+/*
(((5*(((5/(0-0))/(4-7))/(5+1)))*1)-2)	5500-/47-/51+/*1*2-
((0*(0-(9+9)))*((7/5)+(7/(9+(6+2)))))	0099+-*75/7962++/+*
(((6-(3-8))*9)*(1*(2+(1/(7/(4+2))))))	638--9*121742+//+**
((((5*7)/2)/((6/(4-(6/3)))/(8/1)))/5)	57*2/6463/-/81///5/
((((1-1)-(2-(4-(7+5))))+(5/6))*(0*0))	11-2475+---56/+00**
((((4+(2+(7/0)))-(6-9))+(6-3))+(1-3))	4270/++69--63-+13-+
(4/((6-(2+(0*(0+7))))-(8-(4*(5/9)))))	462007+*+-8459/*--/
((((9+6)/7)/(5-4))-(8-(9-(7/(0-4)))))	96+7/54-/89704-/---
((1+(0*(2-(8-(0+(1+8))))))*(5/(4/9)))	1028018++--*+549//*
(((9+8)/5)+((4+(9-(2-2)))+(3-(8-7))))	98+5/4922--+387--++
(((((8-1)/5)*0)-(8-((6*3)/(9+8))))/8)	81-5/0*863*98+/--8/
((((8*(8*8))-(6/4))*(4/1))+(0*(2/9)))	888**64/-41/*029/*+
((2*8)/(3-(5+((3-(3/6))-(4+(0/2))))))	28*35336/-402/+-+-/
((((3-6)-(8*9))-7)*(8/(1*(4/(8+4)))))	36-89*-7-81484+/*/*
(((5/8)*5)/(5+(5+(0*(8/(8*(7/3)))))))	58/5*5508873/*/*++/
((5+1)-((7*8)*(8*((3/(7+5))+(7+4)))))	51+78*8375+/74++**-
((((5-(3/4))/0)/(2-(7-(3-9))))*(2*7))	534/-0/2739---/27**
(((((1+3)*5)/(0-(0*(3+0))))*(4*5))/7)	13+5*0030+*-/45**7/
(((9-(3/5))-(3-(5*(0-(0-(4/4))))))+5)	935/-350044/--*--5+
((9-(3*(3/7)))/(8/((0+(7+7))-(2+1))))	9337/*-8077++21+-//
((0-((6/(0+0))/9))-(1*((7/4)+(1*2))))	0600+/9/-174/12*+*-
(((3-(9+5))/(7+(7/2)))*(8/(9*(1-4))))	395+-772/+/8914-*/*
((0*(2/7))-((3/(1-(9+(5+(6*5)))))*6))	027/*319565*++-/6*-
((3-(9/(((4+(8+3))-(7/5))/(5-5))))-8)	39483++75/-55-//-8-
((7/(8+(7*3)))+((4-(9+(2+2)))/(1*6)))	7873*+/4922++-16*/+
((((2*5)*6)*(3/(0/6)))*(4*(0+(8-8))))	25*6*306//*4088-+**
((((3+(6/4))-(2-6))-(3*(7*(4+6))))/2)	364/+26--3746+**-2/
(((9-7)-(3*(7+9)))+(1+((0/0)+(1+8))))	97-379+*-100/18++++
(((2-(2/(2/6)))/(1/(3-(3+8))))*(0*5))	2226//-1338+-//05**
