(7-(4*(4*3)))	7443**-
(3+(2-(0+6)))	3206+-+
(5/(1-(2-8)))	5128--/
(4-(6*(1+2)))	4612+*-
(5/(7-(9+1)))	5791+-/
(8-((6+9)/5))	869+5/-
(2*((7/3)*3))	273/3**
(3+((9+0)/5))	390+5/+
(6*(4+(6*0)))	6460*+*
(0-(8*(8+6)))	0886+*-
((9/4)-(8*8))	94/88*-
(4-(1+(5*8)))	4158*+-
(9-(4/(2+0)))	9420+/-
(2*(2/(3*2)))	2232*/*
((6+4)/(4*4))	64+44*/
(7/(3/(6*2)))	7362*//
(6-(9+(5/1)))	6951/+-
(7/(0-(6-4)))	7064--/
((0+0)-(7*6))	00+76*-
(2-(8*(4*2)))	2842**-
(4+(7*(3*0)))	4730**+
(2*((6/7)/8))	267/8/*
(4*(8*(0/1)))	4801/**
((2-(4+4))/9)	244+-9/
(3*(7*(8*1)))	3781***
(3*(9*(9-8)))	3998-**
(0-(2+(1*7)))	0217*+-
(6/((0/8)*6))	608/6*/
(4+((1-2)+0))	412-0++
(0-(2*(0-7)))	0207-*-
(9*((6-0)+0))	960-0+*
(5/(6/(6/4)))	5664///
(5-(8+(1+2)))	5812++-
(2+((5-5)-3))	255-3-+
((2*4)-(8/2))	24*82/-
(0/(2+(5*0)))	0250*+/
(5*((3/7)/6))	537/6/*
(9-(4/(3+3)))	9433+/-
(6/(1/(9*0)))	6190*//
(8/((3*7)-0))	837*0-/
(5*(8-(7*2)))	5872*-*
(4*(1*(0-7)))	4107-**
((4+5)/(9-4))	45+94-/
(9/(9*(3-7)))	9937-*/
(2*(0*(8/8)))	2088/**
(0/(3+(2*4)))	0324*+/
(7-((9+3)+7))	793+7+-
(1*(9+(7/8)))	1978/+*
(8-(4*(2+8)))	8428+*-
(7*(3*(0+3)))	7303+**
(2*(8*(1*6)))	2816***
(4/((3/4)/4))	434/4//
(9/(2/(2*1)))	9221*//
(8+(1/(8+3)))	8183+/+
(9+(9/(4+8)))	9948+/+
(3*(9*(3/4)))	3934/**
(9+(0/(4-5)))	9045-/+
(9*(9+(9*2)))	9992*+*
(4-((9/3)+3))	493/3+-
((5/8)+(9+6))	58/96++
(1*(7+(5/4)))	1754/+*
(9-(2+(9/3)))	9293/+-
(3-(2+(5/5)))	3255/+-
((4*6)+(4/5))	46*45/+
(0+(7-(8*6)))	0786*-+
((2/1)*(1*7))	21/17**
(6-(2+(9*2)))	6292*+-
(8/(8+(7*6)))	8876*+/
((1/4)-(9-0))	14/90--
(1/(5*(5+5)))	1555+*/
(3+(0*(2-4)))	3024-*+
(4-(8-(9*5)))	4895*--
(4/((9-2)-2))	492-2-/
(7+(0-(6*7)))	7067*-+
(2-(9+(3*0)))	2930*+-
((8+1)+(6-5))	81+65-+
(7-(5+(1/7)))	7517/+-
(9/(5/(2+6)))	9526+//
(6+(7*(8-9)))	6789-*+
(2+(1*(2*9)))	2129**+
(1*(6-(4+1)))	1641+-*
(5*((0+1)/6))	501+6/*
(2/(1/(3*6)))	2136*//
(1*(0-(3*7)))	1037*-*
(8+(1/(3+9)))	8139+/+
((6+8)*(6/7))	68+67/*
(0*(5+(4-8)))	0548-+*
(4*(6*(8*2)))	4682***
(2/(0*(0*6)))	2006**/
(5/(7*(2-8)))	5728-*/
(6-(6*(0/1)))	6601/*-
(2-(5/(3+4)))	2534+/-
(8*((4+8)/9))	848+9/*
((4-4)*(9*3))	44-93**
((8*2)-(6-7))	82*67--
(2-(5*(0*5)))	2505**-
((9/1)-(4*5))	91/45*-
((5/4)*(6+3))	54/63+*
(5-(3+(5/3)))	5353/+-
((9/5)/(0+3))	95/03+/
(1/((8+6)-5))	186+5-/
(2*(5*(3*6)))	2536***
((9-7)-(4/3))	97-43/-
(5/(2/(2*8)))	5228*//
(7/(4-(5/5)))	7455/-/
(1*(5-(1-6)))	1516--*
(4+(6*(0*7)))	4607**+
(1*(3+(1*9)))	1319*+*
(4-(8/(9*5)))	4895*/-
(7+(8+(0/3)))	7803/++
(9/(8-(4+3)))	9843+-/
(3*(2/(5+7)))	3257+/*
(1+(0*(1*7)))	1017**+
((5*3)/(6-5))	53*65-/
(3+(7*(6*8)))	3768**+
((3*(4-7))/9)	347-*9/
(3+(5-(1*7)))	3517*-+
(6*((5/7)-3))	657/3-*
(8-(1/(3*3)))	8133*/-
(6-(4*(2*0)))	6420**-
(2+(7-(8/0)))	2780/-+
(6*((2+5)-0))	625+0-*
(7+((6/6)+1))	766/1++
(9/(7-(0+0)))	9700+-/
(5-((2-8)-6))	528-6--
(2+(4*(9/0)))	2490/*+
(0*(3*(7*0)))	0370***
((3*0)+(4/6))	30*46/+
(9+(2-(6*6)))	9266*-+
(4+(1/(2+0)))	4120+/+
((8*4)/(2+0))	84*20+/
(5-(4+(6*4)))	5464*+-
(4/(3/(1+1)))	4311+//
(9-(8*(3-0)))	9830-*-
(6-(6+(1-6)))	6616-+-
(5*(0/(7*5)))	5075*/*
(1/(4*(4+2)))	1442+*/
(8*(5+(4+4)))	8544++*
(9/(1/(3/7)))	9137///
(3*(9-(0*3)))	3903*-*
(3*(6-(6*0)))	3660*-*
(6-(5-(8+4)))	6584+--
(6*((0+6)+2))	606+2+*
(9*((5+1)-0))	951+0-*
(5+(3-(3*6)))	5336*-+
(1+(8/(4/8)))	1848//+
(7+(2+(7*8)))	7278*++
(4/(6+(4+0)))	4640++/
(1/(0*(2+5)))	1025+*/
(6-(5/(1-9)))	6519-/-
(4*(6*(9-2)))	4692-**
((9+3)+(0*9))	93+09*+
(0/(6/(3/4)))	0634///
(4-(6-(7-6)))	4676---
((4/(1+8))+0)	418+/0+
(6+((7+4)/5))	674+5/+
(3/(3/(3/6)))	3336///
(3-(1+(0/0)))	3100/+-
(8/(0/(5/8)))	8058///
(0/(4*(3+2)))	0432+*/
((5*6)-(1*6))	56*16*-
(0*(9-(3-1)))	0931--*
(3*(0*(3*8)))	3038***
(4+((6*9)*1))	469*1*+
(4-(6-(9/6)))	4696/--
(9*(0*(5*4)))	9054***
(2-(6-(7+9)))	2679+--
((2+7)-(2*8))	27+28*-
(0*(7-(7-8)))	0778--*
((6+2)+(2+7))	62+27++
((7/2)+(6/7))	72/67/+
(3-(8/(4*9)))	3849*/-
((4*1)+(3+3))	41*33++
(9*(9+(2*5)))	9925*+*
(6-(0*(9+1)))	6091+*-
((7/5)+(5-5))	75/55-+
(0-((3-0)+3))	030-3+-
((5/8)*(1/5))	58/15/*
(1-(5/(9*6)))	1596*/-
(6/((4*2)*3))	642*3*/
((9-1)*(0*1))	91-01**
(6/(7-(9/6)))	6796/-/
(9-((5-1)+8))	951-8+-
(9+(4+(3-7)))	9437-++
(9+(0-(2+0)))	9020+-+
(1*(9*(9+5)))	1995+**
((7*4)-(1-9))	74*19--
(0*(9+(3/7)))	0937/+*
(9+(2+(3-5)))	9235-++
(7*(0-(3/6)))	7036/-*
(2/((6-8)/2))	268-2//
(4*(6+(1+8)))	4618++*
((8*9)/(0-6))	89*06-/
(1/(9*(4/7)))	1947/*/
(8+(0-(5*7)))	8057*-+
((8/3)*(4/0))	83/40/*
(8-(9+(0-2)))	8902-+-
(4+(6/(8*1)))	4681*/+
(2+(4-(0+0)))	2400+-+
(9-(9*(9+5)))	9995+*-
((1*2)-(5/0))	12*50/-
(5-(8+(9+9)))	5899++-
((5+1)-(8-9))	51+89--
((5-3)+(0/8))	53-08/+
(1+(3+(2+4)))	1324+++
(4+(1+(2/7)))	4127/++
(5/(2+(4/0)))	5240/+/
(5-(4+(4+7)))	5447++-
(3/(8*(5/3)))	3853/*/
(2+(7+(8/4)))	2784/++
((3/(6/2))*2)	362//2*
(9/(3-(6*0)))	9360*-/
((8/3)+(8*1))	83/81*+
(8/(4/(6/9)))	8469///
((0-1)/(6/3))	01-63//
(4-(2+(1*1)))	4211*+-
(6*(1/(2+0)))	6120+/*
((5+(2*9))/4)	529*+4/
((4/6)-(9*1))	46/91*-
(6-((1*0)+7))	610*7+-
(6*(6/(2-8)))	6628-/*
(4+(1-(3-1)))	4131--+
(8/(5-(6*2)))	8562*-/
(3+(9*(3*0)))	3930**+
(0+(5*(7+2)))	0572+*+
(6-(5-(2-6)))	6526---
(3-(4*(0+4)))	3404+*-
(9/(0-(1*4)))	9014*-/
((0/3)*(6*6))	03/66**
((6*7)+(6-7))	67*67-+
(0/(9-(2+3)))	0923+-/
(6+(7*(4-6)))	6746-*+
(0/(6+(8/5)))	0685/+/
(0-(7/(2*4)))	0724*/-
((8/2)-(6-5))	82/65--
(5/(8/(6*9)))	5869*//
(8/(1/(5+5)))	8155+//
(0*(7/(1*0)))	0710*/*
((7-4)-(1*1))	74-11*-
(4+(0-(0-7)))	4007--+
(1-((1/6)*1))	116/1*-
(9-((2*8)/2))	928*2/-
(6/(1*(8*1)))	6181**/
(3/((3+0)/8))	330+8//
(8/(8/(7*6)))	8876*//
((1/9)+(5+1))	19/51++
(8-(1/(7-0)))	8170-/-
(9+(7-(6/3)))	9763/-+
((3/9)-(7*4))	39/74*-
((3-2)-(9+9))	32-99+-
(7/(5-(3/0)))	7530/-/
(2/(4*(6+8)))	2468+*/
((0/5)/(5/7))	05/57//
(9-(3/(0/6)))	9306//-
((9+(0*0))-2)	900*+2-
(4-(7*(5-8)))	4758-*-
(8*(0*(4-4)))	8044-**
((5/1)/(6-3))	51/63-/
(7+(2/(4+4)))	7244+/+
(8/(9+(3/2)))	8932/+/
(9/(0+(1*6)))	9016*+/
(8-(4/(5/0)))	8450//-
(5+(3+(7*7)))	5377*++
(9/(9/(7+0)))	9970+//
((1/(4-7))*0)	147-/0*
(5/(3+(4+0)))	5340++/
(3/((1+3)*8))	313+8*/
((6/5)-(0/5))	65/05/-
(6/(2/(2*4)))	6224*//
(1+(7*(2*1)))	1721**+
(5-(3+(0+9)))	5309++-
(2+(6/(7-5)))	2675-/+
(0*(6/(3*4)))	0634*/*
(5+(6+(9+3)))	5693+++
((4*8)/(0-6))	48*06-/
(5+(6-(7/0)))	5670/-+
(7-(1*(6-4)))	7164-*-
(6*((2-4)-2))	624-2-*
(0+(8-(2+5)))	0825+-+
(0/(3+(0*1)))	0301*+/
(5/(1+(7+0)))	5170++/
(2/(7/(0*4)))	2704*//
(5+(7+(5-5)))	5755-++
(2+(0-(7-6)))	2076--+
(0+(9+(0*8)))	0908*++
(7+(5-(4-4)))	7544--+
((1+5)+(9-6))	15+96-+
((8*6)-(2/0))	86*20/-
(4+(1/(3+2)))	4132+/+
(0+(9*(4-5)))	0945-*+
((7*8)+(2-0))	78*20-+
(0/(6*(5/9)))	0659/*/
(5*(3-(8+5)))	5385+-*
(4/(6+(8*2)))	4682*+/
(4+(0+(6*9)))	4069*++
((5*(0+5))*9)	505+*9*
(2/(8/(3-7)))	2837-//
(1/(5-(5*7)))	1557*-/
(0+(2*(2-8)))	0228-*+
(2+(8*(6-7)))	2867-*+
(2*(6/(4*4)))	2644*/*
(3+(1+(0/6)))	3106/++
(5-((1*1)-9))	511*9--
(1+(3-(4*4)))	1344*-+
(3/(3-(7+9)))	3379+-/
(6/(5/(6*8)))	6568*//
(7-((2+1)*9))	721+9*-
(2/((2*2)/0))	222*0//
(9+(7+(2-2)))	9722-++
(9+(1+(7+4)))	9174+++
(1+(7*(4+2)))	1742+*+
(4/(8-(7-4)))	4874--/
(5+(8*(9*2)))	5892**+
(6*(1-(5/8)))	6158/-*
((7-4)+(0-4))	74-04-+
((2*(3*7))-2)	237**2-
(3/(9+(5+3)))	3953++/
(7+(3*(7/7)))	7377/*+
(4*((8/0)+3))	480/3+*
(1/(0+(0/0)))	1000/+/
((9*8)*(3+3))	98*33+*
((0-5)-(5+3))	05-53+-
(8*(0-(2*4)))	8024*-*
(0*(9+(8*3)))	0983*+*
((3+(4/6))+0)	346/+0+
((6-3)*(0/7))	63-07/*
(8/(4+(0*6)))	8406*+/
(0+(3/(8+1)))	0381+/+
(5-(2+(8+5)))	5285++-
(1+(0/(2+8)))	1028+/+
(2/(4+(9*8)))	2498*+/
(1-(0/(4+2)))	1042+/-
((9+9)+(5-9))	99+59-+
(9-(6/(1*2)))	9612*/-
(1*((7/1)+8))	171/8+*
(3+(9*(9-9)))	3999-*+
(9-(1/(2-2)))	9122-/-
(6*(8-(0+9)))	6809+-*
(2*(1+(3+2)))	2132++*
(8+((5-3)/9))	853-9/+
(3*(9-(9+2)))	3992+-*
(5+(8+(2+9)))	5829+++
(5/(4+(6*0)))	5460*+/
(1*(9/(2/8)))	1928//*
(4+(5+(8-6)))	4586-++
((3-9)/(8+3))	39-83+/
(2*(7+(7+0)))	2770++*
(9/(8*(2*9)))	9829**/
(1+(9/(7/6)))	1976//+
(7-(2/(5-5)))	7255-/-
(4*(2/(3/9)))	4239//*
(9/(5+(2-9)))	9529-+/
(3-(2+(6/8)))	3268/+-
(9-(3/(3/3)))	9333//-
((8-6)/(1*9))	86-19*/
(4+((4/7)+1))	447/1++
(0/((3+5)+7))	035+7+/
((3+(6+3))/9)	363++9/
(0/(4*(9-4)))	0494-*/
(5+(2+(5/4)))	5254/++
(0*(4*(1+7)))	0417+**
(1+(9+(0-3)))	1903-++
(3-(7+(6/0)))	3760/+-
(0*(1/(2/5)))	0125//*
(6*(7-(7*9)))	6779*-*
(2*((1/2)/0))	212/0/*
(5/(7-(9*1)))	5791*-/
(3+(7*(0+5)))	3705+*+
(6*(5/(1-5)))	6515-/*
((5*(1+5))-1)	515+*1-
((2-(6-8))-8)	268--8-
(5+(8-(4*5)))	5845*-+
(9*(0-(2/6)))	9026/-*
(2+(6+(8-1)))	2681-++
(6*(8*(0/6)))	6806/**
((5+4)*(7+6))	54+76+*
(0+(6*(3+7)))	0637+*+
(2/(5*(4*5)))	2545**/
(2/(4+(7*2)))	2472*+/
(3/(0*(5+7)))	3057+*/
(8/(9+(4-8)))	8948-+/
(1-((5+9)-6))	159+6--
((8*0)*(8+7))	80*87+*
(5*(8*(5/5)))	5855/**
(8*((6*0)*2))	860*2**
((3*4)-(3-1))	34*31--
((9-3)-(4+7))	93-47+-
(8-(4/(5-7)))	8457-/-
(6+(8/(2-2)))	6822-/+
(0/(6-(9*9)))	0699*-/
(9*(1/(0/5)))	9105//*
(5-(7/(3/3)))	5733//-
((4-6)*(5-6))	46-56-*
(2/(9/(2-5)))	2925-//
(8*(3+(4/7)))	8347/+*
(7-(6/(0*7)))	7607*/-
((9+9)+(2*7))	99+27*+
(6-(9*(4+0)))	6940+*-
(1/(4+(1-4)))	1414-+/
(3*(0*(9-3)))	3093-**
(6/((1*0)/5))	610*5//
(0-(5*(4*2)))	0542**-
(1/((1-7)*4))	117-4*/
(9-((2-0)-8))	920-8--
(0/(8/(0-6)))	0806-//
(0*(9-(3-8)))	0938--*
((9-(9*2))*6)	992*-6*
(3*((7/4)+1))	374/1+*
(9-(1+(6+1)))	9161++-
(0-(3*(6/0)))	0360/*-
(2-(0+(0/7)))	2007/+-
(4+((4*0)*3))	440*3*+
(4+(9/(7+1)))	4971+/+
(3/(7*(3-1)))	3731-*/
((5-1)*(4+1))	51-41+*
((0*(7+3))/1)	073+*1/
(0+(7/(4+7)))	0747+/+
((0/9)+(7/0))	09/70/+
(4-(9*(6/1)))	4961/*-
((9/6)/(9/5))	96/95//
(8/((5-3)/0))	853-0//
((4/7)/(8/2))	47/82//
(9+(1-(0-1)))	9101--+
(6-(9+(3-0)))	6930-+-
(4-(7+(0*9)))	4709*+-
(1*(9+(2+2)))	1922++*
(0+((7+0)*5))	070+5*+
(2+(9*(9*0)))	2990**+
((4+7)*(8-4))	47+84-*
((6*3)/(2-8))	63*28-/
(8*(6-(6+4)))	8664+-*
(7+(4+(2*7)))	7427*++
(7-(6*(5/3)))	7653/*-
(7-(1/(9-1)))	7191-/-
(9/(1+(8-7)))	9187-+/
(9*((3+4)-7))	934+7-*
(7/(4+(8*6)))	7486*+/
((5+3)-(8/9))	53+89/-
(5+((3+5)-7))	535+7-+
(9-(5*(7*1)))	9571**-
(6-(7-(9-5)))	6795---
(8+(4+(8/7)))	8487/++
(3*(0*(5+5)))	3055+**
((9/1)/(5-4))	91/54-/
(0-(8/(6-3)))	0863-/-
(8/((5/0)+2))	850/2+/
(3/(6/(2+3)))	3623+//
((6*6)-(2*7))	66*27*-
(8+(7*(9*8)))	8798**+
(9+(7*(0+8)))	9708+*+
(0*(0-(9-6)))	0096--*
(0*(8+(3/6)))	0836/+*
((5-4)+(6+5))	54-65++
((1-4)+(0-0))	14-00-+
(5-(4*(0*9)))	5409**-
((0+0)+(0/0))	00+00/+
((1*9)*(8/1))	19*81/*
(9+(4*(9*4)))	9494**+
(3-(2/(9+4)))	3294+/-
(3/(0-(0-4)))	3004--/
((4+9)+(8/3))	49+83/+
(7+((8*9)+7))	789*7++
(5*((5*7)*5))	557*5**
(2*(6/(9*7)))	2697*/*
(1/(4*(5-9)))	1459-*/
(9+(4/(1+7)))	9417+/+
(2-((1/4)/8))	214/8/-
(3+(2-(3/8)))	3238/-+
(0+(7/(4+7)))	0747+/+
(2/(2/(4-3)))	2243-//
(2-((8+5)*3))	285+3*-
(3/((3-0)-1))	330-1-/
((7/2)*(0-6))	72/06-*
(1+(1-(4*5)))	1145*-+
(5+(7/(5*9)))	5759*/+
(2+(5*(7*3)))	2573**+
(9/(9-(0+7)))	9907+-/
((3-(6-0))-9)	360--9-
(5+(1+(4-1)))	5141-++
(9/((8+6)+5))	986+5+/
(0-(9*(2*1)))	0921**-
(2+(1/(0/9)))	2109//+
(5/(9*(5-3)))	5953-*/
(5/(1+(1/7)))	5117/+/
(9/(6/(1+2)))	9612+//
(7+(2*(5/4)))	7254/*+
(5+(3*(8*8)))	5388**+
((5-8)*(1+5))	58-15+*
(6*((6+8)-2))	668+2-*
(3+(4-(4*4)))	3444*-+
(5*(1*(4+3)))	5143+**
(4/(5/(6*7)))	4567*//
(0*(5+(1-4)))	0514-+*
(9*(2+(3-6)))	9236-+*
(1+(2-(8/9)))	1289/-+
(7/((3+0)/9))	730+9//
((4/(4*0))/1)	440*/1/
(8-(9-(4-5)))	8945---
(2*(4-(3-8)))	2438--*
((8-7)+(0-4))	87-04-+
(9+(1*(1-9)))	9119-*+
((2+4)*(0*4))	24+04**
(6-(2+(5/8)))	6258/+-
(8*(6*(5*8)))	8658***
(5+(0+(8-3)))	5083-++
(4+(1+(5*3)))	4153*++
(0*(9*(7*1)))	0971***
(4+(5/(0-2)))	4502-/+
(4*(7/(0/6)))	4706//*
(7+(0-(9-0)))	7090--+
(7-(7*(9/8)))	7798/*-
(5*(9+(5-6)))	5956-+*
(6/((3-7)/6))	637-6//
(1-(4*(1+4)))	1414+*-
((0*9)*(2-4))	09*24-*
(1-(8+(4+4)))	1844++-
(6/(1/(8+1)))	6181+//
(5*(2*(8-3)))	5283-**
(3*(8*(5+1)))	3851+**
((6*(4/4))+9)	644/*9+
(4*(5/(8+3)))	4583+/*
(3+(5/(4/5)))	3545//+
(1/((6-6)-6))	166-6-/
(9-(6-(8-3)))	9683---
(2*(2-(2*1)))	2221*-*
(5/(5*(4*3)))	5543**/
(6/(1+(7+1)))	6171++/
(2+(8-(6-4)))	2864--+
(4/(7/(1+5)))	4715+//
(5-(8*(9/8)))	5898/*-
(4*(0-(9*7)))	4097*-*
(7-(6*(3-9)))	7639-*-
((9+3)+(0/9))	93+09/+
(3/(4+(2/1)))	3421/+/
((4/2)/(9*5))	42/95*/
(3+(6*(2-0)))	3620-*+
(3+((1*0)*2))	310*2*+
(1*(2*(3-8)))	1238-**
(1+(5+(2+9)))	1529+++
(4*((5/0)*3))	450/3**
((2-4)+(3+4))	24-34++
(1-(2+(0/0)))	1200/+-
(8/(1+(7*5)))	8175*+/
((0+1)-(9-1))	01+91--
(8-(0/(0*1)))	8001*/-
(1-(2/(3*4)))	1234*/-
((4/4)+(1+0))	44/10++
(3/((2+4)/2))	324+2//
((6/3)+(9*8))	63/98*+
(0*(6+(1-6)))	0616-+*
(0-(7/(5*5)))	0755*/-
(3-(6*(3+6)))	3636+*-
((2-7)+(1-2))	27-12-+
((7*6)-(5-7))	76*57--
((9*2)*(1+4))	92*14+*
(8+(6+(3*2)))	8632*++
(0/(8+(3-0)))	0830-+/
((3-2)*(0/8))	32-08/*
((9*4)/(4*2))	94*42*/
(5*(3+(1/0)))	5310/+*
((8/7)+(8*6))	87/86*+
((9*9)+(8-4))	99*84-+
(4*(2+(9+7)))	4297++*
(7/(3+(5/4)))	7354/+/
(6+(5-(0-2)))	6502--+
(9*((3*2)+1))	932*1+*
(4*(5/(5*6)))	4556*/*
(4+(6-(0+7)))	4607+-+
(4-(2/(1*8)))	4218*/-
((9*8)+(6+5))	98*65++
(4/(7+(1/5)))	4715/+/
((2+3)/(9/0))	23+90//
(6/(8/(2-3)))	6823-//
(6*((4/6)*9))	646/9**
(1*(0/(8/2)))	1082//*
(3-(8/(4*9)))	3849*/-
(6+(3/(0-2)))	6302-/+
(4-(2-(0*9)))	4209*--
(1-(7/(0*5)))	1705*/-
((2*2)*(1*1))	22*11**
(6+(9/(0*7)))	6907*/+
(8+(2-(1-3)))	8213--+
((9-8)+(6-6))	98-66-+
(9/((2-4)+5))	924-5+/
((3+7)-(9-3))	37+93--
(6+((5-8)/5))	658-5/+
(7*((7+3)/7))	773+7/*
((6-(5/1))/0)	651/-0/
(4/((9-0)*1))	490-1*/
(1/(3*(6*7)))	1367**/
(2+(1/(5+0)))	2150+/+
(8*(8/(9-2)))	8892-/*
(3+(4+(2+6)))	3426+++
(2+((8/9)+2))	289/2++
(8/(7+(2+4)))	8724++/
(6-((4*5)-2))	645*2--
(4/(6*(9-6)))	4696-*/
(8*(2-(9+7)))	8297+-*
(6*(4-(3+2)))	6432+-*
(3+(4*(7/3)))	3473/*+
((9/8)-(2-8))	98/28--
(3-(6*(9/0)))	3690/*-
(9/(1/(0-0)))	9100-//
(6+(3*(3/5)))	6335/*+
(0-(0+(7-8)))	0078-+-
(4+(3+(5/5)))	4355/++
(5*(3-(8+3)))	5383+-*
(6*(1-(8*6)))	6186*-*
(7/(3/(8*7)))	7387*//
(0*(6+(5/2)))	0652/+*
(3+((8+1)/3))	381+3/+
(8/(8/(5*0)))	8850*//
((5-9)/(7+9))	59-79+/
(8*(2+(2+4)))	8224++*
(4+(2*(0/5)))	4205/*+
(1/(0+(8/1)))	1081/+/
(6/(1-(7+5)))	6175+-/
(4*(9/(2+9)))	4929+/*
(5/(5+(6*7)))	5567*+/
(8/(0/(6+1)))	8061+//
(5+(3/(6/9)))	5369//+
((4-(3/4))+6)	434/-6+
((2*9)+(0*2))	29*02*+
(8+((1/7)-8))	817/8-+
(8-(9/(4-4)))	8944-/-
((1+3)+(2-9))	13+29-+
(0/(2+(7+8)))	0278++/
(3-(9/(7-7)))	3977-/-
(6-((6-1)+4))	661-4+-
(1*(1-(4-0)))	1140--*
(9+(4+(8+0)))	9480+++
(3-(8/(7+5)))	3875+/-
(5+(8*(0+3)))	5803+*+
(6-(9+(1/7)))	6917/+-
(1*(0+(8+8)))	1088++*
(7-((6+8)/8))	768+8/-
((8+4)-(1/1))	84+11/-
(7+(9/(3+3)))	7933+/+
(5+(2+(7*8)))	5278*++
(0-(2-(1/3)))	0213/--
(0+(9+(5+8)))	0958+++
(9+((5-4)-4))	954-4-+
(1-((7/4)*8))	174/8*-
((8-2)-(0+1))	82-01+-
((9/7)/(8-3))	97/83-/
(6/(3*(8-0)))	6380-*/
((7-2)*(7*6))	72-76**
(8*(6/(1+8)))	8618+/*
(4+(4/(2+7)))	4427+/+
(2-(3*(8*1)))	2381**-
((2*2)/(1/0))	22*10//
(7+(9/(3+2)))	7932+/+
(0/(2+(9*9)))	0299*+/
((0+4)-(5/9))	04+59/-
(4/(0*(1/5)))	4015/*/
(8/(7/(1/6)))	8716///
((1/4)-(3+6))	14/36+-
(2*(1*(6/5)))	2165/**
(3*((8-6)+9))	386-9+*
((5+5)-(0/5))	55+05/-
(8*(1*(3*0)))	8130***
(2-(7+(9-2)))	2792-+-
(1*(8/(1+5)))	1815+/*
(0-((4/9)+2))	049/2+-
(3-(4-(2*9)))	3429*--
(5*(2+(0*1)))	5201*+*
((5-(4/8))-7)	548/-7-
(3/(1/(0/4)))	3104///
((6+8)-(2*8))	68+28*-
(4-(7-(9-8)))	4798---
(0*(2/(9/4)))	0294//*
(1+(1*(6*2)))	1162**+
(0*(5-(6-1)))	0561--*
(8-((0+6)+2))	806+2+-
((2/1)*(0-3))	21/03-*
(0*(9-(2+0)))	0920+-*
(0/(3-(9+6)))	0396+-/
(7+((0+7)/3))	707+3/+
(7*(6/(9+6)))	7696+/*
(6*((7/3)/3))	673/3/*
(5/(5*(9*2)))	5592**/
(5*(9*(3+8)))	5938+**
(2+(7*(1*5)))	2715**+
((8*5)+(3+1))	85*31++
(1/(8*(9/6)))	1896/*/
(8+(5-(4*7)))	8547*-+
((1+(2/8))/7)	128/+7/
(1-(5*(8*3)))	1583**-
(3-((9/1)*0))	391/0*-
(8+(7+(5-2)))	8752-++
(0-(6-(8/4)))	0684/--
(5+(7+(0-4)))	5704-++
(7-(5+(1*0)))	7510*+-
(9+(6/(6/4)))	9664//+
(6+(6/(3-6)))	6636-/+
((3/2)/(2+5))	32/25+/
((1*0)*(9*8))	10*98**
(0-(8*(8/9)))	0889/*-
(5+(0+(6/9)))	5069/++
(5+((5-0)-4))	550-4-+
(4/(5*(9*2)))	4592**/
(1-(7+(2*6)))	1726*+-
(8*(4/(6/8)))	8468//*
(4*(6*(5+1)))	4651+**
(2/(4-(2*1)))	2421*-/
(1+(1/(1/9)))	1119//+
(7*(8+(2/9)))	7829/+*
((9-0)/(0/7))	90-07//
(4*((3-4)+7))	434-7+*
(0*(3/(3+4)))	0334+/*
(5-(2-(5*6)))	5256*--
(1*(9*(8*0)))	1980***
((4-0)-(0/1))	40-01/-
(1+(3+(9-9)))	1399-++
(3-((1-9)/2))	319-2/-
(0/(7-(8+0)))	0780+-/
(9*(4-(7/4)))	9474/-*
(8-(5/(4+0)))	8540+/-
((5-6)+(5/8))	56-58/+
(3*(1+(2+6)))	3126++*
((6-1)/(3/1))	61-31//
(2/(8*(9+1)))	2891+*/
((9+0)-(0/7))	90+07/-
((1/4)*(7-7))	14/77-*
(5+(5+(0+4)))	5504+++
(8/(2*(7+2)))	8272+*/
(9-((4-1)+5))	941-5+-
(7/(6-(1*3)))	7613*-/
(5+(8+(4+0)))	5840+++
(8*(7*(7*1)))	8771***
(2-(8+(8*4)))	2884*+-
(5-(6-(1-7)))	5617---
(3-(3-(6-9)))	3369---
(5+(1+(1-6)))	5116-++
(5+(8*(8+0)))	5880+*+
(7-(3*(4+6)))	7346+*-
((3-(2*5))-7)	325*-7-
((4*5)/(5+1))	45*51+/
((8-0)*(2*3))	80-23**
(5+(3/(4/6)))	5346//+
(9*(4+(7+5)))	9475++*
((3/5)/(2/6))	35/26//
(8*(6/(0/7)))	8607//*
(8/(3+(8-8)))	8388-+/
(3*(6-(9+1)))	3691+-*
((3/4)-(0+4))	34/04+-
((4+6)*(0+9))	46+09+*
(7-(5+(4-9)))	7549-+-
(0-(6-(7-9)))	0679---
(8-(8/(7+0)))	8870+/-
(0/(5*(4+4)))	0544+*/
((8/6)+(6*0))	86/60*+
(2-((9*6)+8))	296*8+-
(6-(7+(8*3)))	6783*+-
(8*(6*(8-3)))	8683-**
(1-(6-(5+5)))	1655+--
(2-(1/(3*2)))	2132*/-
(9*(3+(9+9)))	9399++*
(2/((5+2)-4))	252+4-/
((5/(9+7))-3)	597+/3-
(1-((1/7)/5))	117/5/-
(4+(5+(0*6)))	4506*++
(4+(2-(2-3)))	4223--+
(4-(8-(7*4)))	4874*--
((8-5)+(0+9))	85-09++
((9*9)*(8-4))	99*84-*
(3*(8+(8+7)))	3887++*
