((3-0)/8)	30-8/
(3*(2/7))	327/*
((2+6)/0)	26+0/
(2/(9+2))	292+/
(6+(3+5))	635++
((3/6)*0)	36/0*
(2-(0/0))	200/-
((0/9)/1)	09/1/
(5/(3+6))	536+/
(3*(0/6))	306/*
(7/(8-4))	784-/
(0*(9/9))	099/*
(0/(2-0))	020-/
((1*9)/4)	19*4/
(2+(9+7))	297++
(9+(1/8))	918/+
(3-(6-2))	362--
(8-(0*8))	808*-
((3-7)+7)	37-7+
((0+2)+6)	02+6+
(0/(8-1))	081-/
((4*4)-6)	44*6-
((3/7)/2)	37/2/
(9+(1-2))	912-+
((2+1)/8)	21+8/
((0-8)+8)	08-8+
(1+(5-5))	155-+
((7-8)-5)	78-5-
(8/(0+7))	807+/
(2/(7-1))	271-/
(0+(2-2))	022-+
(7/(2-3))	723-/
((0*8)-4)	08*4-
((5*5)-7)	55*7-
((6*6)+9)	66*9+
(1/(0-4))	104-/
(5*(8*0))	580**
(5+(2-5))	525-+
(0-(7+6))	076+-
((7+5)*5)	75+5*
((4*1)-4)	41*4-
((3*5)/9)	35*9/
((9*3)+5)	93*5+
((5+7)*7)	57+7*
(8*(7/2))	872/*
((6*2)/2)	62*2/
(3/(2/5))	325//
((0-1)*9)	01-9*
((0-5)*6)	05-6*
(6-(6-0))	660--
((2-5)/8)	25-8/
((0*1)/3)	01*3/
(5+(2-3))	523-+
(8-(4+1))	841+-
((9*7)*4)	97*4*
((6+7)*7)	67+7*
(6/(4-4))	644-/
(0-(5/6))	056/-
((5-5)*4)	55-4*
(0-(1+5))	015+-
(0/(9*2))	092*/
(6*(3*7))	637**
(9*(6+4))	964+*
(3+(1/7))	317/+
((3-5)-8)	35-8-
((8/6)*7)	86/7*
((6/1)-3)	61/3-
((3+3)/8)	33+8/
((2-9)*5)	29-5*
((6*0)-8)	60*8-
(7-(3-5))	735--
(5/(1-6))	516-/
(6/(6*6))	666*/
(5-(4/9))	549/-
((1+4)/7)	14+7/
((6/0)+2)	60/2+
(8-(5*4))	854*-
((9*6)*3)	96*3*
((8/1)+3)	81/3+
((0-0)*9)	00-9*
(3-(7*9))	379*-
(5/(1+6))	516+/
(1+(1/3))	113/+
(4*(4+4))	444+*
((1*7)-2)	17*2-
(3*(2+2))	322+*
(7/(9*7))	797*/
((0+0)/2)	00+2/
(5+(4+6))	546++
((0*3)*8)	03*8*
((1/3)-4)	13/4-
(2+(1+5))	215++
(8*(1/7))	817/*
(8/(3*3))	833*/
((2+9)*1)	29+1*
(0-(4*3))	043*-
((1-7)*1)	17-1*
(6+(8+9))	689++
((6/1)-5)	61/5-
(4*(9/7))	497/*
(1/(8/7))	187//
((8-8)/3)	88-3/
(7/(8*4))	784*/
(8+(6+7))	867++
(5+(4-5))	545-+
((3*4)*7)	34*7*
(3+(8-9))	389-+
((8*7)+6)	87*6+
(6/(8-8))	688-/
(8*(5-1))	851-*
(9+(6+0))	960++
(2*(6+5))	265+*
(4*(6*0))	460**
(2/(4/2))	242//
((4-7)-1)	47-1-
(6/(5/1))	651//
(6*(9*9))	699**
((3+8)+0)	38+0+
(4/(6*5))	465*/
((0-7)+9)	07-9+
((7*3)+9)	73*9+
((9/7)*7)	97/7*
(8+(1/7))	817/+
((4/7)+4)	47/4+
((2-8)/0)	28-0/
(9/(5/7))	957//
(1-(9+9))	199+-
(4*(0/8))	408/*
(9-(1-3))	913--
((1*1)*8)	11*8*
(2-(1/2))	212/-
(3*(2+5))	325+*
(8/(3/7))	837//
(2/(5+1))	251+/
(4/(7/1))	471//
(5-(0*1))	501*-
(8+(8+2))	882++
(6-(5*4))	654*-
(6+(3/1))	631/+
(9/(2*9))	929*/
(2/(9-4))	294-/
((1-8)-7)	18-7-
(4+(6+0))	460++
(9+(1*0))	910*+
((3-3)+8)	33-8+
(5*(9+6))	596+*
(4*(7-9))	479-*
((2*5)-8)	25*8-
(6-(5-9))	659--
(3*(4-7))	347-*
((0-6)+5)	06-5+
(9-(1/1))	911/-
(4/(6+4))	464+/
((0*6)-4)	06*4-
(9+(2*5))	925*+
(3*(1-4))	314-*
(2-(2/4))	224/-
((3/2)+6)	32/6+
(2+(3*4))	234*+
(1*(5*1))	151**
(7*(6*4))	764**
(0/(8-9))	089-/
(3-(1-9))	319--
(7+(9-9))	799-+
((8-2)+7)	82-7+
((0*7)*5)	07*5*
(6+(7/1))	671/+
(9/(9+5))	995+/
((0+2)*7)	02+7*
(8/(6*7))	867*/
(9*(2/9))	929/*
(2*(4*5))	245**
(5+(8/6))	586/+
(1+(0-8))	108-+
(5*(4/2))	542/*
(3*(4/5))	345/*
(6/(2-4))	624-/
((4-1)+4)	41-4+
((5+7)+6)	57+6+
((9+4)/4)	94+4/
((3/8)+6)	38/6+
(9*(3*7))	937**
(5-(8/0))	580/-
(9-(1+6))	916+-
(6/(1-2))	612-/
(4*(1*1))	411**
(7+(4+7))	747++
(2*(6*3))	263**
(5*(4*7))	547**
((3/9)*1)	39/1*
(1*(6-6))	166-*
(8/(7/4))	874//
(1*(6/6))	166/*
((4*2)+0)	42*0+
((6+0)*2)	60+2*
(5/(6+6))	566+/
((2/0)-5)	20/5-
(0+(6*1))	061*+
(9/(6-2))	962-/
(4-(9/4))	494/-
(5-(2-6))	526--
((5*9)+1)	59*1+
(6*(4+9))	649+*
(5/(6*3))	563*/
(0*(6*2))	062**
((3-1)*1)	31-1*
(0-(6/6))	066/-
(4*(4-8))	448-*
(2+(0*9))	209*+
(6-(7+1))	671+-
(3+(7+1))	371++
(7*(0/5))	705/*
(5/(2+8))	528+/
(0*(9-6))	096-*
(4/(9-8))	498-/
(0+(5/3))	053/+
((2-7)-8)	27-8-
(6-(3/4))	634/-
(2*(4*2))	242**
(7/(6-4))	764-/
((6-5)*6)	65-6*
((2-2)+0)	22-0+
(9+(0/5))	905/+
(6+(1-7))	617-+
((5+0)+5)	50+5+
(4-(2+2))	422+-
(3-(1+9))	319+-
(5/(5*7))	557*/
(2*(8-5))	285-*
(9+(3-5))	935-+
(5*(2-5))	525-*
(3+(9/6))	396/+
(6-(2/8))	628/-
((8/5)+2)	85/2+
((9-8)-0)	98-0-
(1*(1-1))	111-*
((9+3)+1)	93+1+
((1-5)-2)	15-2-
((6+6)+3)	66+3+
(4*(7-9))	479-*
(2*(0/9))	209/*
((7/6)*0)	76/0*
(4/(2-8))	428-/
((4+3)-4)	43+4-
(5*(8/7))	587/*
((9+4)/3)	94+3/
(1-(0/6))	106/-
(4+(8-5))	485-+
(9+(1/0))	910/+
(7*(6-0))	760-*
(0+(0-4))	004-+
((8-6)+9)	86-9+
(1+(1+1))	111++
(0/(5+1))	051+/
((9-1)-2)	91-2-
(0+(9*4))	094*+
((1*1)/6)	11*6/
(7+(4-6))	746-+
(7*(1+2))	712+*
((0+8)*6)	08+6*
(7*(5*5))	755**
(2/(4+8))	248+/
(5-(3/8))	538/-
(4*(3+2))	432+*
(8+(2*4))	824*+
(6-(1*3))	613*-
(5*(1-2))	512-*
(1*(7+4))	174+*
((0/2)/7)	02/7/
(0-(6+3))	063+-
(7/(2/7))	727//
(1+(4+2))	142++
(5*(6/4))	564/*
(5+(0/8))	508/+
((1/1)/4)	11/4/
(7+(2/2))	722/+
((4/8)/5)	48/5/
(0+(3+7))	037++
(0+(2+4))	024++
((1/9)/2)	19/2/
((4*7)*9)	47*9*
(1+(7*5))	175*+
(9/(8+2))	982+/
((5+6)*5)	56+5*
((1/6)/9)	16/9/
(3/(6-7))	367-/
(4/(1*4))	414*/
((0+5)/2)	05+2/
((1-1)-9)	11-9-
(5*(2*9))	529**
(3/(6/9))	369//
(7/(8/5))	785//
((5*2)+3)	52*3+
((4/4)-6)	44/6-
(6+(4*4))	644*+
((8*6)*6)	86*6*
((5*7)+2)	57*2+
(1/(9+6))	196+/
(5*(4*2))	542**
((0+2)-7)	02+7-
(4*(4+3))	443+*
((4*3)+7)	43*7+
(0/(1/4))	014//
(6-(9+0))	690+-
((6*7)-1)	67*1-
(7*(3/6))	736/*
(8-(6/4))	864/-
(4/(9*4))	494*/
((5-7)/5)	57-5/
((8/4)-8)	84/8-
((7/4)+2)	74/2+
(3/(3+1))	331+/
(7-(0*7))	707*-
(4/(0/7))	407//
((8*2)+5)	82*5+
(8/(7-4))	874-/
(1+(1+2))	112++
(2*(5-6))	256-*
((8+4)*7)	84+7*
((3-5)-5)	35-5-
(5-(6+8))	568+-
((8*3)-5)	83*5-
(7-(5+4))	754+-
(3+(3+0))	330++
((3/5)*7)	35/7*
((2-3)*8)	23-8*
((0-4)+5)	04-5+
(7/(7*4))	774*/
((5+2)+7)	52+7+
((9-1)*8)	91-8*
((1-7)-9)	17-9-
((7-6)/7)	76-7/
(4/(7*5))	475*/
(9-(1+2))	912+-
(1*(5/4))	154/*
(5+(9-8))	598-+
(0*(6*0))	060**
((1-1)+0)	11-0+
(5*(3/3))	533/*
((5*0)/4)	50*4/
((0*8)/8)	08*8/
((5+8)/3)	58+3/
(9/(5+9))	959+/
((6-5)-0)	65-0-
(2/(0*8))	208*/
((0-2)/7)	02-7/
((1-0)*9)	10-9*
(0*(1*6))	016**
((2*9)-2)	29*2-
(6/(2/0))	620//
(5/(7+9))	579+/
((0*5)+6)	05*6+
(2/(3/2))	232//
((8/3)-1)	83/1-
(7+(0/9))	709/+
(1+(9*9))	199*+
((2+8)-9)	28+9-
(9+(7*3))	973*+
(9*(7*4))	974**
(7*(4*2))	742**
(8*(2/3))	823/*
(2*(0*7))	207**
((7/4)-5)	74/5-
((3+2)+9)	32+9+
(1-(9/7))	197/-
(2+(5/4))	254/+
(1+(9*1))	191*+
(9/(7+6))	976+/
((1+5)+6)	15+6+
((6*6)+1)	66*1+
((8/9)/8)	89/8/
((1*8)+7)	18*7+
((7+6)-8)	76+8-
((7*5)+1)	75*1+
((1-5)+8)	15-8+
((4/9)+6)	49/6+
(6*(0-8))	608-*
(2*(8*5))	285**
((7+0)/2)	70+2/
((0-2)-3)	02-3-
((3-7)/3)	37-3/
(4+(7/5))	475/+
((7+9)+1)	79+1+
((0-2)/9)	02-9/
(2/(6/5))	265//
(3+(4+9))	349++
(0+(6-2))	062-+
(3-(8*0))	380*-
((4+3)*6)	43+6*
(9-(7-5))	975--
((9/7)-9)	97/9-
((0/9)-2)	09/2-
(2*(4*7))	247**
((4+3)*3)	43+3*
((9-4)+5)	94-5+
((6/5)/5)	65/5/
(3+(3*1))	331*+
((8-9)-3)	89-3-
((6-2)/8)	62-8/
(8+(4/3))	843/+
((8+0)+2)	80+2+
(5+(2*8))	528*+
((0*4)+6)	04*6+
(9+(3*8))	938*+
(2+(5*7))	257*+
(7/(8/9))	789//
(6/(1/8))	618//
((3/6)*1)	36/1*
((5+7)+9)	57+9+
(6-(8+7))	687+-
((3/6)+8)	36/8+
((5*6)/9)	56*9/
(9-(0/5))	905/-
((7+1)/9)	71+9/
(0/(5+0))	050+/
(0-(6/1))	061/-
(2+(2+2))	222++
((7*8)-3)	78*3-
(5-(7-9))	579--
(9/(6/0))	960//
(2*(9/5))	295/*
((5-1)+4)	51-4+
(2/(4-6))	246-/
(5-(1-1))	511--
((0-9)+0)	09-0+
(1+(6/8))	168/+
(2-(6-0))	260--
(0*(9-3))	093-*
(2*(5+1))	251+*
(1/(3+7))	137+/
((3+7)/1)	37+1/
(8/(3/7))	837//
(6*(6/4))	664/*
(1+(6/0))	160/+
((2/3)/5)	23/5/
(4-(2+9))	429+-
(9*(9*5))	995**
(4+(0+5))	405++
(2/(3+1))	231+/
(4*(2-6))	426-*
(4+(0*3))	403*+
(7-(6-1))	761--
(3+(5*8))	358*+
(3/(0-3))	303-/
(4*(1+5))	415+*
((3/6)-7)	36/7-
(2*(8-3))	283-*
(1-(1+4))	114+-
(9+(0*3))	903*+
(2-(5*3))	253*-
((7-9)+3)	79-3+
(9*(9-8))	998-*
((8-4)+9)	84-9+
(8/(7-5))	875-/
(6/(6/1))	661//
(7*(7-5))	775-*
(6*(5*0))	650**
((5/8)+1)	58/1+
((8+2)/6)	82+6/
((6*6)*8)	66*8*
(7-(9/8))	798/-
(9/(0+7))	907+/
(4/(9-7))	497-/
(1*(7/8))	178/*
(6/(6-2))	662-/
((0*6)+6)	06*6+
((6-0)-0)	60-0-
(6*(8-5))	685-*
((6+2)*2)	62+2*
(3-(0+3))	303+-
(7+(0*7))	707*+
((5/4)+8)	54/8+
((4/6)*3)	46/3*
(8/(2-5))	825-/
((9-3)*5)	93-5*
((6+1)-8)	61+8-
(6/(0*8))	608*/
((4-6)-9)	46-9-
(3*(1/8))	318/*
((2*0)*3)	20*3*
(7*(3+5))	735+*
((8/5)-9)	85/9-
(0+(6+2))	062++
(3*(7+1))	371+*
(2-(0/4))	204/-
(9*(4*5))	945**
(5+(6*6))	566*+
(9*(4+0))	940+*
((5/6)-0)	56/0-
((6*3)/5)	63*5/
(4*(1*6))	416**
((4/5)/4)	45/4/
(3+(7+8))	378++
(6-(4/1))	641/-
(6+(7*8))	678*+
((1-2)*5)	12-5*
((6*5)/1)	65*1/
(4+(1+8))	418++
(7+(4+9))	749++
(1-(6-0))	160--
((4-5)+0)	45-0+
((3*5)/6)	35*6/
(0-(9/0))	090/-
(9/(8-8))	988-/
((4+2)*4)	42+4*
((0/9)+1)	09/1+
(0-(7+3))	073+-
(9+(2-0))	920-+
(2-(7-1))	271--
((3/3)/8)	33/8/
(6+(1+8))	618++
(5-(2+3))	523+-
((1*3)-6)	13*6-
((3/9)*4)	39/4*
(4-(3+2))	432+-
(0-(6-1))	061--
(0*(2-1))	021-*
(7*(2-9))	729-*
((8-1)+3)	81-3+
(9+(6*1))	961*+
((3-8)*0)	38-0*
((2/0)/3)	20/3/
(6-(4/3))	643/-
((4*1)-1)	41*1-
((9*2)/1)	92*1/
((7*9)*8)	79*8*
(6*(7+3))	673+*
((8+3)/3)	83+3/
(5-(4*8))	548*-
((0*3)-7)	03*7-
(0+(3-6))	036-+
(2+(2+6))	226++
((0+4)+5)	04+5+
(3*(9*0))	390**
(5-(7*7))	577*-
((3-7)+2)	37-2+
((3-3)/6)	33-6/
((1/7)/6)	17/6/
(6*(3*8))	638**
(8*(6-7))	867-*
(7*(7-3))	773-*
((6+3)*9)	63+9*
(3*(2*4))	324**
(6-(3/8))	638/-
((5+0)/8)	50+8/
(0+(3*6))	036*+
(7/(3/2))	732//
((1*5)-0)	15*0-
(3/(6-9))	369-/
((1*9)-6)	19*6-
((2*7)/4)	27*4/
((1/8)+2)	18/2+
((6-0)+2)	60-2+
(5/(2*3))	523*/
(4-(1-4))	414--
(7/(7*4))	774*/
((2-9)*7)	29-7*
((4/8)*4)	48/4*
(2-(9+2))	292+-
(0/(0-0))	000-/
((0-4)+2)	04-2+
((0+5)+3)	05+3+
(5-(1-0))	510--
(5*(7-5))	575-*
((6-5)/9)	65-9/
(3/(6-0))	360-/
((8*1)/7)	81*7/
(4+(6*7))	467*+
((9-1)*9)	91-9*
((9*0)*3)	90*3*
((4-3)+7)	43-7+
((0*5)/8)	05*8/
(6-(2+5))	625+-
(5-(7/8))	578/-
(4-(5+8))	458+-
((2/9)/1)	29/1/
(3/(1+0))	310+/
((5/8)-4)	58/4-
(8+(2/2))	822/+
(5/(3*4))	534*/
((8/8)-5)	88/5-
((9+6)*2)	96+2*
(7+(5+0))	750++
(2*(7/0))	270/*
(4-(8*1))	481*-
((8/6)+3)	86/3+
((2*5)*4)	25*4*
((1-3)*8)	13-8*
(5-(1*9))	519*-
(9-(4-3))	943--
(9*(4+3))	943+*
(8+(0+5))	805++
(7-(5+4))	754+-
(2+(4+6))	246++
((2-1)*8)	21-8*
((1/5)+8)	15/8+
(4/(8*6))	486*/
(2+(6+5))	265++
(1-(3*7))	137*-
(4+(7*2))	472*+
((2+3)*0)	23+0*
((9/9)-7)	99/7-
((9+6)+1)	96+1+
(0*(0/1))	001/*
(2+(6-0))	260-+
((0+4)*3)	04+3*
((7*6)-0)	76*0-
(3/(3+0))	330+/
(4+(4/6))	446/+
(6+(7+5))	675++
(4*(1-9))	419-*
(9*(3-8))	938-*
(8-(7/9))	879/-
((6-6)+8)	66-8+
(6-(2+5))	625+-
((6-6)-4)	66-4-
(7+(2-4))	724-+
((2/7)-1)	27/1-
((8+4)+7)	84+7+
((8-7)*5)	87-5*
(0+(6-2))	062-+
((4*0)+1)	40*1+
((6-9)/8)	69-8/
((3+0)+3)	30+3+
((6-4)/7)	64-7/
(4*(4*4))	444**
(2-(9*6))	296*-
((6*6)*9)	66*9*
(2-(0*4))	204*-
(7+(2-3))	723-+
(6+(7/2))	672/+
(9/(6*3))	963*/
(1+(4/6))	146/+
((9/4)-2)	94/2-
(4*(3+5))	435+*
((8/6)/3)	86/3/
(4+(6/8))	468/+
(9*(0*6))	906**
((4-3)/1)	43-1/
(6+(2*7))	627*+
((7+4)*1)	74+1*
((3*4)-6)	34*6-
((7+9)-0)	79+0-
(3-(5/8))	358/-
(3+(2+1))	321++
((4+6)*9)	46+9*
((7*0)/6)	70*6/
((4-6)-6)	46-6-
(9*(6/1))	961/*
(6/(8+1))	681+/
(5-(3*8))	538*-
((7*0)+5)	70*5+
(4*(7+7))	477+*
(3*(9/8))	398/*
((2/7)/2)	27/2/
(2-(3+1))	231+-
(5-(4-0))	540--
(9+(0/5))	905/+
((3-4)-2)	34-2-
(9+(9*5))	995*+
(1/(4+9))	149+/
((3/2)+9)	32/9+
((8-7)+5)	87-5+
(5*(5*2))	552**
((0*8)/4)	08*4/
(3*(4*0))	340**
(0+(8/6))	086/+
(7*(8-2))	782-*
(2-(3*8))	238*-
((0-5)/0)	05-0/
(0*(1-5))	015-*
((6+9)*9)	69+9*
(4+(9/2))	492/+
(7/(8+2))	782+/
(9*(6+6))	966+*
(2+(8+7))	287++
(4-(4-3))	443--
(9-(3/3))	933/-
((4*5)*9)	45*9*
((6*9)/2)	69*2/
(2+(0+1))	201++
(0/(6+4))	064+/
((7*2)-1)	72*1-
(5*(0*1))	501**
((8-3)+7)	83-7+
((8+8)-6)	88+6-
(5/(8+2))	582+/
((4/2)+1)	42/1+
((3-1)*2)	31-2*
(2+(4/9))	249/+
(9*(1/2))	912/*
((6/1)-1)	61/1-
(1/(8-9))	189-/
(9/(8+9))	989+/
((2-1)+3)	21-3+
(0+(7/1))	071/+
((1*0)-8)	10*8-
((8+7)-9)	87+9-
(1+(9+6))	196++
((9+2)+0)	92+0+
(4-(1/3))	413/-
(0-(9*6))	096*-
(6-(3-5))	635--
(8*(7-5))	875-*
((6-8)*0)	68-0*
(5/(0-7))	507-/
(1+(0/1))	101/+
((7/6)*3)	76/3*
(1+(2*6))	126*+
((0-1)*0)	01-0*
(7*(3+2))	732+*
((8*1)+7)	81*7+
((2/3)-3)	23/3-
((7*4)-6)	74*6-
((0/1)+2)	01/2+
(9/(5+5))	955+/
(5/(9-6))	596-/
(0-(7+1))	071+-
((6+6)-0)	66+0-
(8/(4-0))	840-/
(3*(8+3))	383+*
(0*(7/6))	076/*
((3*8)/1)	38*1/
(2/(7*6))	276*/
(7+(8-9))	789-+
((5/5)*8)	55/8*
((2/6)*6)	26/6*
(3/(0*6))	306*/
((4+7)*8)	47+8*
((3/2)/1)	32/1/
(3+(8-5))	385-+
(4*(8*1))	481**
(4/(3-4))	434-/
((9-3)/4)	93-4/
(5*(7-4))	574-*
(7*(4+5))	745+*
(1/(6+8))	168+/
(1+(0-0))	100-+
(4+(5*6))	456*+
(9+(2/5))	925/+
(8/(7/6))	876//
((2*0)*2)	20*2*
(8/(1+9))	819+/
((8*2)+0)	82*0+
(2+(9-8))	298-+
(0-(6+4))	064+-
(0/(3*2))	032*/
(5/(5/7))	557//
((4/4)/2)	44/2/
(1/(6*0))	160*/
(5*(8-2))	582-*
((7/1)*3)	71/3*
((9-8)*7)	98-7*
((6-9)+9)	69-9+
((3+4)*9)	34+9*
(9+(4*8))	948*+
(3*(0+7))	307+*
((5*5)-7)	55*7-
((1*2)+8)	12*8+
(7*(7*5))	775**
(8/(4/1))	841//
((2-3)+1)	23-1+
(3*(5+7))	357+*
((2+4)+5)	24+5+
(3-(7-9))	379--
((2+1)-9)	21+9-
(2-(1*2))	212*-
((3*9)*4)	39*4*
(9/(1*8))	918*/
((3/5)*8)	35/8*
(1/(4-3))	143-/
((8/0)+3)	80/3+
((5*7)-6)	57*6-
(1+(9+2))	192++
((4/6)*6)	46/6*
((6*1)+3)	61*3+
((0-1)/5)	01-5/
((0-6)-1)	06-1-
(0+(0/0))	000/+
((6-3)*2)	63-2*
((1+2)*9)	12+9*
(6-(3-8))	638--
((0-6)+5)	06-5+
(4/(5-3))	453-/
((9/4)*0)	94/0*
(9/(1+8))	918+/
(0+(5+8))	058++
(5-(9*7))	597*-
((5/2)*4)	52/4*
((8+2)/7)	82+7/
(1*(7/6))	176/*
(7/(2*8))	728*/
((6/7)-3)	67/3-
(3*(4+3))	343+*
(3/(3/5))	335//
((0*6)/0)	06*0/
(7*(7+6))	776+*
(1-(0-1))	101--
((0-7)-8)	07-8-
(0+(8+0))	080++
((4-9)/9)	49-9/
(9/(5/0))	950//
((8-3)*7)	83-7*
((8*7)*3)	87*3*
(6-(9-9))	699--
((5/8)-7)	58/7-
((4+9)*2)	49+2*
(7*(3*6))	736**
((3+6)-9)	36+9-
(8-(3*6))	836*-
(9*(3/1))	931/*
(3+(5+2))	352++
((1+6)-6)	16+6-
(7*(0-1))	701-*
(7/(5/3))	753//
((5/7)-8)	57/8-
(7+(5*8))	758*+
(7+(5-2))	752-+
(1+(7-4))	174-+
(6+(1-3))	613-+
((0+9)/5)	09+5/
(0*(4*8))	048**
((3+9)/4)	39+4/
(8+(7-7))	877-+
((4+9)-1)	49+1-
(2*(5+2))	252+*
((6+5)*7)	65+7*
((8+9)*6)	89+6*
((3/9)*1)	39/1*
(5+(6-3))	563-+
((7+1)-7)	71+7-
(9*(3/6))	936/*
(5+(2/8))	528/+
((2/9)+7)	29/7+
((7*4)+5)	74*5+
((6/9)+7)	69/7+
((0+3)+8)	03+8+
(8-(1/9))	819/-
(8*(6-5))	865-*
((4/8)-4)	48/4-
(0*(3+5))	035+*
(0*(6-0))	060-*
(3-(3*7))	337*-
(1/(9*2))	192*/
(1/(9+5))	195+/
(9*(9+1))	991+*
(0/(2-1))	021-/
((8-4)*2)	84-2*
(7/(7-9))	779-/
((0/7)-5)	07/5-
(0-(1*1))	011*-
((4-1)+6)	41-6+
(7-(8-2))	782--
(6-(1-0))	610--
((2-9)-4)	29-4-
(6*(6-5))	665-*
(4+(5*1))	451*+
((7+4)*8)	74+8*
(0*(8-0))	080-*
((5-2)-6)	52-6-
((8/2)*6)	82/6*
((3*0)+8)	30*8+
(5+(1/3))	513/+
(5/(3+8))	538+/
(6+(0*2))	602*+
(5+(9-3))	593-+
((2*7)*8)	27*8*
(7-(0+9))	709+-
(2-(1+6))	216+-
(6/(6+2))	662+/
(7/(6-1))	761-/
(8-(3*5))	835*-
(9*(0*2))	902**
((1*3)+4)	13*4+
((2*8)*2)	28*2*
(9/(7+7))	977+/
((1-9)*0)	19-0*
((1+8)/6)	18+6/
(6*(2-8))	628-*
((3-2)-4)	32-4-
((2/8)-8)	28/8-
((1+5)/5)	15+5/
(5*(5*4))	554**
(9*(1*6))	916**
((3*0)/4)	30*4/
((3+9)-0)	39+0-
(3-(4-4))	344--
((4*4)-4)	44*4-
((5/4)/9)	54/9/
(7-(0/0))	700/-
(4/(0*1))	401*/
(2-(7-6))	276--
(0-(5/6))	056/-
(3+(4-1))	341-+
(1-(8-7))	187--
((8-2)+9)	82-9+
((6-4)*2)	64-2*
((7/6)+5)	76/5+
((2/3)*7)	23/7*
(1*(5+2))	152+*
((6-3)/8)	63-8/
((8-2)-2)	82-2-
(2+(6*9))	269*+
(5+(1/7))	517/+
(6+(1+7))	617++
((7/3)*0)	73/0*
((5*8)*5)	58*5*
((7*4)/4)	74*4/
(6*(7+0))	670+*
((0/7)/8)	07/8/
(9-(3+5))	935+-
(9+(1+0))	910++
(8/(1*1))	811*/
(1*(0*8))	108**
(5*(2-3))	523-*
(1-(8/6))	186/-
(4-(0*2))	402*-
(2+(2/3))	223/+
(5+(2+1))	521++
(3*(7/2))	372/*
(5/(6+9))	569+/
(8/(1*9))	819*/
(0+(3-8))	038-+
(8*(3/3))	833/*
((3+8)+1)	38+1+
(3*(9*4))	394**
(5/(3/6))	536//
(8*(9*0))	890**
(3*(0/0))	300/*
(9*(8+0))	980+*
((0*9)+5)	09*5+
(2*(1*9))	219**
((2-2)*4)	22-4*
(6*(9*3))	693**
((3+5)-6)	35+6-
((8+7)/9)	87+9/
(2*(4-5))	245-*
(7+(1-2))	712-+
(5/(8-0))	580-/
(7+(0+9))	709++
((2+5)-2)	25+2-
(1+(0+1))	101++
((3/4)*5)	34/5*
(0/(4*1))	041*/
(6-(0-8))	608--
((0+0)-3)	00+3-
(4+(6/7))	467/+
(6/(6/9))	669//
(5+(4-3))	543-+
(6*(1+0))	610+*
(3*(3+5))	335+*
(4+(3-7))	437-+
(9+(7+3))	973++
(3/(9/9))	399//
((6*7)-6)	67*6-
(4+(6/5))	465/+
(7-(6+2))	762+-
((7-1)-7)	71-7-
(1+(6+9))	169++
((2+4)+3)	24+3+
(2/(2/4))	224//
(3/(2*6))	326*/
(0-(9*9))	099*-
(1-(8+6))	186+-
(3-(3*5))	335*-
(3*(7*9))	379**
(5+(7*4))	574*+
((7/9)-1)	79/1-
((3-2)-2)	32-2-
((7/6)*5)	76/5*
(8/(0/6))	806//
((0-3)-3)	03-3-
(8+(3-3))	833-+
(8+(3*1))	831*+
((6*4)/6)	64*6/
(5*(8+5))	585+*
(6/(6/0))	660//
((5*5)+4)	55*4+
((4-4)/4)	44-4/
((3/1)+2)	31/2+
(6/(9/8))	698//
(9+(1+3))	913++
(4+(4/1))	441/+
(5*(1+1))	511+*
(6/(7-8))	678-/
(8/(2+9))	829+/
(1*(7/8))	178/*
((7/8)*4)	78/4*
(2+(7*3))	273*+
(8+(5-3))	853-+
(3*(2*6))	326**
(0-(5+1))	051+-
((3/8)/7)	38/7/
(1+(9+2))	192++
((3*2)+4)	32*4+
((2+6)-5)	26+5-
(2*(7-4))	274-*
(1/(6*2))	162*/
(9*(9/7))	997/*
((1-3)-8)	13-8-
(7-(5+0))	750+-
(1+(6*7))	167*+
((2/9)/5)	29/5/
(3/(0-2))	302-/
(2+(4*2))	242*+
(4-(9+8))	498+-
(5+(9*1))	591*+
((7-8)+1)	78-1+
((2*9)-3)	29*3-
((4/8)-4)	48/4-
(6/(8+8))	688+/
((6/6)+3)	66/3+
(3/(5-7))	357-/
((2+7)*3)	27+3*
(7*(6+0))	760+*
(3*(4-9))	349-*
(0/(0-0))	000-/
((4-3)/6)	43-6/
(7-(1*5))	715*-
((2-5)-5)	25-5-
((7-4)-8)	74-8-
(8-(5-4))	854--
(0-(6/3))	063/-
(2/(7*4))	274*/
(5/(9+1))	591+/
(1-(1/8))	118/-
((5/5)-3)	55/3-
(8/(2/4))	824//
(9+(1*7))	917*+
(0/(8*8))	088*/
((4/4)/9)	44/9/
(1+(3*1))	131*+
((7+3)*1)	73+1*
(8-(6/0))	860/-
(6*(8-0))	680-*
(0/(2-9))	029-/
(4-(0+2))	402+-
((8*5)-4)	85*4-
((0/3)-4)	03/4-
(3-(3*7))	337*-
(0*(8/0))	080/*
(0/(6/9))	069//
(8+(8+7))	887++
(4*(1/2))	412/*
(2-(4+1))	241+-
((5+2)-4)	52+4-
((2-6)+5)	26-5+
(1-(4-0))	140--
(1+(4/1))	141/+
(1-(5+4))	154+-
((9*1)*8)	91*8*
((5*7)-5)	57*5-
((0-6)-3)	06-3-
(9+(5+2))	952++
(4*(7/9))	479/*
((5/4)*9)	54/9*
(6+(1+5))	615++
((8+0)*9)	80+9*
