(((2+0)-(9*2))*(6*9))	20+92*-69**
((3-((7-7)+5))+(7*(1*7)))	377-5+-717**+
(8/((2*7)/(5/(2+5))))	827*525+///
((0*(7*7))*(6+(4/(6/5))))	077**6465//+*
((9*(8/(4-9)))-(0/(6+6)))	9849-/*066+/-
((3+7)/(8/(4+(0-0))))	37+8400-+//
((5*(3+(0+(0+9))))+(0/6))	53009+++*06/+
(((1+8)-(6/1))+(4-(5*6)))	18+61/-456*-+
(7/((1-(7/9))-(4*6)))	7179/-46*-/
(0/((1*(0*4))-(0+5)))	0104**05+-/
((2*9)/(8+(1-(2+9))))	29*8129+-+/
((8/(4/2))-(0/(3/0)))	842//030//-
(4/(5+(2+(9*(3+3)))))	452933+*++/
((0*(8+6))+(8-(1/2)))	086+*812/-+
((2*1)/(((6*5)/(5/0))-2))	21*65*50//2-/
((0*(9+4))+((0+1)*(3*3)))	094+*01+33**+
(((2/1)+(6-0))-(2*(6-6)))	21/60-+266-*-
((6/(4-(4-3)))-(6-1))	6443--/61--
((7-(4+(3+9)))-(6-(1+1)))	7439++-611+--
((8-8)-((6*6)-(4/(3+7))))	88-66*437+/--
(((6*3)+(4+5))/(5/5))	63*45++55//
(2-((5/6)/(9+(2*2))))	256/922*+/-
((8+7)/((1+(9+6))+(8-5)))	87+196++85-+/
(1+((4/(7+(0/6)))*(2+0)))	14706/+/20+*+
(8/(5/(8-(7+(2/5)))))	858725/+-//
(((2*2)*9)/(6-(5+7)))	22*9*657+-/
(4+(7*(7/(0/(0-9)))))	477009-//*+
((6*3)*((7-(5+2))+(1-9)))	63*752+-19-+*
(8/((0-(5/8))/(9+0)))	8058/-90+//
((0/((4*4)-(6/9)))*(3*3))	044*69/-/33**
(1-(9*((1-5)+(7-(7/5)))))	1915-775/-+*-
((4*6)-(4-(5+(6*8))))	46*4568*+--
((2-(7*1))+(1/(7/4)))	271*-174//+
((7-8)*(5/(9-(3/0))))	78-5930/-/*
((6-(1-(1-(4+2))))*(9-1))	61142+---91-*
((3*(6-5))+(7+(1/9)))	365-*719/++
(7-(((7*(6+5))-0)-(6*1)))	7765+*0-61*--
(4-((6+(6/3))-(7-(0/5))))	4663/+705/---
((1+9)/((6-1)/(1/8)))	19+61-18///
(9/((8+(4+1))-(3+(7+2))))	9841++372++-/
(6/(0/(5-(6+(1/3)))))	605613/+-//
((9-(0*(1-2)))-(5*6))	9012-*-56*-
(((5-(5+1))*(4/0))*(9+5))	551+-40/*95+*
((5*(5/3))+(9+(8+0)))	553/*980+++
(2/(0*(1-(5/(3-0)))))	201530-/-*/
(((5/(0-3))+0)-(5-6))	503-/0+56--
(((0-2)/(8*8))+(2/(1+4)))	02-88*/214+/+
(8/((4/4)+(3*(1-(3*5)))))	844/3135*-*+/
((2+(2/(7+(5/5))))-(4+5))	22755/+/+45+-
((5+(1*9))*(7/(3/1)))	519*+731//*
((8/(9-2))-(1/(9/(8+0))))	892-/1980+//-
((3/4)/((4*(5/3))*9))	34/453/*9*/
((9-5)-(3*(8/(1-2))))	95-3812-/*-
((3*(7-(2+9)))*(2*8))	3729+-*28**
((3-3)/(0*(4+(0+8))))	33-0408++*/
((3-(2*(5+4)))/(4/7))	3254+*-47//
(1*(9-(0-(0*(6+9)))))	190069+*--*
((6*2)*(6*(3/(5+8))))	62*6358+/**
(((1/(4-7))*6)/(3-3))	147-/6*33-/
((0-(9/(7*4)))*(5-4))	0974*/-54-*
((6+(2*(6+5)))+(0/(2/0)))	6265+*+020//+
((1/5)-((1-0)+(5+(9-5))))	15/10-595-++-
(((7/4)+(7+9))-(5*6))	74/79++56*-
(((5-9)+(0+7))/(6+(5+0)))	59-07++650++/
((6+(9+(2+0)))*(1*2))	6920+++12**
(6+(0+((6+(8+6))+(9*9))))	60686++99*+++
(2*(9*((5+2)/(3*9))))	2952+39*/**
(((6-4)-(6/(1*6)))*5)	64-616*/-5*
((6-3)/(4-(5*(2*0))))	63-4520**-/
((0/(4/4))*(9-(9+7)))	044//997+-*
(((0/(8*4))+(2+(7+9)))+8)	084*/279+++8+
(((5+(5*6))-(5+6))+4)	556*+56+-4+
(((4-5)*3)*(0/(8+0)))	45-3*080+/*
(3*(((4-5)*1)*(1-1)))	345-1*11-**
((((3-3)*2)-(9*8))/(8+4))	33-2*98*-84+/
((2+(9+(9*(0/8))))/(9-7))	29908/*++97-/
((0+(4/(0/(7*8))))+(0-6))	04078*//+06-+
(2*((5+8)+(7/(3*(9-5)))))	258+7395-*/+*
((4+(8*8))*(8-(0/7)))	488*+807/-*
((5/(5/(3*9)))/(4+(3-2)))	5539*//432-+/
(((8-(7+3))*(7/3))/(8-0))	873+-73/*80-/
((7*(0*(5-(3/7))))/(5*6))	70537/-**56*/
((9*0)+((0-(9+(2*9)))+0))	90*0929*+-0++
((5*(1*(5-9)))+(4+(6+3)))	5159-**463+++
(3-((5-(0*1))/(7*(7/7))))	3501*-777/*/-
(((2-7)-(0*8))*(2/9))	27-08*-29/*
((2*1)/(1/(7/(3-3))))	21*1733-///
(((1*(2-8))+(4+2))-(4-3))	128-*42++43--
((6+7)*((7+2)+(9*4)))	67+72+94*+*
(((1/(4/4))-3)+(8+(4*7)))	144//3-847*++
(((5-5)*(2-(8*4)))+(6-5))	55-284*-*65-+
(((2*5)+((1-8)/(7*5)))-1)	25*18-75*/+1-
(2-((9+(4+6))/(6+7)))	2946++67+/-
((8-(7+(1/3)))-(0*(5*7)))	8713/+-057**-
(((9+5)+(8+2))-((1/5)-2))	95+82++15/2--
(8/((3*(7/3))/(2*1)))	8373/*21*//
(((2-1)*4)+((1*4)-(7-2)))	21-4*14*72--+
((5+9)+((0+7)*(5*(3/3))))	59+07+533/**+
((7/0)+(9+(8*(2/2))))	70/9822/*++
((2*(0+(2-5)))*(6/(3*0)))	2025-+*630*/*
((8-(3/9))+(6/(9+0)))	839/-690+/+
(((8+(2+8))*(8-8))/(8/8))	828++88-*88//
(((6*8)*(8/(4*2)))+2)	68*842*/*2+
((1+(8+8))*(1*(8*9)))	188++189***
(3+((1/(8/6))*(1/(2-3))))	3186//123-/*+
(2/(8+(0*(5/(4/2)))))	280542//*+/
((0-(5*4))/(3+(1/(2/9))))	054*-3129//+/
((8*8)/(5+((9-9)/(4/3))))	88*599-43//+/
((9+7)*((0*8)-(9-7)))	97+08*97--*
((5/7)+(6-(6-(3-0))))	57/6630---+
(((1+6)/(2-6))-(8*(7-8)))	16+26-/878-*-
((2/7)-(5*(1*(4-4))))	27/5144-**-
((0+(9+1))+(9+(7*(0*0))))	091++9700**++
(((8/6)+7)/(6*(5+6)))	86/7+656+*/
(((6-9)-(7-6))+(4/(3+1)))	69-76--431+/+
(((6-2)+(9/5))-(1/6))	62-95/+16/-
(((9/(2/4))/0)-(5*3))	924//0/53*-
((4+9)*(3/(7+(8-(4+4)))))	49+37844+-+/*
((1*6)+(3*(4/(8+8))))	16*3488+/*+
(5*(3+(3+(8+(0-4)))))	533804-+++*
(((2/3)-((1-8)/2))/1)	23/18-2/-1/
(((1-0)+(4-(3+3)))-(2-3))	10-433+-+23--
((0-(0+(3-1)))/(6/8))	0031-+-68//
((0/(4*5))*((4/2)-(6+0)))	045*/42/60+-*
(((2+4)*(3+(4*5)))+(5*2))	24+345*+*52*+
((1+(0*(3*2)))/(2*(5/2)))	1032**+252/*/
(1+((2-(6-1))/(5/5)))	1261--55//+
(6/((4*1)-((0-2)+(0*1))))	641*02-01*+-/
(((7/6)*7)/((3/5)*5))	76/7*35/5*/
((4/(8*(0+0)))/(6/(3-3)))	4800+*/633-//
(1+(7+(1*(2/(6/2)))))	171262//*++
(((8-8)-(3+5))-(8*0))	88-35+-80*-
(1*((8*(3+2))+(4/5)))	1832+*45/+*
(((3*4)+(4+(4/5)))*(8*2))	34*445/++82**
((3*(4*1))-(0/(0/7)))	341**007//-
(((4*(2/8))-(4-4))/(1*1))	428/*44--11*/
(((9*6)*6)*(8-(7+6)))	96*6*876+-*
(9*(((6+3)-(0*(6+0)))*7))	963+060+*-7**
((2/(6/(0*7)))/(1+(7-7)))	2607*//177-+/
((4/1)-((0-3)-(4-(9*3))))	41/03-493*---
(((7-(7+5))-5)/(9+(0/0)))	775+-5-900/+/
((((4/5)-9)/3)+(6-(5/6)))	45/9-3/656/-+
(((8*0)/(7*5))+((9+9)*9))	80*75*/99+9*+
((8*(4+(1*6)))*(4/(6+0)))	8416*+*460+/*
(5+(((1*8)-(6-0))*(4*0)))	518*60--40**+
((2/(4/(0-2)))-(9-8))	2402-//98--
((0/(8+0))-((0/6)/5))	080+/06/5/-
(((9-8)+9)-(8+(7/0)))	98-9+870/+-
(((5/(5+5))/(8+1))/(7+8))	555+/81+/78+/
((4/5)*((5-(6/4))/4))	45/564/-4/*
((5/(0+(7*9)))+(0*(2-0)))	5079*+/020-*+
((((4*6)-6)/(1-(4*0)))-6)	46*6-140*-/6-
((3-(3/(1-9)))*(8-(5/6)))	3319-/-856/-*
((7/(0-2))/(8*(9+(1/4))))	702-/8914/+*/
(4*(3-(7+(2-(8*9)))))	437289*-+-*
(3/(2+(5+(4-(3-(9+0))))))	3254390+--++/
(9*((4-(4*6))+(5*(4*7))))	9446*-547**+*
((8+((6+2)-2))*(8-(7*0)))	862+2-+870*-*
((4+(9/6))/(0/(7-(7/4))))	496/+0774/-//
(((5-1)*8)-(0*(8/4)))	51-8*084/*-
(9+((8/3)-(0-(8+6))))	983/086+--+
(4/(0*((8-(2/4))+(3+5))))	40824/-35++*/
((((0*(5*1))-3)+6)+(9-7))	051**3-6+97-+
(((9+1)/9)/(5/(1+(4-3))))	91+9/5143-+//
((4/5)/((9*2)/(9*3)))	45/92*93*//
((9-(6+8))-(3+(7-(0+2))))	968+-3702+-+-
((0+(9+9))+(7-(8-9)))	099++789--+
(1+(0-(0+(7-(0+(7-9))))))	1007079-+-+-+
((3+(8*(2*4)))-(7*(8*3)))	3824**+783**-
(7-(4+((9-(5+1))-7)))	74951+-7-+-
(((2/5)+(5-8))*(3+0))	25/58-+30+*
((0+(8+(8+9)))/(3/2))	0889+++32//
(((7*(6-8))-7)/(2/(2/4)))	768-*7-224///
(((7+4)-(5+3))*(2*(5*2)))	74+53+-252***
(2+(5/((8-5)*(1/6))))	2585-16/*/+
((9-1)+((5*2)-(1-6)))	91-52*16--+
((8/(0/5))+((0+5)-1))	805//05+1-+
(((6/5)+(4*6))*(0+1))	65/46*+01+*
(((4+(9*9))+(0-9))+(0+6))	499*+09-+06++
((9+(2+(4+2)))/(6/(2-2)))	9242+++622-//
((0+7)-((0*4)+(9+(4+7))))	07+04*947+++-
(3/(8+((0*(0/1))+8)))	38001/*8++/
((0-(3-(7*7)))+(6+5))	0377*--65++
((6-8)-(7-(1-(5-8))))	68-7158----
((2-((8/(7/8))/2))-(4/3))	2878//2/-43/-
((9+(7/(8*0)))+(0-(8/2)))	9780*/+082/-+
(2-(8-(5/(4/(4+7)))))	285447+//--
(((4+2)/(6/7))+(0*4))	42+67//04*+
(((2/9)+((8/6)-(3*4)))-6)	29/86/34*-+6-
((8/(8-0))+(6/((8*3)-5)))	880-/683*5-/+
((1/0)*(2*(7/(3*8))))	10/2738*/**
(((9*3)-(8*7))/(1+2))	93*87*-12+/
((9*7)+(7-(9/(0/(0+7)))))	97*79007+//-+
((7+(5*(9*9)))/(9-5))	7599**+95-/
((5*(1*7))/(2-(6+4)))	517**264+-/
(((6/7)/(8*(3/3)))*7)	67/833/*/7*
(5*((1/(7/1))*(8/(6-3))))	5171//863-/**
(9*(3*(7/((2-5)-(9*8)))))	93725-98*-/**
((5+(5+(0-7)))/(7+(1-9)))	5507-++719-+/
(((4*9)*0)-(2/(1*7)))	49*0*217*/-
((9-8)*(7-(2*(7/8))))	98-7278/*-*
((1*(5/(8+3)))*(8*(7-7)))	1583+/*877-**
((1-(5*(3*1)))+(4+(8+8)))	1531**-488+++
(2*(5/(8+(3*(9/1)))))	258391/*+/*
(((8+7)*(2-8))+(4-(4*5)))	87+28-*445*-+
((7+(2-1))+(1+(0-(4/1))))	721-+1041/-++
((2+7)/(9-(8*(6+9))))	27+9869+*-/
((2/(9*2))/((8/(6-4))*4))	292*/864-/4*/
(3/(((1*5)*0)/(4*(8+7))))	315*0*487+*//
((6-1)+((9*5)/(2/7)))	61-95*27//+
(((2+4)/(3/7))/(8+9))	24+37//89+/
((2+6)*((0-(3/3))/5))	26+033/-5/*
((5-(3+(7-6)))/(4/(9*5)))	5376-+-495*//
(((5/9)*(8-(2*7)))*6)	59/827*-*6*
((3+((7-5)/(9/(5/9))))+0)	375-959///+0+
(2*((8*7)*(6-(6-(3-2)))))	287*6632---**
(((7*(0+0))+6)-(4-(4/8)))	700+*6+448/--
(5*((2+(9/4))+(6/(0*9))))	5294/+609*/+*
((3-(2+7))/(1*(8*0)))	327+-180**/
((9+(8-7))*(1-(2+(1+6))))	987-+1216++-*
((2/(1/8))-(3*(4*9)))	218//349**-
(6*((9-(0/(8+6)))+(7/3)))	69086+/-73/+*
(((0*2)-(9-4))+(7*1))	02*94--71*+
((2-3)+(2*(9*(8*6))))	23-2986***+
((9/1)/((4/(3/4))*5))	91/434//5*/
((2+(4+(0/2)))-(5+(7*5)))	2402/++575*+-
((2-2)/((3*(0*3))+(9/7)))	22-303**97/+/
(((4-0)*((0+(3-6))*3))*5)	40-036-+3**5*
((1*(9-(0-(6*4))))+(0-5))	19064*--*05-+
(8/((8/(8-7))*(6/(9+4))))	8887-/694+/*/
((8*0)+((1+9)*(1+9)))	80*19+19+*+
((2+(4+0))/(2/(8*(5+3))))	240++2853+*//
((6*(0-9))+(3+(3*9)))	609-*339*++
((3+(0-0))/(5*(1*(9*2))))	300-+5192***/
((9+(6*6))+(4*(4/(2-8))))	966*+4428-/*+
((8+0)*(4*(5+(8-0))))	80+4580-+**
((4/2)/(2-(0-(2+(9-7)))))	42/20297-+--/
((9+(0*5))*(6+(6/6)))	905*+666/+*
(((2/(5/3))-(2+3))/(5+5))	253//23+-55+/
((2/2)-(3*(5/(1/(5*5)))))	22/35155*//*-
((4/(4/(9+4)))+(2+1))	4494+//21++
(((5*1)-2)/(9*(1+9)))	51*2-919+*/
((0/0)+((9/(7+3))/(4/1)))	00/973+/41//+
((2/(2-((5-8)/2)))+(8+2))	2258-2/-/82++
(2+((0*0)/(7*(7*(5/9)))))	200*7759/**/+
(9*(((2+0)*(8-7))+(2*0)))	920+87-*20*+*
((4+((8/3)+(4-8)))+(9-9))	483/48-++99-+
((7+(6*7))-(9/(9/(8/9))))	767*+9989///-
((5-2)/((5*3)*(6/(3/4))))	52-53*634//*/
((8*(3+(9+(2/1))))+4)	83921/++*4+
((8+7)-(5/(0-(2-6))))	87+5026--/-
(5*((4+1)/(8*(7*6))))	541+876**/*
(((4-2)/(4/7))/(0-(9*1)))	42-47//091*-/
(3-(2+(6*(8+(3+4)))))	326834++*+-
(((5+(2-0))/2)+(2-(1*8)))	520-+2/218*-+
(4+((9*(8*9))+(0-6)))	4989**06-++
((3-(1-5))-((1/5)-(3/6)))	315--15/36/--
(5/(0/((0/(0+0))-0)))	50000+/0-//
(((4+6)/1)+(7-(2*6)))	46+1/726*-+
(3-((1/3)/(7+(0*(6-7)))))	313/7067-*+/-
(4*(8-((0-8)/(1-8))))	4808-18-/-*
((8/9)-(4*(0/(0+(8-0)))))	89/40080-+/*-
(4/((9/2)-((6-(9-4))-1)))	492/694--1--/
((4-(4-2))*(0/(2+5)))	442--025+/*
(((4-1)*4)/(8+(0*6)))	41-4*806*+/
(4+(2-((7+(1-0))-(6/1))))	42710-+61/--+
(3+((1+0)+(6-(2-0))))	310+620--++
(((0*6)-1)-(5-(0+5)))	06*1-505+--
(6/(1/((1*7)*(9/6))))	6117*96/*//
((1+9)/(7/(5*(2-(3*2)))))	19+75232*-*//
((6*(7-6))-(8-(4+7)))	676-*847+--
((9*(0/7))*(1/((6+8)-3)))	907/*168+3-/*
((6-(0-7))*(1-(1-3)))	607--113--*
(((9+9)/(1-1))+(8/3))	99+11-/83/+
(7*(1-(5+(4/(5+(1-0))))))	7154510-+/+-*
(4-((9+(8/2))/(4+7)))	4982/+47+/-
((6/(8/(1-9)))*(6/8))	6819-//68/*
((5*(3*(1/(5+4))))*1)	53154+/**1*
((5*(5*7))/(6/(5+3)))	557**653+//
(2+(9/((8-(7+9))*(9+1))))	29879+-91+*/+
(((8/7)+(2/(4*2)))+5)	87/242*/+5+
((1/5)*(1-(1*(5*0))))	15/1150**-*
((1+0)+(9+(6-(3+8))))	10+9638+-++
(((2+1)/(5*2))*(0/(7/7)))	21+52*/077//*
(((7-(7-4))+7)+(7+6))	774--7+76++
((3/(1/(0-3)))+(5/8))	3103-//58/+
((1-(3/(5-7)))*(6+5))	1357-/-65+*
((((8-0)-5)+5)*(4-(9+3)))	80-5-5+493+-*
((4/0)*(3+(4*(8*6))))	40/3486**+*
(2-((8/(7-7))-(9*(4*2))))	2877-/942**--
((4*(2/5))-(3/(0+3)))	425/*303+/-
(7*(2-(4+(0-(3+(8+0))))))	7240380++-+-*
((3*(7+(7+7)))+(5+2))	3777++*52++
(1*(((9*(7*3))*0)-(4*3)))	1973**0*43*-*
(((5*0)-(5/6))*(9+0))	50*56/-90+*
((9/(1+6))+(2*(7-(1*4))))	916+/2714*-*+
((1*8)/(9+(3+(3-4))))	18*9334-++/
((7*(5*3))+(3*(6-0)))	753**360-*+
(((9/3)+7)+((6+(8-1))-7))	93/7+681-+7-+
(((7*(6+(6/9)))/3)+2)	7669/+*3/2+
((((4*3)+4)/5)+(3*4))	43*4+5/34*+
((3-(8+(2-1)))-(5+(9/4)))	3821-+-594/+-
(1*(3-((2-1)-(3/8))))	1321-38/--*
(((9/9)/(4/7))*(4*8))	99/47//48**
(3-(((3*(6/9))/2)-(3/8)))	3369/*2/38/--
((7-(4+9))/(6*(9-7)))	749+-697-*/
(((0/(7-6))*7)-(1+2))	076-/7*12+-
(((1*4)*(7+5))-(1*5))	14*75+*15*-
((6+(1*(3*2)))-(4/6))	6132**+46/-
((4*(5/(6-7)))+(9*7))	4567-/*97*+
((4-9)/(9-((3*1)/4)))	49-931*4/-/
(9/((5-(0/(4*4)))+(6+9)))	95044*/-69++/
(0*((5*(2/8))+(5-4)))	0528/*54-+*
(8-((7+0)/(5*(5+4))))	870+554+*/-
(((2/1)*(4/9))/(9*0))	21/49/*90*/
(7-(((6*(2+8))/1)/(2/5)))	7628+*1/25//-
((9-(5+(3-(8+2))))-(7+6))	95382+-+-76+-
((7*(8/2))*(3*(4+4)))	782/*344+**
(((7*2)/2)/(3-(7+(9+5))))	72*2/3795++-/
((6+(1-(1/7)))+(0*0))	6117/-+00*+
((8+(9*7))/(9/(1/2)))	897*+912///
((2+(5-7))+(7/(3*8)))	257-+738*/+
((7*(0*7))+(4/(1*(5-1))))	707**4151-*/+
((1+3)/((4/8)+(8+6)))	13+48/86++/
((((9*1)+(4/7))-(4/0))/9)	91*47/+40/-9/
((3+(8*(4*7)))-(8*2))	3847**+82*-
(5/(7/(7+(6/(6-0)))))	577660-/+//
((1+(6+(4-5)))+(6-8))	1645-++68-+
(((4/(0*7))*2)*(9*0))	407*/2*90**
(((8+0)+0)-(1/(2-(1*3))))	80+0+1213*-/-
((8+((7-(0-2))-(5/5)))*0)	8702--55/-+0*
(4/(7/((1-(1/7))+(4-9))))	47117/-49-+//
((((9-3)-6)*6)+(6/(3/6)))	93-6-6*636//+
((1*(0-9))+((5*(1*9))/0))	109-*519**0/+
((9+(4*6))+(2+(8+9)))	946*+289+++
(2/((3+(1*2))*(0/(8/3))))	2312*+083//*/
(1-(9*(3+(1-(8/2)))))	193182/-+*-
(((8/3)*(3+6))+(4*9))	83/36+*49*+
((4-0)*(0-(2+(4/0))))	40-0240/+-*
((4-(2+(4+7)))-(4/(1-0)))	4247++-410-/-
(8/((3*(8-7))+(4+(5/3))))	8387-*453/++/
(3/((6/(4-5))-(1*0)))	3645-/10*-/
(((0/3)*(6+(3+0)))+0)	03/630++*0+
((2/6)*(0-(7*(2*(1/5)))))	26/07215/**-*
((6*5)-((1+7)-(4+(3-3))))	65*17+433-+--
((1/(0*8))/(9+(3/(6+2))))	108*/9362+/+/
((1/(9/(6-9)))-(0-(5+5)))	1969-//055+--
(1/(6*(2*(8-(5/9)))))	162859/-**/
(((7*(7/2))-4)+((3*3)+4))	772/*4-33*4++
((6+(5+(0/(2+(6+3)))))/9)	650263++/++9/
((0+(2-(0*0)))+(5+2))	0200*-+52++
(((5*5)+(4+3))/(8*7))	55*43++87*/
(((0+7)/(5/2))-(3+(8-1)))	07+52//381-+-
((6-6)*(9/(2*(9/(7/4)))))	66-92974//*/*
(3/(5-(9*(5+(0-3)))))	359503-+*-/
((2-3)+(3/(6*(9-2))))	23-3692-*/+
(((9-7)*2)-(4+((6+5)+3)))	97-2*465+3++-
((7/8)*(7+(6/(8/1))))	78/7681//+*
((6*(1+8))+(6/(6/(2+4))))	618+*6624+//+
(5*((6*1)+(8+(3*8))))	561*838*++*
((4*(6*(7-5)))/(2-(8/7)))	4675-**287/-/
((5-((7*6)+4))/(1/(2+8)))	576*4+-128+//
(6*((5+(4/(2+1)))-(9+7)))	65421+/+97+-*
(((4+8)*(9*3))+(1/7))	48+93**17/+
((2*(3/(0-9)))-(2/8))	2309-/*28/-
(((1+(5*7))-(4/(5-0)))*7)	157*+450-/-7*
((3*(5+1))*(7-(9+3)))	351+*793+-*
((6/4)-(1-(5*(1*(9*3)))))	64/15193***--
(2+((7*9)/(8-(4-(7/1)))))	279*8471/--/+
(8/((3*7)/(0+(1*8))))	837*018*+//
(9+(((5+(5-9))-3)-(5*6)))	9559-+3-56*-+
(3-(3/(5+(0/(6+5)))))	335065+/+/-
((2*6)-(9+(2*(5/0))))	26*9250/*+-
(7*(((0-1)*7)/(4/(1*9))))	701-7*419*//*
(((3-(1*(1-2)))*2)/1)	3112-*-2*1/
((6/9)+(1+(8*(2-5))))	69/1825-*++
(((3/9)+4)/(7*(8*0)))	39/4+780**/
((3-4)-(5*((0*6)*(7+9))))	34-506*79+**-
(5-((3*(1-1))+(3+(3+9))))	5311-*339+++-
(7-(2/((0*(3-3))/(7/7))))	72033-*77///-
(9-((5-2)+(6-(1-8))))	952-618--+-
(((5*8)*(0+9))+(9/9))	58*09+*99/+
((8+4)-(5/(1/(0/2))))	84+5102///-
((7*(2+4))*(1-(9*(7/2))))	724+*1972/*-*
(((5*(9*(0*4)))/2)+7)	5904***2/7+
((8*(2*(8/9)))+(8+(5*6)))	8289/**856*++
(0/(1*(6-(9-(6-5)))))	016965---*/
((0-((1*1)*0))+(6*(9*2)))	011*0*-692**+
(((3*2)+(1+9))*(9-(8/5)))	32*19++985/-*
(5-((8-(7/(5/3)))-(6+6)))	58753//-66+--
(((0/(2/3))*(9/8))/(2/8))	023//98/*28//
(((8*3)-(9*(5+0)))/5)	83*950+*-5/
((5-6)+(5*(4*(5/7))))	56-5457/**+
(2-((5/1)*(8-(6+(4*8)))))	251/8648*+-*-
((1-(3-(8-8)))-(5/8))	1388---58/-
(((6+1)+(9-7))/(9/3))	61+97-+93//
(2-((6-7)+(2+(2-9))))	267-229-++-
(((2/5)/(9-3))+(6+(1-3)))	25/93-/613-++
(6-(((8-(1*3))-0)/3))	6813*-0-3/-
((3+2)-(5*(1*(2/7))))	32+5127/**-
(3/((8/(2*3))-(4/3)))	3823*/43/-/
((4-(0+0))+(9*(2-3)))	400+-923-*+
(5+(5*(3/(0+(7-2)))))	553072-+/*+
(((5+(1+2))/9)/(6*(8/5)))	512++9/685/*/
(0-((6*(7+0))*(4/1)))	0670+*41/*-
(5/(6-((6/(5-8))-(9-3))))	56658-/93---/
(((7/(0/2))-3)*((5/2)/3))	702//3-52/3/*
((1+((5/3)/(8*1)))-(3+5))	153/81*/+35+-
((1+((7*(3-(1/1)))*8))*9)	17311/-*8*+9*
((7-6)/(0*((5-4)*7)))	76-054-7**/
((7/3)-(((1-2)/(4/6))-0))	73/12-46//0--
((1-(3+(5*(0/5))))-(0-6))	13505/*+-06--
(((5+1)/(2-(6-1)))+(3-8))	51+261--/38-+
(9*(1+((9+0)/(3-1))))	9190+31-/+*
(5/(1-(9-(0-(4*5)))))	519045*---/
((1+(4*5))/(9-(3*(8/2))))	145*+9382/*-/
(((9*(5-9))*(0-9))*(0/6))	959-*09-*06/*
((1/1)+((4*(9/0))+(3-1)))	11/490/*31-++
(((2+9)/(4-(3*3)))*(4+4))	29+433*-/44+*
(((1/1)+8)*(7*(2/4)))	11/8+724/**
(7*(0*(9/((0/5)-(1-0)))))	70905/10--/**
((3*((2+(0/7))-0))/(6-7))	3207/+0-*67-/
((1/0)*((9/5)/(2/8)))	10/95/28//*
((3/4)+((5-(6-1))+(1/7)))	34/561--17/++
((7-2)+((8/3)+(1+(6/1))))	72-83/161/+++
((2/(7+(4+6)))*(7/0))	2746++/70/*
((2+(7*3))/(4/(6+0)))	273*+460+//
((3/(0-4))*((8/(4*7))/1))	304-/847*/1/*
((0/(8+4))-(2*(0+9)))	084+/209+*-
(1-(2*(4+(5-(2-(8+2))))))	1245282+--+*-
(((9-(6-1))/(1-1))-(5*0))	961--11-/50*-
((8+8)*((2+(2*3))*2))	88+223*+2**
((2+(8-2))-(5*(6+(5/3))))	282-+5653/+*-
((9+(0+8))+(4/(9+5)))	908++495+/+
(((7-7)+(1+7))+(1-(5+9)))	77-17++159+-+
(((2-(6-0))*(6/0))*(8/6))	260--60/*86/*
(3+((7-8)-(6+(7/3))))	378-673/+-+
(((5+2)+(0+6))/(8*4))	52+06++84*/
(8+((5*8)/(9*(0/7))))	858*907/*/+
((6+5)*(0/(5/(7-2))))	65+0572-//*
((6-5)*((1-2)*(1/0)))	65-12-10/**
(6-(2-((0-4)/(7/(5-8)))))	6204-758-//--
(((2/(4*2))/3)+(7+6))	242*/3/76++
(((3/(9+5))+(5-6))-(1*0))	395+/56-+10*-
((6/(9+8))/(1*(1*(8-9))))	698+/1189-**/
((1-8)/(9*(6*(5*0))))	18-9650***/
(((1-5)+(5+6))-(5+(5-4)))	15-56++554-+-
((3*(9/2))+(8-(1/(0+4))))	392/*8104+/-+
(((0/(8*(5*3)))+3)+(8*8))	0853**/3+88*+
((6-2)-((2*4)*(5/2)))	62-24*52/*-
(((8-(6+8))+9)+(2-(8-0)))	868+-9+280--+
((9+(5*1))/(7*(2+6)))	951*+726+*/
(2-((0+(9+9))-(5-7)))	2099++57---
((9+(6+(8*8)))*(4+8))	9688*++48+*
(((5+(1-3))-(7*(6/9)))+6)	513-+769/*-6+
(3-(((5+(1*4))+1)-5))	3514*+1+5--
((9-(6*(0+4)))-(6+6))	9604+*-66+-
(((3-(2-3))/4)/(6+6))	323--4/66+/
((6-(7/(2*2)))+(4+(2*7)))	6722*/-427*++
((6-(5-(2+7)))/(4*(6-2)))	6527+--462-*/
(2/(3*(1+(3+(0+6)))))	231306+++*/
(7/((4-(5-0))+(5+0)))	7450--50++/
((8-((2/2)+(0+(0-2))))+8)	822/002-++-8+
(((2/7)/(9*9))+(2+(5/7)))	27/99*/257/++
((9*(4+(5+2)))*(3-2))	9452++*32-*
(2/(1*(2*(3/(6/8)))))	212368//**/
(((5/3)+(3/(1/9)))/(4-1))	53/319//+41-/
(8*((7-5)+(0+(0+4))))	875-004+++*
((3+1)*((7*(1*(5*4)))+6))	31+7154***6+*
(((8/(3-1))/7)+(5-(9-3)))	831-/7/593--+
((7+((1/8)-(3/2)))*8)	718/32/-+8*
((0/(0+6))+(2*(9*0)))	006+/290**+
((3*2)+(2/(8-(3*0))))	32*2830*-/+
(((4+4)/(5*(5/2)))/(4+3))	44+552/*/43+/
((8+4)/(4-(7/(5-1))))	84+4751-/-/
(((1/(1-3))/(5*0))*(1-0))	113-/50*/10-*
